1.122235297, Sport: ,Snooker, Time: ,Fri Dec 18 15:30:00 CET 2015, Time: ,Fri Dec 18 15:30:00 CET 2015, Event: ,Mark Davis v Ross Muir, Favorite: ,Mark Davis, 2278869   size:2.55,Price: ,1.23,Ross Muir, 7303690   size:2.55,Price: ,4.6,x
1.122306748, Sport: ,Soccer, Time: ,Fri Dec 18 16:00:00 CET 2015, Time: ,Fri Dec 18 16:00:00 CET 2015, Event: ,USM El Eulma v CS Constantine, Favorite: ,USM El Eulma, 9221276   size:8.13,Price: ,1.76,CS Constantine, 7598561   size:5.0,Price: ,1.81,The Draw, 58805   size:3.69,Price: ,3.15,x
1.122230158, Sport: ,Snooker, Time: ,Thu Dec 17 20:00:00 CET 2015, Time: ,Thu Dec 17 20:00:00 CET 2015, Event: ,Dechawat Poomjaeng v Tony Drago, Favorite: ,Dechawat Poomjaeng, 5722690   size:2.55,Price: ,1.16,Tony Drago, 2279966   size:34.54,Price: ,5.0,ok
1.122306198, Sport: ,Soccer, Time: ,Fri Dec 18 10:45:00 CET 2015, Time: ,Fri Dec 18 10:45:00 CET 2015, Event: ,Pardes Hanna Karkur LB v Maccabi Ein Mahal Jamal, Favorite: ,Pardes Hanna Karkur LB, 10636781   size:11.07,Price: ,1.15,Maccabi Ein Mahal Jamal, 10636783   size:11.07,Price: ,1.15,The Draw, 58805   size:3.69,Price: ,3.15,x
1.122294560, Sport: ,Basketball, Time: ,Thu Dec 17 22:30:00 CET 2015, Time: ,Thu Dec 17 22:30:00 CET 2015, Event: ,Minas v Macae, Favorite: ,Minas, 8948839   size:13.3,Price: ,1.51,Macae, 8948843   size:2.55,Price: ,2.76,ok
1.122250865, Sport: ,Soccer, Time: ,Fri Dec 18 14:00:00 CET 2015, Time: ,Fri Dec 18 14:00:00 CET 2015, Event: ,Maccabi Ahi Nazareth v Ironi Kiryat Gat, Favorite: ,Maccabi Ahi Nazareth, 5188358   size:4.21,Price: ,1.21,Ironi Kiryat Gat, 6955790   size:4.54,Price: ,2.64,The Draw, 58805   size:3.69,Price: ,3.1,x
1.122294683, Sport: ,Basketball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Pinkk Pecsi (W) v Nantes (W), Favorite: ,Nantes (W), 8978754   size:114.46,Price: ,1.12,Pinkk Pecsi (W), 8978740   size:5.72,Price: ,5.8,x
1.122092909, Sport: ,Darts, Time: ,Fri Dec 18 15:00:00 CET 2015, Time: ,Fri Dec 18 15:00:00 CET 2015, Event: ,John Henderson v Darren Webster, Favorite: ,John Henderson, 4396169   size:24.39,Price: ,1.82,Darren Webster, 2414395   size:5.0,Price: ,2.08,x
1.122294562, Sport: ,Basketball, Time: ,Thu Dec 17 22:30:00 CET 2015, Time: ,Thu Dec 17 22:30:00 CET 2015, Event: ,Pinheiros v Rio Claro, Favorite: ,Pinheiros, 6733502   size:18.73,Price: ,1.33,Rio Claro, 8948847   size:81.02,Price: ,3.55,x
1.122231003, Sport: ,Snooker, Time: ,Thu Dec 17 20:00:00 CET 2015, Time: ,Thu Dec 17 20:00:00 CET 2015, Event: ,Martin Gould v Joel Walker, Favorite: ,Martin Gould, 2613031   size:36.45,Price: ,1.33,Joel Walker, 5760963   size:6.17,Price: ,3.65,ok
1.122232730, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Oliver Lines v Lu Ning, Favorite: ,Oliver Lines, 6575023   size:2.55,Price: ,1.41,Lu Ning, 6185897   size:2.55,Price: ,3.1,x
1.122219764, Sport: ,Soccer, Time: ,Fri Dec 18 04:00:00 CET 2015, Time: ,Fri Dec 18 04:00:00 CET 2015, Event: ,San Beda R Lions (S) v Arellano Chiefs (Stu), Favorite: ,San Beda R Lions (S), 10135573   size:11.07,Price: ,1.15,Arellano Chiefs (Stu), 10585639   size:11.07,Price: ,1.15,The Draw, 58805   size:3.69,Price: ,3.1,x
1.122294715, Sport: ,Basketball, Time: ,Thu Dec 17 17:30:00 CET 2015, Time: ,Thu Dec 17 17:30:00 CET 2015, Event: ,Edirnespor Women v Chevakata (W), Favorite: ,Chevakata (W), 8978748   size:2.74,Price: ,1.03,Edirnespor Women, 9022117   size:16.0,Price: ,1.1,x
1.122235282, Sport: ,Snooker, Time: ,Fri Dec 18 15:30:00 CET 2015, Time: ,Fri Dec 18 15:30:00 CET 2015, Event: ,David Gilbert v Martin ODonnell, Favorite: ,David Gilbert, 2293307   size:2.55,Price: ,1.29,Martin ODonnell, 6444853   size:16.54,Price: ,3.7,x
1.122300134, Sport: ,Ice Hockey, Time: ,Thu Dec 17 18:30:00 CET 2015, Time: ,Thu Dec 17 18:30:00 CET 2015, Event: ,Czech Republic v Finland, Favorite: ,Finland, 140141   size:2.19,Price: ,2.5,Czech Republic, 140138   size:674.54,Price: ,2.54,Tie, 60104   size:8.01,Price: ,4.1,ok
1.122213940, Sport: ,Soccer, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Feyenoord v Willem II, Favorite: ,Feyenoord, 55264   size:1080.01,Price: ,1.5,Willem II, 48455   size:57.91,Price: ,7.6,The Draw, 58805   size:270.47,Price: ,4.8,x
1.122287076, Sport: ,Basketball, Time: ,Fri Dec 18 01:05:00 CET 2015, Time: ,Fri Dec 18 01:05:00 CET 2015, Event: ,Toronto @ Charlotte, Favorite: ,Toronto, 13113   size:30.37,Price: ,1.85,Charlotte, 13110   size:8.46,Price: ,2.08,x
1.122304179, Sport: ,Soccer, Time: ,Fri Dec 18 00:00:00 CET 2015, Time: ,Fri Dec 18 00:00:00 CET 2015, Event: ,Palestino v Univ Catolica (Chile), Favorite: ,Univ Catolica (Chile), 7029037   size:10.97,Price: ,2.56,Palestino, 5129869   size:211.87,Price: ,2.76,The Draw, 58805   size:147.12,Price: ,3.75,x
1.122284800, Sport: ,Volleyball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Budvanska Rivijera Budv v Hypo Tirol Volleyballte, Favorite: ,Hypo Tirol Volleyballte, 10381394   size:58.44,Price: ,1.31,Budvanska Rivijera Budv, 10444797   size:25.4,Price: ,3.5,ok
1.122247612, Sport: ,American Football, Time: ,Fri Dec 18 02:25:00 CET 2015, Time: ,Fri Dec 18 02:25:00 CET 2015, Event: ,Tampa Bay @ St Louis, Favorite: ,St Louis Rams, 50195   size:776.63,Price: ,1.84,Tampa Bay Buccaneers, 50190   size:271.89,Price: ,2.16,ok
1.122305304, Sport: ,Soccer, Time: ,Fri Dec 18 14:15:00 CET 2015, Time: ,Fri Dec 18 14:15:00 CET 2015, Event: ,Al Riffa v Al Ahli (BRN), Favorite: ,Al Riffa, 4692589   size:10.55,Price: ,2.12,Al Ahli (BRN), 10535980   size:10.55,Price: ,2.64,The Draw, 58805   size:2.55,Price: ,3.3,x
1.122300139, Sport: ,Ice Hockey, Time: ,Fri Dec 18 15:45:00 CET 2015, Time: ,Fri Dec 18 15:45:00 CET 2015, Event: ,Poland v Kazakhstan, Favorite: ,Poland, 140150   size:13.84,Price: ,1.04,Kazakhstan, 698879   size:13.84,Price: ,1.04,Tie, 60104   size:5.99,Price: ,1.28,x
1.122227023, Sport: ,Handball, Time: ,Thu Dec 17 19:30:00 CET 2015, Time: ,Thu Dec 17 19:30:00 CET 2015, Event: ,Arhus v Aalborg, Favorite: ,Aalborg, 1065783   size:3.09,Price: ,1.74,Arhus, 3919678   size:2.7,Price: ,2.18,Draw, 330157   size:3.62,Price: ,2.3,ok
1.122284806, Sport: ,Volleyball, Time: ,Thu Dec 17 20:30:00 CET 2015, Time: ,Thu Dec 17 20:30:00 CET 2015, Event: ,Euphony Asse-Lennik v Asseco Resovia Rzeszow, Favorite: ,Asseco Resovia Rzeszow, 3657095   size:4.17,Price: ,1.2,Euphony Asse-Lennik, 6068588   size:3.5,Price: ,4.3,ok
1.122307410, Sport: ,Basketball, Time: ,Fri Dec 18 13:30:00 CET 2015, Time: ,Fri Dec 18 13:30:00 CET 2015, Event: ,Saigon Heat v Mono Vampire Basketball, Favorite: ,Saigon Heat, 7008882   size:2.74,Price: ,1.03,Mono Vampire Basketball, 10464262   size:2.74,Price: ,1.03,ok
1.122284803, Sport: ,Volleyball, Time: ,Thu Dec 17 17:00:00 CET 2015, Time: ,Thu Dec 17 17:00:00 CET 2015, Event: ,Dinamo Moscow v Ziraat Bankasi Ankara, Favorite: ,Dinamo Moscow, 1288570   size:367.21,Price: ,1.05,Ziraat Bankasi Ankara, 5119175   size:2608.46,Price: ,1.22,ok
1.122294690, Sport: ,Basketball, Time: ,Thu Dec 17 19:00:00 CET 2015, Time: ,Thu Dec 17 19:00:00 CET 2015, Event: ,Nymburk (W) v Landes (W), Favorite: ,Nymburk (W), 10466213   size:2.78,Price: ,1.49,Landes (W), 8978732   size:2.75,Price: ,1.51,ok
1.122314907, Sport: ,Tennis, Time: ,Fri Dec 18 04:00:00 CET 2015, Time: ,Fri Dec 18 04:00:00 CET 2015, Event: ,Patty Schnyder v Irina Khromacheva, Favorite: ,Patty Schnyder, 4843506   size:2.55,Price: ,1.79,Irina Khromacheva, 6092292   size:2.55,Price: ,1.92,ok
1.122294574, Sport: ,Basketball, Time: ,Thu Dec 17 23:00:00 CET 2015, Time: ,Thu Dec 17 23:00:00 CET 2015, Event: ,Bauru v Cearense, Favorite: ,Bauru, 6243647   size:5.99,Price: ,1.13,Cearense, 8948837   size:12.0,Price: ,7.0,ok
1.122314906, Sport: ,Tennis, Time: ,Fri Dec 18 05:30:00 CET 2015, Time: ,Fri Dec 18 05:30:00 CET 2015, Event: ,Kaia Kanepi v Myrtille Georges, Favorite: ,Kaia Kanepi, 2250864   size:14.94,Price: ,1.13,Myrtille Georges, 7283251   size:5.15,Price: ,5.3,ok
1.122294698, Sport: ,Basketball, Time: ,Thu Dec 17 20:30:00 CET 2015, Time: ,Thu Dec 17 20:30:00 CET 2015, Event: ,Angers Women v Uni Gyor (W), Favorite: ,Uni Gyor (W), 8997451   size:4.15,Price: ,1.03,Angers Women, 9034872   size:4.12,Price: ,1.11,x
1.122299987, Sport: ,Soccer, Time: ,Fri Dec 18 11:30:00 CET 2015, Time: ,Fri Dec 18 11:30:00 CET 2015, Event: ,Salgaocar v Churchill Brothers, Favorite: ,Churchill Brothers, 4484783   size:5.56,Price: ,2.52,Salgaocar, 4427250   size:7.08,Price: ,2.82,The Draw, 58805   size:6.68,Price: ,3.4,x
1.122294578, Sport: ,Basketball, Time: ,Thu Dec 17 23:00:00 CET 2015, Time: ,Thu Dec 17 23:00:00 CET 2015, Event: ,Franca v Universo/Salvador, Favorite: ,Franca, 8948836   size:2.55,Price: ,1.45,Universo/Salvador, 10484581   size:40.0,Price: ,2.88,x
1.122287484, Sport: ,Basketball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Dynamo Moscow (W) v TTT Riga (W), Favorite: ,TTT Riga (W), 10388076   size:43.61,Price: ,1.63,Dynamo Moscow (W), 10462208   size:29.23,Price: ,1.94,x
1.122249849, Sport: ,Soccer, Time: ,Fri Dec 18 14:00:00 CET 2015, Time: ,Fri Dec 18 14:00:00 CET 2015, Event: ,Hapoel Jerusalem v Hapoel Petach Tikva, Favorite: ,Hapoel Petach Tikva, 6094761   size:12.55,Price: ,1.48,Hapoel Jerusalem, 5810348   size:10.0,Price: ,4.0,The Draw, 58805   size:20.0,Price: ,3.1,x
1.122267310, Sport: ,Ice Hockey, Time: ,Fri Dec 18 01:05:00 CET 2015, Time: ,Fri Dec 18 01:05:00 CET 2015, Event: ,Anaheim @ Buffalo, Favorite: ,Anaheim, 60109   size:99.0,Price: ,2.22,Buffalo, 4427593   size:119.24,Price: ,3.05,Tie, 60104   size:347.0,Price: ,4.1,x
1.122305359, Sport: ,Soccer, Time: ,Fri Dec 18 16:45:00 CET 2015, Time: ,Fri Dec 18 16:45:00 CET 2015, Event: ,Al Salmiyah v Al Arabi, Favorite: ,Al Salmiyah, 7188818   size:11.07,Price: ,1.15,Al Arabi, 3922362   size:11.07,Price: ,1.15,The Draw, 58805   size:3.69,Price: ,3.1,x
1.122305637, Sport: ,Soccer, Time: ,Fri Dec 18 16:30:00 CET 2015, Time: ,Fri Dec 18 16:30:00 CET 2015, Event: ,East Riffa v Al Hadd, Favorite: ,Al Hadd, 6758121   size:10.55,Price: ,1.95,East Riffa, 5992610   size:10.55,Price: ,3.0,The Draw, 58805   size:2.55,Price: ,3.45,ok
1.122305913, Sport: ,Soccer, Time: ,Fri Dec 18 16:00:00 CET 2015, Time: ,Fri Dec 18 16:00:00 CET 2015, Event: ,JSM Bejaia v EC Oued Smar, Favorite: ,JSM Bejaia, 8036605   size:2.55,Price: ,1.14,EC Oued Smar, 10636721   size:3.44,Price: ,3.35,The Draw, 58805   size:3.59,Price: ,3.25,x
1.122299596, Sport: ,Soccer, Time: ,Fri Dec 18 01:00:00 CET 2015, Time: ,Fri Dec 18 01:00:00 CET 2015, Event: ,Jorge Wilstermann v The Strongest, Favorite: ,Jorge Wilstermann, 706904   size:83.95,Price: ,2.42,The Strongest, 328205   size:11.26,Price: ,2.88,The Draw, 58805   size:5.0,Price: ,3.75,x
1.122233847, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Cao Yupeng v Zhao Xintong, Favorite: ,Zhao Xintong, 6650648   size:2.55,Price: ,1.67,Cao Yupeng, 3743946   size:2.55,Price: ,2.3,ok
1.122309322, Sport: ,Volleyball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Lotos Trefl Gdansk v ACH Volley Ljubljana, Favorite: ,Lotos Trefl Gdansk, 6008912   size:6443.29,Price: ,1.03,Ach Volley Ljubljana, 6117119   size:3.66,Price: ,15.0,ok
1.122306693, Sport: ,Soccer, Time: ,Fri Dec 18 10:30:00 CET 2015, Time: ,Fri Dec 18 10:30:00 CET 2015, Event: ,Union Bank v ONGC, Favorite: ,Union Bank, 8415910   size:11.07,Price: ,1.15,ONGC, 6719086   size:11.07,Price: ,1.15,The Draw, 58805   size:3.69,Price: ,3.1,x
1.122231307, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Li Hang v Hatem Yaseen, Favorite: ,Li Hang, 2336727   size:293.12,Price: ,1.13,Hatem Yaseen, 10616870   size:2.0,Price: ,6.2,ok
1.122214130, Sport: ,Soccer, Time: ,Thu Dec 17 18:30:00 CET 2015, Time: ,Thu Dec 17 18:30:00 CET 2015, Event: ,Panelefsiniakos v Xanthi, Favorite: ,Xanthi, 728086   size:148.36,Price: ,1.35,Panelefsiniakos, 10309707   size:22.04,Price: ,10.5,The Draw, 58805   size:20.92,Price: ,5.4,ok
1.122274993, Sport: ,Rugby Union, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Montpellier v Cardiff, Favorite: ,Montpellier, 632441   size:719.65,Price: ,1.2,Cardiff, 8880   size:114.85,Price: ,5.4,Draw, 246289   size:2.64,Price: ,32.0,ok
1.122299877, Sport: ,Soccer, Time: ,Thu Dec 17 17:00:00 CET 2015, Time: ,Thu Dec 17 17:00:00 CET 2015, Event: ,MC Alger v USM Oran, Favorite: ,MC Alger, 5177434   size:5.12,Price: ,1.05,USM Oran, 9074148   size:2.74,Price: ,60.0,The Draw, 58805   size:2.74,Price: ,26.0,ok
1.122294589, Sport: ,Basketball, Time: ,Thu Dec 17 23:00:00 CET 2015, Time: ,Thu Dec 17 23:00:00 CET 2015, Event: ,Sao Jose v Sorocabana, Favorite: ,Sao Jose, 7072335   size:259.0,Price: ,1.29,Sorocabana, 8948842   size:12.84,Price: ,3.8,ok
1.122294617, Sport: ,Basketball, Time: ,Thu Dec 17 19:00:00 CET 2015, Time: ,Thu Dec 17 19:00:00 CET 2015, Event: ,SISU v Hoersholm, Favorite: ,Hoersholm, 6719077   size:2.62,Price: ,1.6,Sisu, 6719078   size:16.9,Price: ,2.48,ok
1.122214014, Sport: ,Soccer, Time: ,Thu Dec 17 19:30:00 CET 2015, Time: ,Thu Dec 17 19:30:00 CET 2015, Event: ,Viitorul Constanta v Steaua Bucharest, Favorite: ,Steaua Bucharest, 489080   size:33.07,Price: ,2.46,Viitorul Constanta, 5431165   size:127.51,Price: ,3.15,The Draw, 58805   size:45.25,Price: ,3.35,ok
1.122323611, Sport: ,Tennis, Time: ,Fri Dec 18 11:30:00 CET 2015, Time: ,Fri Dec 18 11:30:00 CET 2015, Event: ,Aryna Sabalenka v Polina Leykina, Favorite: ,Aryna Sabalenka, 9628840   size:13.84,Price: ,1.04,Polina Leykina, 9062872   size:13.84,Price: ,1.04,ok
1.122315681, Sport: ,Soccer, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Hap Nahalat Yehuda RLHH v Hapoel Pardesya-Noam, Favorite: ,Hap Nahalat Yehuda RLHH, 10636704   size:27.68,Price: ,1.02,Hapoel Pardesya-Noam, 10613360   size:27.68,Price: ,1.02,The Draw, 58805   size:2.74,Price: ,1.25,x
1.122230605, Sport: ,Snooker, Time: ,Thu Dec 17 20:00:00 CET 2015, Time: ,Thu Dec 17 20:00:00 CET 2015, Event: ,Gerard Greene v Nigel Bond, Favorite: ,Gerard Greene, 2278864   size:12.36,Price: ,1.64,Nigel Bond, 2278814   size:2.03,Price: ,2.46,x
1.122323613, Sport: ,Tennis, Time: ,Fri Dec 18 13:30:00 CET 2015, Time: ,Fri Dec 18 13:30:00 CET 2015, Event: ,Barbara Haas v Doroteja Eric, Favorite: ,Barbara Haas, 6438801   size:13.84,Price: ,1.04,Doroteja Eric, 8839051   size:13.84,Price: ,1.04,ok
1.122306140, Sport: ,Soccer, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,MS Beitar Yavne v Ironi Modiin, Favorite: ,Ironi Modiin, 10483512   size:4.76,Price: ,1.68,MS Beitar Yavne, 10636764   size:2.93,Price: ,1.87,The Draw, 58805   size:3.69,Price: ,3.05,x
1.122299486, Sport: ,Soccer, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Ciudad Rodrigo CF v Club Rapido de Bouzas, Favorite: ,Ciudad Rodrigo CF, 10185166   size:5.0,Price: ,2.58,CLub Rapido de Bouzas, 7592360   size:4.35,Price: ,2.76,The Draw, 58805   size:3.67,Price: ,3.2,ok
1.122232942, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Shaun Murphy v Michael Wasley, Favorite: ,Shaun Murphy, 2278789   size:2.55,Price: ,1.13,Michael Wasley, 5760289   size:2.0,Price: ,6.6,ok
1.122274987, Sport: ,Rugby Union, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Gloucester v Worcester, Favorite: ,Gloucester, 168   size:8752.34,Price: ,1.04,Worcester, 283308   size:2.0,Price: ,21.0,Draw, 246289   size:22.0,Price: ,110.0,ok
1.122250415, Sport: ,Soccer, Time: ,Fri Dec 18 14:00:00 CET 2015, Time: ,Fri Dec 18 14:00:00 CET 2015, Event: ,Beitar Tel Aviv Ramla v Hapoel Ashkelon, Favorite: ,Hapoel Ashkelon, 5221516   size:12.55,Price: ,1.99,Beitar Tel Aviv Ramla, 6021023   size:10.0,Price: ,2.2,The Draw, 58805   size:4.12,Price: ,3.1,x
1.122234962, Sport: ,Snooker, Time: ,Fri Dec 18 15:30:00 CET 2015, Time: ,Fri Dec 18 15:30:00 CET 2015, Event: ,Yu Delu v Liam highfield, Favorite: ,Yu Delu, 2336734   size:2.55,Price: ,1.92,Liam Highfield, 4392732   size:2.55,Price: ,1.92,ok
1.122299767, Sport: ,Soccer, Time: ,Thu Dec 17 19:00:00 CET 2015, Time: ,Thu Dec 17 19:00:00 CET 2015, Event: ,Maccabi Holon FC (W) v Bnot Sahnin (W), Favorite: ,Maccabi Holon FC (W), 6921676   size:8.21,Price: ,1.36,Bnot Sahnin (W), 6921649   size:5.72,Price: ,7.2,The Draw, 58805   size:2.27,Price: ,4.3,ok
1.122323283, Sport: ,Tennis, Time: ,Fri Dec 18 09:30:00 CET 2015, Time: ,Fri Dec 18 09:30:00 CET 2015, Event: ,Valeriya Strakhova v Tadeja Majeric, Favorite: ,Valeriya Strakhova, 8490642   size:6.92,Price: ,1.08,Tadeja Majeric, 2548761   size:6.92,Price: ,1.08,x
1.122323282, Sport: ,Tennis, Time: ,Fri Dec 18 09:30:00 CET 2015, Time: ,Fri Dec 18 09:30:00 CET 2015, Event: ,Conny Perrin v Julia Terziyska, Favorite: ,Conny Perrin, 5596573   size:6.92,Price: ,1.08,Julia Terziyska, 9150746   size:6.92,Price: ,1.08,ok
1.122093094, Sport: ,Darts, Time: ,Thu Dec 17 21:00:00 CET 2015, Time: ,Thu Dec 17 21:00:00 CET 2015, Event: ,Jamie Lewis v Daryl Gurney, Favorite: ,Daryl Gurney, 3535217   size:44.07,Price: ,1.99,Jamie Lewis, 6432513   size:53.81,Price: ,2.0,ok
1.122233591, Sport: ,Snooker, Time: ,Fri Dec 18 11:00:00 CET 2015, Time: ,Fri Dec 18 11:00:00 CET 2015, Event: ,Neil Robertson v Ashley Hugill, Favorite: ,Neil Robertson, 2278787   size:2.55,Price: ,1.08,Ashley Hugill, 9545320   size:4.2,Price: ,10.0,x
1.122214322, Sport: ,Soccer, Time: ,Thu Dec 17 21:00:00 CET 2015, Time: ,Thu Dec 17 21:00:00 CET 2015, Event: ,Villarreal v Huesca, Favorite: ,Villarreal, 28191   size:1395.0,Price: ,1.26,Huesca, 2250353   size:132.31,Price: ,15.0,The Draw, 58805   size:82.64,Price: ,6.8,ok
1.122267376, Sport: ,Ice Hockey, Time: ,Fri Dec 18 03:05:00 CET 2015, Time: ,Fri Dec 18 03:05:00 CET 2015, Event: ,Columbus @ Arizona, Favorite: ,Arizona, 8867880   size:536.0,Price: ,2.44,Columbus, 2114347   size:272.91,Price: ,2.62,Tie, 60104   size:287.24,Price: ,4.0,x
