1.121490030, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,AEK Athens v Nizhny Novgorod, Favorite: ,AEK Athens, 266282   size:75.0,Price: ,1.82,Nizhny Novgorod, 5877533   size:3.84,Price: ,2.0,ok
1.121469916, Sport: ,Tennis, Time: ,Wed Oct 28 18:27:00 CET 2015, Time: ,Wed Oct 28 18:27:00 CET 2015, Event: ,M Granollers v Rublev, Favorite: ,Marcel Granollers, 3035263   size:1390.73,Price: ,1.81,Andrey Rublev, 7797771   size:389.69,Price: ,1.87,x
1.121491097, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,PAOK v Besiktas, Favorite: ,Besiktas, 631288   size:102.56,Price: ,1.01,PAOK, 281533   size:2725.3,Price: ,1.22,ok
1.121387862, Sport: ,Soccer, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Kuban Krasnodar v Spartak Moscow, Favorite: ,Spartak Moscow, 5517   size:19.87,Price: ,2.16,Kuban Krasnodar, 5246807   size:41.97,Price: ,4.1,The Draw, 58805   size:308.63,Price: ,3.3,x
1.121386933, Sport: ,Soccer, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Haladas v Videoton, Favorite: ,The Draw, 58805   size:28.39,Price: ,2.38,Haladas, 505951   size:8.47,Price: ,3.45,Videoton, 427649   size:6.72,Price: ,3.35,x
1.121380431, Sport: ,Soccer, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Chojniczanka Chojnice v Legia Warsaw, Favorite: ,Legia Warsaw, 46943   size:2113.92,Price: ,1.14,Chojniczanka Chojnice, 7453567   size:2.76,Price: ,50.0,The Draw, 58805   size:2.76,Price: ,9.6,ok
1.121491019, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Neptunas v Krasny Oktyabr, Favorite: ,Neptunas, 5261523   size:144.0,Price: ,1.69,Krasny Oktyabr, 7774804   size:39.61,Price: ,2.14,ok
1.121492147, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Uniqa Sopron (W) v CB Avenida (W), Favorite: ,Uniqa Sopron (W), 6101364   size:564.57,Price: ,1.08,CB Avenida (W), 10411228   size:9.41,Price: ,5.8,ok
1.121490489, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Lietuvos Rytas v Avtodor, Favorite: ,Avtodor, 8801689   size:2000.0,Price: ,1.85,Lietuvos Rytas, 702559   size:52.51,Price: ,1.86,ok
1.121485298, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Prostejov v Hradec, Favorite: ,Prostejov, 5866240   size:35.66,Price: ,1.01,Hradec, 7758594   size:2.92,Price: ,1.02,ok
1.121379885, Sport: ,Soccer, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Asteras Tripolis v AEL Kalloni, Favorite: ,Asteras Tripolis, 1300930   size:116.32,Price: ,1.13,AEL Kalloni, 7449102   size:6.38,Price: ,36.0,The Draw, 58805   size:79.77,Price: ,9.8,ok
1.121500699, Sport: ,Tennis, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,Peterson v Rodriguez, Favorite: ,Rebecca Peterson, 7430598   size:6.49,Price: ,1.4,Victoria Rodriguez, 7082844   size:3.21,Price: ,1.71,ok
1.121499942, Sport: ,Basketball, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Barons Kvartals v AVIS Rapla, Favorite: ,Barons kvartals, 6718647   size:181.0,Price: ,1.55,AVIS Rapla, 10362143   size:38.27,Price: ,2.18,x
1.121492153, Sport: ,Basketball, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Wisla Can Pack (W) v Ekaterinburg (W), Favorite: ,Wisla Can Pack (W), 5290906   size:2.92,Price: ,1.02,Ekaterinburg (W), 6068594   size:2.92,Price: ,1.02,x
1.121493047, Sport: ,Basketball, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Pinkk Pecsi (W) v TSV 1880 Wasserburg (W), Favorite: ,Pinkk Pecsi (W), 8978740   size:2.92,Price: ,1.02,TSV 1880 Wasserburg (W), 10462202   size:2.92,Price: ,1.02,x
1.121499945, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Jurmala v Liepaja, Favorite: ,Jurmala, 8916815   size:178.0,Price: ,1.56,Liepaja, 8926929   size:87.0,Price: ,2.14,x
1.121485301, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Usti nad Labem v Kolin, Favorite: ,Usti Nad Labem, 7758609   size:2.92,Price: ,1.02,Kolin, 7758592   size:2.92,Price: ,1.02,x
1.121514587, Sport: ,Tennis, Time: ,Wed Oct 28 18:06:00 CET 2015, Time: ,Wed Oct 28 18:06:00 CET 2015, Event: ,Hank v D Novikov, Favorite: ,Dennis Novikov, 6217982   size:100.0,Price: ,1.79,Tigre Hank, 8310643   size:18.59,Price: ,2.02,ok
1.121423720, Sport: ,Volleyball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,KS Palac Bydgoszcz v Budowlani Lodz, Favorite: ,Budowlani Lodz, 4292856   size:33.05,Price: ,1.01,KS Palac Bydgoszcz, 5894416   size:26.8,Price: ,5.0,ok
1.121387043, Sport: ,Soccer, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Ferencvaros v Csakvar, Favorite: ,Ferencvaros, 198748   size:0.0,Price: ,0.0,Csakvar, 5898466   size:36.29,Price: ,1000.0,The Draw, 58805   size:27.69,Price: ,210.0,ok
1.121499917, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Prievidza v Svit, Favorite: ,Prievidza, 6719644   size:2.92,Price: ,1.02,Svit, 6719642   size:2.92,Price: ,1.02,ok
1.121499915, Sport: ,Basketball, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Nova Ves v Nitra, Favorite: ,Nova Ves, 6719643   size:2.92,Price: ,1.02,Nitra, 5942834   size:2.92,Price: ,1.02,x
1.121499914, Sport: ,Basketball, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Karlovka Bratislava v Kosice, Favorite: ,Karlovka Bratislava, 8865002   size:2.92,Price: ,1.02,Slavia TU Kosice, 10370781   size:2.92,Price: ,1.02,x
1.121491397, Sport: ,Basketball, Time: ,Wed Oct 28 18:45:00 CET 2015, Time: ,Wed Oct 28 18:45:00 CET 2015, Event: ,Steaua Bucharest v Banvit, Favorite: ,Banvit, 2125588   size:111.0,Price: ,1.22,Steaua Bucharest, 10405445   size:32.0,Price: ,4.1,ok
1.121381665, Sport: ,Soccer, Time: ,Wed Oct 28 18:00:00 CET 2015, Time: ,Wed Oct 28 18:00:00 CET 2015, Event: ,Dnipro v Olimpik Donetsk, Favorite: ,Dnipro, 50345   size:2228.0,Price: ,1.04,Olimpik Donetsk, 5851729   size:4.87,Price: ,95.0,The Draw, 58805   size:8.6,Price: ,23.0,ok
1.121498799, Sport: ,Soccer, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,CA Platense (Res) v CS DYC Espanol (Res), Favorite: ,CA Platense (Res), 10050162,ok
1.121499326, Sport: ,Tennis, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,Alejandro Gonzalez v Clezar, Favorite: ,Alejandro Gonzalez, 6604262   size:2.76,Price: ,1.7,Guilherme Clezar, 5304142   size:28.01,Price: ,2.34,ok
1.121471153, Sport: ,Tennis, Time: ,Wed Oct 28 18:45:00 CET 2015, Time: ,Wed Oct 28 18:45:00 CET 2015, Event: ,Garcia-Lopez/Marrero v Stepanek/Tomic, Favorite: ,Garcia-Lopez/Marrero, 10456995   size:23.81,Price: ,1.82,Stepanek/Tomic, 10456996   size:56.74,Price: ,2.02,ok
1.121380580, Sport: ,Soccer, Time: ,Wed Oct 28 19:30:00 CET 2015, Time: ,Wed Oct 28 19:30:00 CET 2015, Event: ,Pandurii v Dinamo Bucharest, Favorite: ,Pandurii, 1556995   size:20.68,Price: ,2.46,Dinamo Bucharest, 46937   size:21.0,Price: ,3.45,The Draw, 58805   size:10.0,Price: ,3.15,x
1.121420688, Sport: ,Volleyball, Time: ,Wed Oct 28 19:30:00 CET 2015, Time: ,Wed Oct 28 19:30:00 CET 2015, Event: ,Netzhoppers Kw-Bestense v United Volleys Rhein-Ma, Favorite: ,United Volleys Rhein-Ma, 10322047   size:249.25,Price: ,1.43,Netzhoppers KW-Bestense, 10410536   size:8.94,Price: ,2.98,ok
1.121498176, Sport: ,Soccer, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,St Johnstone U20 v St Mirren U20, Favorite: ,St Johnstone U20, 7032151   size:19.1,Price: ,2.3,St Mirren U20, 6734302   size:326.53,Price: ,3.0,The Draw, 58805   size:7.01,Price: ,3.95,x
1.121492116, Sport: ,Basketball, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,Bourges (W) v Kayseri (W), Favorite: ,Bourges (W), 5291015   size:5.87,Price: ,1.32,Kayseri (W), 10411630   size:19.22,Price: ,3.35,ok
1.121383615, Sport: ,Ice Hockey, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,Bjorkloven v Karlskoga, Favorite: ,Bjorkloven, 247108   size:39.45,Price: ,2.08,Karlskoga, 6267380   size:25.98,Price: ,2.9,Tie, 60104   size:20.7,Price: ,4.4,x
1.121511932, Sport: ,Tennis, Time: ,Wed Oct 28 19:45:00 CET 2015, Time: ,Wed Oct 28 19:45:00 CET 2015, Event: ,Kev King v P Lorenzi, Favorite: ,Paolo Lorenzi, 2345099   size:7.14,Price: ,1.29,Kevin King, 7445670   size:2.55,Price: ,4.2,ok
1.121380986, Sport: ,Soccer, Time: ,Wed Oct 28 19:30:00 CET 2015, Time: ,Wed Oct 28 19:30:00 CET 2015, Event: ,Muttenz v FC Basel, Favorite: ,FC Basel, 2939090   size:1801.77,Price: ,1.06,Muttenz, 6807031   size:4.94,Price: ,75.0,The Draw, 58805   size:3.67,Price: ,5.9,ok
1.121500629, Sport: ,Tennis, Time: ,Wed Oct 28 19:00:00 CET 2015, Time: ,Wed Oct 28 19:00:00 CET 2015, Event: ,Gibbs v Irigoyen, Favorite: ,Nicole Gibbs, 4946628   size:26.64,Price: ,1.14,Maria Irigoyen, 2850757   size:3.84,Price: ,6.8,ok
1.121495178, Sport: ,Soccer, Time: ,Wed Oct 28 19:30:00 CET 2015, Time: ,Wed Oct 28 19:30:00 CET 2015, Event: ,Bnei Yehuda v Maccabi Tel Aviv, Favorite: ,Maccabi Tel Aviv, 197970   size:10.43,Price: ,2.08,Bnei Yehuda, 1561969   size:110.76,Price: ,3.5,The Draw, 58805   size:7.18,Price: ,3.55,x
1.121495233, Sport: ,Soccer, Time: ,Wed Oct 28 19:15:00 CET 2015, Time: ,Wed Oct 28 19:15:00 CET 2015, Event: ,Hapoel Kiryat Shmona v Maccabi Haifa, Favorite: ,Hapoel Kiryat Shmona, 5538497   size:7.56,Price: ,2.5,Maccabi Haifa, 189818   size:4.96,Price: ,2.96,The Draw, 58805   size:4.9,Price: ,3.45,x
1.121494242, Sport: ,Soccer, Time: ,Wed Oct 28 19:15:00 CET 2015, Time: ,Wed Oct 28 19:15:00 CET 2015, Event: ,Juan Aurich v Union Comercio, Favorite: ,Juan Aurich, 4462066   size:171.83,Price: ,1.53,Union Comercio, 5481419   size:59.57,Price: ,7.2,The Draw, 58805   size:20.65,Price: ,4.5,ok
1.121380130, Sport: ,Soccer, Time: ,Wed Oct 28 18:30:00 CET 2015, Time: ,Wed Oct 28 18:30:00 CET 2015, Event: ,Olympiakos v Platanias, Favorite: ,Olympiakos, 55243   size:50.0,Price: ,1.31,Platanias, 4157191   size:32.0,Price: ,14.0,The Draw, 58805   size:13.23,Price: ,5.5,x
