1.121838918, Sport: ,Soccer, Time: ,Mon Nov 16 14:30:00 CET 2015, Time: ,Mon Nov 16 14:30:00 CET 2015, Event: ,St Mirren U20 v Hibernian U20, Favorite: ,St Mirren U20, 6734302   size:2.55,Price: ,1.45,Hibernian U20, 6645664   size:14.71,Price: ,2.36,The Draw, 58805   size:2.55,Price: ,3.75,ok
1.121700214, Sport: ,Soccer, Time: ,Mon Nov 16 17:00:00 CET 2015, Time: ,Mon Nov 16 17:00:00 CET 2015, Event: ,Beitar Tel Aviv Ramla v Ironi Kiryat Gat, Favorite: ,Beitar Tel Aviv Ramla, 6021023   size:6.28,Price: ,2.16,Ironi Kiryat Gat, 6955790   size:3.57,Price: ,3.45,The Draw, 58805   size:2.08,Price: ,3.3,ok
1.121803497, Sport: ,Handball, Time: ,Mon Nov 16 18:30:00 CET 2015, Time: ,Mon Nov 16 18:30:00 CET 2015, Event: ,Arhus v Mors Thy, Favorite: ,Arhus, 3919678   size:599.99,Price: ,1.04,Mors Thy, 5207545   size:2.72,Price: ,1.32,Draw, 330157   size:2.72,Price: ,1.32,ok
1.121766300, Sport: ,Soccer, Time: ,Mon Nov 16 14:00:00 CET 2015, Time: ,Mon Nov 16 14:00:00 CET 2015, Event: ,Ipswich U21 v Brentford U21, Favorite: ,Brentford U21, 6628855   size:11.19,Price: ,1.32,Ipswich U21, 6799679   size:11.19,Price: ,1.42,The Draw, 58805   size:5.0,Price: ,2.06,ok
1.121837705, Sport: ,Soccer, Time: ,Mon Nov 16 17:00:00 CET 2015, Time: ,Mon Nov 16 17:00:00 CET 2015, Event: ,Czech Rep U19 v Netherlands U19, Favorite: ,Netherlands U19, 2107168   size:89.55,Price: ,1.91,Czech Rep U19, 459517   size:69.14,Price: ,2.52,The Draw, 58805   size:2.66,Price: ,3.2,ok
1.121790099, Sport: ,Volleyball, Time: ,Mon Nov 16 09:00:00 CET 2015, Time: ,Mon Nov 16 09:00:00 CET 2015, Event: ,Hyundai Hillstate v GS Caltex Kixx, Favorite: ,Hyundai Hillstate, 10391682   size:2.55,Price: ,1.27,GS Caltex Kixx, 10391693   size:4.41,Price: ,3.5,ok
1.121757500, Sport: ,Soccer, Time: ,Mon Nov 16 13:00:00 CET 2015, Time: ,Mon Nov 16 13:00:00 CET 2015, Event: ,Illychivets v Obolon-Brovar, Favorite: ,Obolon-Brovar, 8792401   size:2.75,Price: ,2.42,Illychivets, 3143284   size:5.42,Price: ,2.44,The Draw, 58805   size:2.78,Price: ,3.35,x
1.121837180, Sport: ,Soccer, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Germany U20 v Poland U20, Favorite: ,Germany U20, 315748   size:7.66,Price: ,1.7,Poland U20, 420486   size:2.77,Price: ,5.8,The Draw, 58805   size:2.77,Price: ,3.7,x
1.121837786, Sport: ,Soccer, Time: ,Mon Nov 16 12:00:00 CET 2015, Time: ,Mon Nov 16 12:00:00 CET 2015, Event: ,Metalurg Z v Dnipro, Favorite: ,Dnipro, 50345   size:287.78,Price: ,1.31,Metalurg Z, 489141   size:2.78,Price: ,8.8,The Draw, 58805   size:2.55,Price: ,5.0,ok
1.121766304, Sport: ,Soccer, Time: ,Mon Nov 16 14:30:00 CET 2015, Time: ,Mon Nov 16 14:30:00 CET 2015, Event: ,Watford U21 v Colchester U21, Favorite: ,Colchester U21, 6820442   size:11.19,Price: ,1.16,Watford U21, 10123520   size:11.19,Price: ,1.42,The Draw, 58805   size:5.0,Price: ,2.06,x
1.121835120, Sport: ,Tennis, Time: ,Mon Nov 16 17:30:00 CET 2015, Time: ,Mon Nov 16 17:30:00 CET 2015, Event: ,Youzhny v Arnaboldi, Favorite: ,Mikhail Youzhny, 2263536   size:15.17,Price: ,1.27,Andrea Arnaboldi, 7593283   size:2.55,Price: ,3.85,x
1.121766308, Sport: ,Soccer, Time: ,Mon Nov 16 14:00:00 CET 2015, Time: ,Mon Nov 16 14:00:00 CET 2015, Event: ,Sheff Utd U21 v Coventry U21, Favorite: ,Sheff Utd U21, 6812038   size:11.19,Price: ,1.32,Coventry U21, 6812039   size:11.19,Price: ,1.42,The Draw, 58805   size:5.0,Price: ,2.06,ok
1.121766306, Sport: ,Soccer, Time: ,Mon Nov 16 15:00:00 CET 2015, Time: ,Mon Nov 16 15:00:00 CET 2015, Event: ,Bristol City U21 v Charlton U21, Favorite: ,Charlton U21, 6808104   size:11.19,Price: ,1.22,Bristol City U21, 6597941   size:11.19,Price: ,1.32,The Draw, 58805   size:5.0,Price: ,2.06,ok
1.121748386, Sport: ,Ice Hockey, Time: ,Mon Nov 16 17:30:00 CET 2015, Time: ,Mon Nov 16 17:30:00 CET 2015, Event: ,Karpat v SaiPa, Favorite: ,Karpat, 66430   size:8.08,Price: ,1.67,SaiPa, 66264   size:32.84,Price: ,4.6,Tie, 60104   size:6.78,Price: ,5.0,ok
1.121836627, Sport: ,Basketball, Time: ,Mon Nov 16 17:30:00 CET 2015, Time: ,Mon Nov 16 17:30:00 CET 2015, Event: ,Lietkabelis v Zalgiris, Favorite: ,Zalgiris, 1305967   size:4.28,Price: ,1.08,Lietkabelis, 6214834   size:2.55,Price: ,1.27,ok
1.121700448, Sport: ,Soccer, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Poland U21 v Ukraine U20, Favorite: ,Poland U21, 210090   size:11.66,Price: ,1.99,Ukraine U20, 1161932   size:115.52,Price: ,3.45,The Draw, 58805   size:125.79,Price: ,3.25,x
1.121848233, Sport: ,Tennis, Time: ,Mon Nov 16 17:00:00 CET 2015, Time: ,Mon Nov 16 17:00:00 CET 2015, Event: ,C Thompson v Rice, Favorite: ,Clay Thompson, 8260758   size:59.38,Price: ,1.08,David Rice, 7366957   size:6.06,Price: ,1.12,ok
1.121841402, Sport: ,Tennis, Time: ,Mon Nov 16 10:30:00 CET 2015, Time: ,Mon Nov 16 10:30:00 CET 2015, Event: ,Han/Zhang v Chen/Juan, Favorite: ,Han/Zhang, 8715742   size:2.07,Price: ,1.06,Chen/Juan, 10530498   size:5.04,Price: ,9.4,ok
1.121699319, Sport: ,Soccer, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Albania U21 v Liechtenstein U21, Favorite: ,Albania U21, 30081   size:84.0,Price: ,1.14,Liechtenstein U21, 1471700   size:68.83,Price: ,30.0,The Draw, 58805   size:106.0,Price: ,10.0,ok
1.121837557, Sport: ,Soccer, Time: ,Mon Nov 16 14:00:00 CET 2015, Time: ,Mon Nov 16 14:00:00 CET 2015, Event: ,Esbjerg (Res) v Vejle BK (Res), Favorite: ,Esbjerg (Res), 5355842   size:11.19,Price: ,1.32,Vejle BK (Res), 5463818   size:11.19,Price: ,1.32,The Draw, 58805   size:5.0,Price: ,2.06,ok
1.121835131, Sport: ,Tennis, Time: ,Mon Nov 16 17:30:00 CET 2015, Time: ,Mon Nov 16 17:30:00 CET 2015, Event: ,Sonego v Gombos, Favorite: ,Norbert Gombos, 8173023   size:6.15,Price: ,1.16,Lorenzo Sonego, 8826925   size:16.09,Price: ,6.2,ok
1.121700288, Sport: ,Soccer, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Hapoel Afula v Hapoel Bnei Lod, Favorite: ,Hapoel Bnei Lod, 5337940   size:2.74,Price: ,2.72,Hapoel Afula, 5546999   size:5.96,Price: ,2.98,The Draw, 58805   size:2.55,Price: ,3.15,ok
1.121836421, Sport: ,Basketball, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Arkadikos v Panathinaikos, Favorite: ,Panathinaikos, 266270   size:0.0,Price: ,0.0,Arkadikos, 10398322   size:9.32,Price: ,1.25,ok
1.121838244, Sport: ,Soccer, Time: ,Mon Nov 16 13:30:00 CET 2015, Time: ,Mon Nov 16 13:30:00 CET 2015, Event: ,Bandung Raya v Arema Cronus, Favorite: ,Arema Cronus, 8567505   size:11.19,Price: ,1.22,Bandung Raya, 9429254   size:11.19,Price: ,1.5,The Draw, 58805   size:5.0,Price: ,2.06,ok
1.121844919, Sport: ,Soccer, Time: ,Mon Nov 16 13:30:00 CET 2015, Time: ,Mon Nov 16 13:30:00 CET 2015, Event: ,Cyprus U19 v Bulgaria U19, Favorite: ,Bulgaria U19, 1472344   size:171.55,Price: ,1.74,Cyprus U19, 1482551   size:4.85,Price: ,5.5,The Draw, 58805   size:2.0,Price: ,3.95,x
1.121837631, Sport: ,Soccer, Time: ,Mon Nov 16 16:00:00 CET 2015, Time: ,Mon Nov 16 16:00:00 CET 2015, Event: ,Odense (Res) v FC Midtjylland (Res), Favorite: ,Odense (Res), 5465328   size:11.19,Price: ,1.32,FC Midtjylland (Res), 5372986   size:11.19,Price: ,1.32,The Draw, 58805   size:11.19,Price: ,3.2,x
1.121819266, Sport: ,Basketball, Time: ,Mon Nov 16 11:00:00 CET 2015, Time: ,Mon Nov 16 11:00:00 CET 2015, Event: ,KEB Hanabank v Shinhan Bank S Birds, Favorite: ,KEB Hanabank, 8118828   size:8.39,Price: ,1.04,Shinhan Bank S Birds, 5154533   size:8.39,Price: ,1.04,ok
1.121838520, Sport: ,Soccer, Time: ,Mon Nov 16 11:00:00 CET 2015, Time: ,Mon Nov 16 11:00:00 CET 2015, Event: ,Dinamo Brest v Naftan, Favorite: ,Naftan, 4043671   size:65.69,Price: ,2.62,Dinamo Brest, 2482528   size:63.47,Price: ,2.82,The Draw, 58805   size:45.28,Price: ,3.35,x
1.121810173, Sport: ,Tennis, Time: ,Mon Nov 16 15:00:00 CET 2015, Time: ,Mon Nov 16 15:00:00 CET 2015, Event: ,A Murray v D Ferrer, Favorite: ,Andy Murray, 2256509   size:23530.12,Price: ,1.29,David Ferrer, 2257314   size:365.47,Price: ,4.3,ok
1.121700363, Sport: ,Soccer, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Hapoel Jerusalem v Maccabi Ahi Nazareth, Favorite: ,Maccabi Ahi Nazareth, 5188358   size:2.62,Price: ,2.18,Hapoel Jerusalem, 5810348   size:4.22,Price: ,3.35,The Draw, 58805   size:4.47,Price: ,3.15,x
1.121837409, Sport: ,Soccer, Time: ,Mon Nov 16 13:00:00 CET 2015, Time: ,Mon Nov 16 13:00:00 CET 2015, Event: ,FC Banik Ostrava U21 v FC Hradec Kralove U21, Favorite: ,FC Banik Ostrava U21, 6550998   size:4.08,Price: ,1.6,FC Hradec Kralove U21, 6563655   size:2.55,Price: ,4.7,The Draw, 58805   size:2.74,Price: ,4.5,x
1.121848582, Sport: ,Tennis, Time: ,Mon Nov 16 17:00:00 CET 2015, Time: ,Mon Nov 16 17:00:00 CET 2015, Event: ,Buchanan v Jo Ho, Favorite: ,Chase Buchanan, 3218571   size:3.73,Price: ,1.09,Jonathan Ho, 8780279   size:9.88,Price: ,1.65,ok
1.121836638, Sport: ,Basketball, Time: ,Mon Nov 16 18:00:00 CET 2015, Time: ,Mon Nov 16 18:00:00 CET 2015, Event: ,Szczecin v Siden Torun, Favorite: ,Siden Torun, 8832718   size:3.91,Price: ,1.28,Szczecin, 8832807   size:2.55,Price: ,1.92,x
1.121790036, Sport: ,Volleyball, Time: ,Mon Nov 16 11:00:00 CET 2015, Time: ,Mon Nov 16 11:00:00 CET 2015, Event: ,Suwon Kepco v Seoul Woori Card Hansae, Favorite: ,Suwon Kepco, 10389011   size:322.52,Price: ,1.44,Seoul Woori Card Hansae, 10391680   size:6.06,Price: ,2.96,ok
1.121848426, Sport: ,Tennis, Time: ,Mon Nov 16 14:00:00 CET 2015, Time: ,Mon Nov 16 14:00:00 CET 2015, Event: ,Caruso v E Ymer, Favorite: ,Elias Ymer, 7414305   size:7.12,Price: ,1.48,Salvatore Caruso, 8257868   size:16.48,Price: ,2.82,x
1.121849157, Sport: ,Tennis, Time: ,Mon Nov 16 07:05:00 CET 2015, Time: ,Mon Nov 16 07:05:00 CET 2015, Event: ,Katayama v Takeuchi, Favorite: ,Kento Takeuchi, 8230215   size:627.98,Price: ,1.03,Sho Katayama, 8351069   size:9.79,Price: ,3.0,ok
1.121771039, Sport: ,Ice Hockey, Time: ,Mon Nov 16 17:00:00 CET 2015, Time: ,Mon Nov 16 17:00:00 CET 2015, Event: ,Torpedo v Dynamo Moscow, Favorite: ,Torpedo, 2484355   size:4.83,Price: ,2.46,Dynamo Moscow, 1252378   size:19.0,Price: ,2.64,Tie, 60104   size:67.55,Price: ,4.1,x
1.121841794, Sport: ,Tennis, Time: ,Mon Nov 16 15:45:00 CET 2015, Time: ,Mon Nov 16 15:45:00 CET 2015, Event: ,Sela/Sijsling v Dlouhy/Stakhovsky, Favorite: ,Sela/Sijsling, 10530696   size:8.39,Price: ,1.04,Dlouhy/Stakhovsky, 10507595   size:8.39,Price: ,1.04,x
1.121604239, Sport: ,Cricket, Time: ,Mon Nov 16 07:00:00 CET 2015, Time: ,Mon Nov 16 07:00:00 CET 2015, Event: ,UAE v Hong Kong (1st ODI), Favorite: ,Hong Kong, 247649   size:5.99,Price: ,1.05,UAE, 871131   size:27.98,Price: ,2.0,ok
1.121699564, Sport: ,Soccer, Time: ,Mon Nov 16 10:30:00 CET 2015, Time: ,Mon Nov 16 10:30:00 CET 2015, Event: ,GM Sports v Central Bank of India, Favorite: ,Central Bank of India, 8940768   size:3.71,Price: ,1.76,GM Sports, 8978864   size:2.55,Price: ,3.65,The Draw, 58805   size:3.28,Price: ,4.6,ok
1.121838133, Sport: ,Soccer, Time: ,Mon Nov 16 13:45:00 CET 2015, Time: ,Mon Nov 16 13:45:00 CET 2015, Event: ,Al Ain v Dibba Al Fujairah, Favorite: ,Al Ain, 1252830   size:2.77,Price: ,1.4,Dibba Al Fujairah, 6685874   size:5.81,Price: ,5.3,The Draw, 58805   size:3.03,Price: ,3.6,x
1.121844864, Sport: ,Soccer, Time: ,Mon Nov 16 13:30:00 CET 2015, Time: ,Mon Nov 16 13:30:00 CET 2015, Event: ,Luxembourg U19 v Poland U19, Favorite: ,Poland U19, 820889   size:13.62,Price: ,1.31,Luxembourg U19, 2147614   size:16.5,Price: ,9.6,The Draw, 58805   size:9.42,Price: ,5.8,x
1.121837483, Sport: ,Soccer, Time: ,Mon Nov 16 13:00:00 CET 2015, Time: ,Mon Nov 16 13:00:00 CET 2015, Event: ,FK Mlada Boleslav U21 v Ceske Budejovice U21, Favorite: ,FK Mlada Boleslav U21, 6550996   size:4.62,Price: ,1.41,Ceske Budejovice U21, 6553192   size:2.55,Price: ,5.3,The Draw, 58805   size:2.55,Price: ,4.4,ok
1.121841436, Sport: ,Tennis, Time: ,Mon Nov 16 09:00:00 CET 2015, Time: ,Mon Nov 16 09:00:00 CET 2015, Event: ,Raina v Chang Liu, Favorite: ,Chang Liu, 7656823   size:40.32,Price: ,1.23,Ankita Raina, 7921012   size:3.04,Price: ,4.9,ok
1.121843217, Sport: ,Soccer, Time: ,Mon Nov 16 14:00:00 CET 2015, Time: ,Mon Nov 16 14:00:00 CET 2015, Event: ,Panegialios v Kissamikos, Favorite: ,Panegialios, 9101532   size:2.55,Price: ,2.22,Kissamikos, 10309802   size:3.49,Price: ,2.96,The Draw, 58805   size:2.6,Price: ,3.0,ok
1.121766128, Sport: ,Soccer, Time: ,Mon Nov 16 12:00:00 CET 2015, Time: ,Mon Nov 16 12:00:00 CET 2015, Event: ,N Ireland U19 v Slovakia U19, Favorite: ,Slovakia U19, 183045   size:176.56,Price: ,2.08,N Ireland U19, 1202107   size:16.37,Price: ,3.9,The Draw, 58805   size:43.32,Price: ,3.5,ok
1.121810165, Sport: ,Tennis, Time: ,Mon Nov 16 13:00:00 CET 2015, Time: ,Mon Nov 16 13:00:00 CET 2015, Event: ,Rojer/Tecau v Matkowski/Zimonjic, Favorite: ,Rojer/Tecau, 8176467   size:2.0,Price: ,1.64,Matkowski/Zimonjic, 9312205   size:100.59,Price: ,2.32,ok
1.121838973, Sport: ,Soccer, Time: ,Mon Nov 16 18:15:00 CET 2015, Time: ,Mon Nov 16 18:15:00 CET 2015, Event: ,St. Josephs FC (Res) v Europa FC (Res), Favorite: ,Europa FC (Res), 10458149   size:11.19,Price: ,1.22,St. Josephs FC (Res), 10482344   size:11.19,Price: ,1.42,The Draw, 58805   size:11.19,Price: ,3.0,x
1.121766296, Sport: ,Soccer, Time: ,Mon Nov 16 14:00:00 CET 2015, Time: ,Mon Nov 16 14:00:00 CET 2015, Event: ,Birmingham U21 v Nottm Forest U21, Favorite: ,Nottm Forest U21, 6815552   size:11.19,Price: ,1.14,Birmingham U21, 6813025   size:11.19,Price: ,1.32,The Draw, 58805   size:5.0,Price: ,2.06,ok
1.121771003, Sport: ,Ice Hockey, Time: ,Mon Nov 16 15:00:00 CET 2015, Time: ,Mon Nov 16 15:00:00 CET 2015, Event: ,Avtomobilist v Dinamo Riga, Favorite: ,Avtomobilist, 4138395   size:101.0,Price: ,2.12,Dinamo Riga, 3312399   size:24.61,Price: ,3.15,Tie, 60104   size:24.22,Price: ,4.2,x
1.121835119, Sport: ,Tennis, Time: ,Mon Nov 16 15:00:00 CET 2015, Time: ,Mon Nov 16 15:00:00 CET 2015, Event: ,Barrere v Mi Basic, Favorite: ,Mirza Basic, 5499167   size:11.24,Price: ,1.44,Gregoire Barrere, 8842295   size:3.34,Price: ,3.05,ok
1.121844854, Sport: ,Tennis, Time: ,Mon Nov 16 07:20:00 CET 2015, Time: ,Mon Nov 16 07:20:00 CET 2015, Event: ,Lertpitaksinchai v Lee, Favorite: ,Nicha Lertpitaksinchai, 3673415   size:20.08,Price: ,1.03,Yang Lee, 9952785   size:20.08,Price: ,1.03,ok
1.121841388, Sport: ,Tennis, Time: ,Mon Nov 16 09:00:00 CET 2015, Time: ,Mon Nov 16 09:00:00 CET 2015, Event: ,Kumkhum v Chin Hsu, Favorite: ,Luksika Kumkhum, 6670677   size:67.12,Price: ,1.13,Ching-Wen Hsu, 8964271   size:14.92,Price: ,5.9,ok
1.121844858, Sport: ,Tennis, Time: ,Mon Nov 16 08:00:00 CET 2015, Time: ,Mon Nov 16 08:00:00 CET 2015, Event: ,Kuwata v P Lee, Favorite: ,Hiroko Kuwata, 8732124   size:89.85,Price: ,1.05,Pei-Chi Lee, 8961737   size:3.34,Price: ,9.6,ok
1.121700140, Sport: ,Soccer, Time: ,Mon Nov 16 13:00:00 CET 2015, Time: ,Mon Nov 16 13:00:00 CET 2015, Event: ,Moldova U21 v Czech Republic U21, Favorite: ,Czech Republic U21, 231970   size:15.04,Price: ,1.51,Moldova U21, 231969   size:12.77,Price: ,8.4,The Draw, 58805   size:98.68,Price: ,4.4,ok
