1.122494202, Sport: ,Tennis, Time: ,Fri Jan 08 08:22:00 CET 2016, Time: ,Fri Jan 08 08:22:00 CET 2016, Event: ,Kretschmer/Satschko v Mektic/Sancic, Favorite: ,Mektic/Sancic, 8964483   size:22.06,Price: ,1.17,Kretschmer/Satschko, 7810209   size:33.09,Price: ,1.8,x
1.122491297, Sport: ,Tennis, Time: ,Fri Jan 08 09:00:00 CET 2016, Time: ,Fri Jan 08 09:00:00 CET 2016, Event: ,Johan Sebastien Tatlot v Evan Furness, Favorite: ,Evan Furness, 8890205   size:10.2,Price: ,1.05,Johan Sebastien Tatlot, 7287666   size:2.55,Price: ,1.09,x
1.122419787, Sport: ,Soccer, Time: ,Fri Jan 08 14:00:00 CET 2016, Time: ,Fri Jan 08 14:00:00 CET 2016, Event: ,Middlesbrough U21 v Norwich U21, Favorite: ,Middlesbrough U21, 6601837   size:3.93,Price: ,1.18,Norwich U21, 6667764   size:3.9,Price: ,1.18,The Draw, 58805   size:5.12,Price: ,1.31,x
1.122491298, Sport: ,Tennis, Time: ,Fri Jan 08 08:30:00 CET 2016, Time: ,Fri Jan 08 08:30:00 CET 2016, Event: ,Leny Mitjana v Omar Giacalone, Favorite: ,Leny Mitjana, 9632591   size:10.2,Price: ,1.05,Omar Giacalone, 8284477   size:10.2,Price: ,1.05,ok
1.122419781, Sport: ,Soccer, Time: ,Fri Jan 08 20:00:00 CET 2016, Time: ,Fri Jan 08 20:00:00 CET 2016, Event: ,Lucon v Beziers, Favorite: ,Lucon, 5114532   size:133.89,Price: ,1.72,Beziers, 8076581   size:70.84,Price: ,5.8,The Draw, 58805   size:32.85,Price: ,3.6,x
1.122489776, Sport: ,Soccer, Time: ,Fri Jan 08 11:00:00 CET 2016, Time: ,Fri Jan 08 11:00:00 CET 2016, Event: ,Hapoel Merhavim v Maccabi Kiryat Malachi, Favorite: ,Maccabi Kiryat Malachi, 9107113   size:2.65,Price: ,1.37,Hapoel Merhavim, 10397481   size:2.55,Price: ,2.14,The Draw, 58805   size:10.0,Price: ,3.4,ok
1.122480834, Sport: ,Ice Hockey, Time: ,Fri Jan 08 17:30:00 CET 2016, Time: ,Fri Jan 08 17:30:00 CET 2016, Event: ,Assat Pori v Hifk Helsinki, Favorite: ,HIFK, 66428   size:52.0,Price: ,2.16,Assat, 66429   size:52.0,Price: ,3.05,Tie, 60104   size:111.49,Price: ,4.2,x
1.122491295, Sport: ,Tennis, Time: ,Fri Jan 08 10:30:00 CET 2016, Time: ,Fri Jan 08 10:30:00 CET 2016, Event: ,Duje Delic v Miliaan Niesten, Favorite: ,Miliaan Niesten, 9300628   size:7.55,Price: ,1.13,Duje Delic, 8750014   size:6.11,Price: ,6.4,ok
1.122491296, Sport: ,Tennis, Time: ,Fri Jan 08 08:30:00 CET 2016, Time: ,Fri Jan 08 08:30:00 CET 2016, Event: ,Gleb Alekseenko v Jules Okala, Favorite: ,Gleb Alekseenko, 8713712   size:183.87,Price: ,1.2,Jules Okala, 9631389   size:2.79,Price: ,1.41,x
1.122491294, Sport: ,Tennis, Time: ,Fri Jan 08 08:30:00 CET 2016, Time: ,Fri Jan 08 08:30:00 CET 2016, Event: ,Altug Celikbilek v Ugo Humbert, Favorite: ,Altug Celikbilek, 8842202   size:183.87,Price: ,1.3,Ugo Humbert, 9633253   size:25.25,Price: ,1.65,x
1.122478087, Sport: ,Soccer, Time: ,Fri Jan 08 14:00:00 CET 2016, Time: ,Fri Jan 08 14:00:00 CET 2016, Event: ,Hapoel Katamon v Hapoel Bnei Lod, Favorite: ,Hapoel Bnei Lod, 5337940   size:3.76,Price: ,2.64,Hapoel Katamon, 7629623   size:3.67,Price: ,2.94,The Draw, 58805   size:3.44,Price: ,3.1,x
1.122481250, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Tianjin v Sichuan, Favorite: ,Sichuan, 8926907   size:504.59,Price: ,1.08,Tianjin, 8926906   size:10.09,Price: ,5.0,ok
1.122481252, Sport: ,Basketball, Time: ,Fri Jan 08 12:35:00 CET 2016, Time: ,Fri Jan 08 12:35:00 CET 2016, Event: ,Zhejiang Guangsha v Shenzhen New Century Le, Favorite: ,Zhejiang Guangsha, 8926901   size:2.55,Price: ,1.1,Dongguan, 10466369   size:10.0,Price: ,8.4,ok
