1.119772758, Sport: ,Soccer, Time: ,Sat Aug 01 16:00:00 CEST 2015, Time: ,Sat Aug 01 16:00:00 CEST 2015, Event: ,Coalville Town v Alfreton Town, Favorite: ,Alfreton Town, 990646   size:3.03,Price: ,1.03,The Draw, 58805   size:2.84,Price: ,1.25,x
1.119642935, Sport: ,Soccer, Time: ,Sat Aug 01 16:00:00 CEST 2015, Time: ,Sat Aug 01 16:00:00 CEST 2015, Event: ,Ljungskile v AFC Utd, Favorite: ,Ljungskile, 502383   size:36.17,Price: ,1.51,The Draw, 58805   size:11.09,Price: ,4.9,AFC Utd, 7188665   size:101.05,Price: ,7.0,x
1.119736547, Sport: ,Volleyball, Time: ,Sat Aug 01 14:30:00 CEST 2015, Time: ,Sat Aug 01 14:30:00 CEST 2015, Event: ,India v Qatar, Favorite: ,Qatar, 4210317   size:161.61,Price: ,1.44,India, 4157193   size:6.67,Price: ,2.64,ok
1.119782560, Sport: ,Soccer, Time: ,Sat Aug 01 11:00:00 CEST 2015, Time: ,Sat Aug 01 11:00:00 CEST 2015, Event: ,SK Sigma Olomouc U19 v 1. FC Slovacko U19, Favorite: ,SK Sigma Olomouc U19, 6573640   size:142.22,Price: ,1.2,1. FC Slovacko U19, 6531968   size:2.5,Price: ,2.18,The Draw, 58805   size:143.71,Price: ,3.6,ok
1.119778623, Sport: ,Soccer, Time: ,Sat Aug 01 15:30:00 CEST 2015, Time: ,Sat Aug 01 15:30:00 CEST 2015, Event: ,Rostov (Y) v FK Krasnodar (Y), Favorite: ,Rostov (Y), 9048042   size:2.55,Price: ,2.02,FK Krasnodar (Y), 9045039   size:11.89,Price: ,2.52,The Draw, 58805   size:56.25,Price: ,3.05,ok
1.119644203, Sport: ,Soccer, Time: ,Sat Aug 01 15:00:00 CEST 2015, Time: ,Sat Aug 01 15:00:00 CEST 2015, Event: ,AC Oulu v PS Kemi, Favorite: ,AC Oulu, 396699   size:18.15,Price: ,2.54,PS Kemi, 506019   size:2.53,Price: ,2.9,The Draw, 58805   size:2.55,Price: ,3.45,ok
1.119780934, Sport: ,Soccer, Time: ,Sat Aug 01 14:30:00 CEST 2015, Time: ,Sat Aug 01 14:30:00 CEST 2015, Event: ,FK Isloch Minsk v Khimik Svetlogorsk, Favorite: ,Khimik Svetlogorsk, 5796702   size:11.93,Price: ,1.08,The Draw, 58805   size:10.92,Price: ,1.29,x
1.119644327, Sport: ,Soccer, Time: ,Sat Aug 01 14:00:00 CEST 2015, Time: ,Sat Aug 01 14:00:00 CEST 2015, Event: ,Karlskrona v IFK Hassleholm, Favorite: ,Karlskrona, 502419   size:3.48,Price: ,1.47,The Draw, 58805   size:5.26,Price: ,3.9,IFK Hassleholm, 9371559   size:4.34,Price: ,4.9,x
1.119701327, Sport: ,Soccer, Time: ,Sat Aug 01 14:00:00 CEST 2015, Time: ,Sat Aug 01 14:00:00 CEST 2015, Event: ,Homburg v Waldhof Mannheim, Favorite: ,Waldhof Mannheim, 346909   size:15.94,Price: ,2.66,Homburg, 2049065   size:28.16,Price: ,2.78,The Draw, 58805   size:2.83,Price: ,3.35,x
1.119701444, Sport: ,Soccer, Time: ,Sat Aug 01 14:00:00 CEST 2015, Time: ,Sat Aug 01 14:00:00 CEST 2015, Event: ,Bahlinger v Steinbach, Favorite: ,Bahlinger, 247829   size:10.74,Price: ,2.54,Steinbach, 10079904   size:9.44,Price: ,2.88,The Draw, 58805   size:4.4,Price: ,3.55,ok
1.119799322, Sport: ,Soccer, Time: ,Sat Aug 01 15:00:00 CEST 2015, Time: ,Sat Aug 01 15:00:00 CEST 2015, Event: ,Burnley v Bradford, Favorite: ,Burnley, 56299   size:5.99,Price: ,1.55,Bradford, 48444   size:7.19,Price: ,2.68,The Draw, 58805   size:29.37,Price: ,3.4,ok
1.119788899, Sport: ,Tennis, Time: ,Sat Aug 01 10:30:00 CEST 2015, Time: ,Sat Aug 01 10:30:00 CEST 2015, Event: ,Pavlyuchenkova v Tig, Favorite: ,Anastasia Pavlyuchenkov, 9438602   size:336.97,Price: ,1.24,Patricia Maria Tig, 8679189   size:35.55,Price: ,4.6,x
1.119736530, Sport: ,Volleyball, Time: ,Sat Aug 01 10:30:00 CEST 2015, Time: ,Sat Aug 01 10:30:00 CEST 2015, Event: ,Turkmenistan v Australia, Favorite: ,Australia, 2175252   size:221.99,Price: ,1.03,Turkmenistan, 10091143   size:18.0,Price: ,1.11,ok
1.119639758, Sport: ,Soccer, Time: ,Sat Aug 01 14:00:00 CEST 2015, Time: ,Sat Aug 01 14:00:00 CEST 2015, Event: ,Wurzburger Kickers v Dynamo Dresden, Favorite: ,Dynamo Dresden, 498543   size:41.59,Price: ,2.58,Wurzburger Kickers, 6516913   size:143.3,Price: ,2.98,The Draw, 58805   size:261.15,Price: ,3.35,x
1.119644329, Sport: ,Soccer, Time: ,Sat Aug 01 16:00:00 CEST 2015, Time: ,Sat Aug 01 16:00:00 CEST 2015, Event: ,Karlslunds v FC Trollhattan, Favorite: ,FC Trollhattan, 9233132   size:2.55,Price: ,1.25,The Draw, 58805   size:2.55,Price: ,4.8,Karlslunds, 494219   size:3.13,Price: ,6.4,ok
1.119782672, Sport: ,Soccer, Time: ,Sat Aug 01 11:30:00 CEST 2015, Time: ,Sat Aug 01 11:30:00 CEST 2015, Event: ,Indian Air Force v Hindustan FC, Favorite: ,Hindustan FC, 10096149   size:11.93,Price: ,1.08,The Draw, 58805   size:10.92,Price: ,1.29,x
1.119644333, Sport: ,Soccer, Time: ,Sat Aug 01 14:00:00 CEST 2015, Time: ,Sat Aug 01 14:00:00 CEST 2015, Event: ,Vasteras IK v Norrtalje, Favorite: ,Vasteras IK, 799114   size:4.98,Price: ,2.14,Norrtalje, 5441582   size:2.55,Price: ,2.76,The Draw, 58805   size:3.56,Price: ,3.4,x
1.119644335, Sport: ,Soccer, Time: ,Sat Aug 01 16:00:00 CEST 2015, Time: ,Sat Aug 01 16:00:00 CEST 2015, Event: ,Kvarnsvedens v Upsala IF, Favorite: ,Upsala IF, 9371570   size:3.36,Price: ,2.24,Kvarnsvedens, 7179558   size:2.55,Price: ,2.66,The Draw, 58805   size:3.08,Price: ,3.4,ok
1.119644214, Sport: ,Soccer, Time: ,Sat Aug 01 15:00:00 CEST 2015, Time: ,Sat Aug 01 15:00:00 CEST 2015, Event: ,JIPPO v Kultsu FC, Favorite: ,Kultsu FC, 3844375   size:6.93,Price: ,1.76,JIPPO, 2004535   size:5.25,Price: ,3.0,The Draw, 58805   size:48.92,Price: ,3.35,x
1.119644337, Sport: ,Soccer, Time: ,Sat Aug 01 13:00:00 CEST 2015, Time: ,Sat Aug 01 13:00:00 CEST 2015, Event: ,Solleftea v Gallivare Malmbergets, Favorite: ,Solleftea, 6415350   size:4.16,Price: ,2.04,Gallivare Malmbergets, 9371556   size:5.5,Price: ,2.96,The Draw, 58805   size:3.44,Price: ,3.65,x
1.119644216, Sport: ,Soccer, Time: ,Sat Aug 01 15:00:00 CEST 2015, Time: ,Sat Aug 01 15:00:00 CEST 2015, Event: ,GBK v JBK, Favorite: ,GBK, 396720   size:2.55,Price: ,1.66,JBK, 498150   size:3.06,Price: ,4.1,The Draw, 58805   size:3.32,Price: ,4.2,x
1.119644339, Sport: ,Soccer, Time: ,Sat Aug 01 13:00:00 CEST 2015, Time: ,Sat Aug 01 13:00:00 CEST 2015, Event: ,Bergnasets AIK v IFK Ostersund, Favorite: ,Bergnasets AIK, 9371568   size:2.88,Price: ,2.18,IFK Ostersund, 501183   size:2.53,Price: ,2.48,The Draw, 58805   size:5.79,Price: ,3.6,ok
