1.120962100, Sport: ,Soccer, Time: ,Tue Sep 29 19:00:00 CEST 2015, Time: ,Tue Sep 29 19:00:00 CEST 2015, Event: ,Partick U20 v Hamilton U20, Favorite: ,Partick U20, 9001451   size:3.56,Price: ,1.07,Hamilton U20, 6645665   size:3.56,Price: ,1.07,The Draw, 58805   size:5.45,Price: ,3.85,x
1.120978129, Sport: ,Tennis, Time: ,Wed Sep 30 06:00:00 CEST 2015, Time: ,Wed Sep 30 06:00:00 CEST 2015, Event: ,Al Bedene v Hy Chung, Favorite: ,Aljaz Bedene, 5706996   size:3.11,Price: ,1.08,Hyeon Chung, 7690576   size:5345.04,Price: ,1.1,x
1.120954951, Sport: ,Tennis, Time: ,Wed Sep 30 07:00:00 CEST 2015, Time: ,Wed Sep 30 07:00:00 CEST 2015, Event: ,Rae/Smith v Bychkova/Voegele, Favorite: ,Rae/Smith, 8621531   size:2.55,Price: ,1.43,Bychkova/Voegele, 10343286   size:2.61,Price: ,2.38,x
1.120977434, Sport: ,Tennis, Time: ,Wed Sep 30 08:00:00 CEST 2015, Time: ,Wed Sep 30 08:00:00 CEST 2015, Event: ,Zhang v Vesely, Favorite: ,Jiri Vesely, 7032143   size:27.93,Price: ,1.16,Zhizhen Zhang, 9628959   size:4.64,Price: ,5.7,ok
1.120978128, Sport: ,Tennis, Time: ,Wed Sep 30 04:00:00 CEST 2015, Time: ,Wed Sep 30 04:00:00 CEST 2015, Event: ,Xun v X You, Favorite: ,Fang Ying Xun, 9456616   size:3.11,Price: ,1.08,Xiaodi You, 9458785   size:3.11,Price: ,1.08,ok
1.120851729, Sport: ,Soccer, Time: ,Wed Sep 30 04:00:00 CEST 2015, Time: ,Wed Sep 30 04:00:00 CEST 2015, Event: ,Santos Laguna v Dorados, Favorite: ,Santos Laguna, 328957   size:315.59,Price: ,1.75,Dorados, 6119455   size:2.69,Price: ,5.1,The Draw, 58805   size:316.1,Price: ,4.0,x
1.120947582, Sport: ,Tennis, Time: ,Tue Sep 29 18:45:00 CEST 2015, Time: ,Tue Sep 29 18:45:00 CEST 2015, Event: ,Ruiz Naranjo v Clezar, Favorite: ,Guilherme Clezar, 5304142   size:92.26,Price: ,1.02,Mateo Andres Ruiz Naran, 9625934   size:26.98,Price: ,15.0,ok
1.120831037, Sport: ,Baseball, Time: ,Wed Sep 30 04:10:00 CEST 2015, Time: ,Wed Sep 30 04:10:00 CEST 2015, Event: ,MIL @ SD, Favorite: ,San Diego (T Ross), 7184181   size:268.0,Price: ,1.62,Milwaukee (J Lopez), 10351537   size:308.0,Price: ,2.48,x
1.120961932, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Cirencester v Weymouth, Favorite: ,Cirencester, 1282867   size:2.96,Price: ,2.1,Weymouth, 1222687   size:4.5,Price: ,3.15,The Draw, 58805   size:2.37,Price: ,3.55,x
1.120961657, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Mickleover Sports v Matlock Town, Favorite: ,Mickleover Sports, 7886720   size:4.22,Price: ,2.56,Matlock Town, 1558264   size:4.5,Price: ,2.56,The Draw, 58805   size:3.78,Price: ,3.6,ok
1.120835985, Sport: ,Soccer, Time: ,Tue Sep 29 18:00:00 CEST 2015, Time: ,Tue Sep 29 18:00:00 CEST 2015, Event: ,Lystrup v AaB, Favorite: ,AaB, 28212   size:133.2,Price: ,1.06,Lystrup, 4923484   size:2.53,Price: ,26.0,The Draw, 58805   size:11.91,Price: ,10.0,ok
1.120921767, Sport: ,Soccer, Time: ,Tue Sep 29 20:15:00 CEST 2015, Time: ,Tue Sep 29 20:15:00 CEST 2015, Event: ,Alianza Atletico v Ayacucho Futbol Club, Favorite: ,Alianza Atletico, 898396   size:5.0,Price: ,1.89,Ayacucho Futbol Club, 9297155   size:7.41,Price: ,4.5,The Draw, 58805   size:11.83,Price: ,3.85,x
1.120833200, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Doncaster v Swindon, Favorite: ,Doncaster, 49205   size:7.53,Price: ,2.44,Swindon, 18570   size:277.27,Price: ,3.2,The Draw, 58805   size:179.15,Price: ,3.5,x
1.120957161, Sport: ,Tennis, Time: ,Tue Sep 29 16:30:00 CEST 2015, Time: ,Tue Sep 29 16:30:00 CEST 2015, Event: ,Naso/Viola v Gaio/Giannessi, Favorite: ,Gaio/Giannessi, 9704782   size:2.55,Price: ,1.55,Naso/Viola, 10343523   size:2.55,Price: ,1.95,ok
1.120962596, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Forfar U20 v Alloa U20, Favorite: ,Forfar U20, 9244793   size:3.56,Price: ,1.07,Alloa U20, 9243282   size:3.56,Price: ,1.07,The Draw, 58805   size:3.95,Price: ,1.25,ok
1.120835189, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Portsmouth v Exeter, Favorite: ,Portsmouth, 58344   size:124.39,Price: ,1.76,Exeter, 66243   size:3.96,Price: ,5.4,The Draw, 58805   size:26.71,Price: ,4.0,x
1.120834497, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Leyton Orient v Carlisle, Favorite: ,Leyton Orient, 69717   size:149.04,Price: ,1.67,Carlisle, 18561   size:186.31,Price: ,5.7,The Draw, 58805   size:93.69,Price: ,4.2,x
1.120956990, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,North Ferriby Utd v Newton Aycliffe, Favorite: ,North Ferriby Utd, 3168552   size:2.68,Price: ,1.27,Newton Aycliffe, 10297017   size:4.18,Price: ,7.4,The Draw, 58805   size:6.13,Price: ,5.4,ok
1.120957166, Sport: ,Tennis, Time: ,Tue Sep 29 16:30:00 CEST 2015, Time: ,Tue Sep 29 16:30:00 CEST 2015, Event: ,Marcan/Sancic v Cecchinato/Di Meo, Favorite: ,Marcan/Sancic, 8829133   size:3.76,Price: ,1.33,Cecchinato/Di Meo, 10343521   size:4.07,Price: ,3.25,x
1.120973366, Sport: ,Tennis, Time: ,Wed Sep 30 05:30:00 CEST 2015, Time: ,Wed Sep 30 05:30:00 CEST 2015, Event: ,S Zhang v Khromacheva, Favorite: ,Shuai Zhang, 2386498   size:2.77,Price: ,1.09,Irina Khromacheva, 6092292   size:5.79,Price: ,1.25,ok
1.120952801, Sport: ,Tennis, Time: ,Tue Sep 29 22:30:00 CEST 2015, Time: ,Tue Sep 29 22:30:00 CEST 2015, Event: ,McDonald v Nielsen, Favorite: ,Frederik Nielsen, 2444574   size:6.22,Price: ,1.7,Mackenzie McDonald, 7569897   size:7.98,Price: ,2.16,x
1.120956994, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Truro City v Taunton Town, Favorite: ,Truro City, 2406160   size:2.68,Price: ,1.42,Taunton Town, 8700096   size:5.94,Price: ,5.5,The Draw, 58805   size:7.7,Price: ,4.5,ok
1.120834092, Sport: ,Soccer, Time: ,Tue Sep 29 17:00:00 CEST 2015, Time: ,Tue Sep 29 17:00:00 CEST 2015, Event: ,Ceske Budejovice v Pribram, Favorite: ,Pribram, 1533863   size:5.99,Price: ,1.77,Ceske Budejovice, 367577   size:2.03,Price: ,4.9,The Draw, 58805   size:5.8,Price: ,3.95,ok
1.120956996, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Washington FC v Marine, Favorite: ,Marine, 2119329   size:23.66,Price: ,2.14,Washington FC, 10297007   size:17.98,Price: ,2.5,The Draw, 58805   size:9.8,Price: ,3.75,x
1.120957208, Sport: ,Tennis, Time: ,Tue Sep 29 16:30:00 CEST 2015, Time: ,Tue Sep 29 16:30:00 CEST 2015, Event: ,Langer/Struff v De Schepper/De Schepper, Favorite: ,Langer/Struff, 10343509   size:3.79,Price: ,1.32,De Schepper/De Schepper, 10343510   size:2.05,Price: ,2.44,ok
1.120975142, Sport: ,Tennis, Time: ,Tue Sep 29 20:00:00 CEST 2015, Time: ,Tue Sep 29 20:00:00 CEST 2015, Event: ,Fortez v Oprandi, Favorite: ,Romina Oprandi, 2256455   size:6.71,Price: ,1.5,Stephanie Foretz, 9152710   size:4.91,Price: ,2.64,ok
1.120977202, Sport: ,Tennis, Time: ,Wed Sep 30 07:00:00 CEST 2015, Time: ,Wed Sep 30 07:00:00 CEST 2015, Event: ,B Becker v Chardy, Favorite: ,Jeremy Chardy, 2304933   size:68.45,Price: ,1.36,Benjamin Becker, 2249398   size:54.0,Price: ,3.5,x
1.120846997, Sport: ,Ice Hockey, Time: ,Tue Sep 29 19:00:00 CEST 2015, Time: ,Tue Sep 29 19:00:00 CEST 2015, Event: ,Storhamar v Stavanger, Favorite: ,Storhamar, 71258   size:2.12,Price: ,2.36,Stavanger, 518241   size:53.28,Price: ,2.42,Tie, 60104   size:18.29,Price: ,4.9,x
1.120972034, Sport: ,Tennis, Time: ,Wed Sep 30 05:00:00 CEST 2015, Time: ,Wed Sep 30 05:00:00 CEST 2015, Event: ,Q Wang v Li Zhang, Favorite: ,Qiang Wang, 6145777   size:3.56,Price: ,1.07,Ling Zhang, 4182952   size:2.55,Price: ,1.54,x
1.120975145, Sport: ,Tennis, Time: ,Tue Sep 29 20:00:00 CEST 2015, Time: ,Tue Sep 29 20:00:00 CEST 2015, Event: ,Crawford v Kerkhove, Favorite: ,Samantha Crawford, 6603928   size:8.34,Price: ,1.57,Lesley Kerkhove, 7283298   size:4.6,Price: ,2.44,ok
1.120947570, Sport: ,Tennis, Time: ,Tue Sep 29 17:00:00 CEST 2015, Time: ,Tue Sep 29 17:00:00 CEST 2015, Event: ,G Escobar v Molteni, Favorite: ,Gonzalo Escobar, 7660810   size:11.3,Price: ,1.44,Andres Molteni, 6180419   size:2.14,Price: ,2.9,ok
1.120975144, Sport: ,Tennis, Time: ,Tue Sep 29 20:00:00 CEST 2015, Time: ,Tue Sep 29 20:00:00 CEST 2015, Event: ,Rogers v Whybourn, Favorite: ,Shelby Rogers, 4943786   size:76.39,Price: ,1.11,Lisa Whybourn, 4788821   size:25.9,Price: ,6.4,ok
1.120947610, Sport: ,Tennis, Time: ,Tue Sep 29 16:00:00 CEST 2015, Time: ,Tue Sep 29 16:00:00 CEST 2015, Event: ,Ilhan v Couacaud, Favorite: ,Marsel Ilhan, 4147957   size:41.36,Price: ,1.66,Enzo Couacaud, 8174333   size:3.49,Price: ,2.48,ok
1.120835989, Sport: ,Soccer, Time: ,Tue Sep 29 15:00:00 CEST 2015, Time: ,Tue Sep 29 15:00:00 CEST 2015, Event: ,Nottm Forest U21 v Watford U21, Favorite: ,Nottm Forest U21, 6815552   size:67.45,Price: ,1.07,Watford U21, 10123520   size:67.45,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,3.05,x
1.119557586, Sport: ,Rugby Union, Time: ,Tue Sep 29 17:45:00 CEST 2015, Time: ,Tue Sep 29 17:45:00 CEST 2015, Event: ,Tonga v Namibia, Favorite: ,Tonga, 61427   size:7545.4,Price: ,1.11,Namibia, 266349   size:178.22,Price: ,11.0,Draw, 246289   size:20.24,Price: ,65.0,ok
1.120961822, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Ashton Utd v Frickley Athletic, Favorite: ,Ashton Utd, 5800540   size:2.6,Price: ,2.4,Frickley Athletic, 7396836   size:2.34,Price: ,2.66,The Draw, 58805   size:4.3,Price: ,3.8,ok
1.120835987, Sport: ,Soccer, Time: ,Tue Sep 29 15:00:00 CEST 2015, Time: ,Tue Sep 29 15:00:00 CEST 2015, Event: ,Birmingham U21 v Cardiff U21, Favorite: ,Birmingham U21, 6813025   size:10.69,Price: ,1.1,Cardiff U21, 6820449   size:10.69,Price: ,1.1,The Draw, 58805   size:20.23,Price: ,3.05,x
1.120960215, Sport: ,Soccer, Time: ,Tue Sep 29 15:00:00 CEST 2015, Time: ,Tue Sep 29 15:00:00 CEST 2015, Event: ,Hobro IK (Res) v Randers (Res), Favorite: ,Hobro IK (Res), 8749422   size:10.69,Price: ,1.36,Randers (Res), 5372988   size:50.0,Price: ,1.51,The Draw, 58805   size:10.0,Price: ,3.6,x
1.120945678, Sport: ,Tennis, Time: ,Tue Sep 29 16:30:00 CEST 2015, Time: ,Tue Sep 29 16:30:00 CEST 2015, Event: ,Volandri v Zekic, Favorite: ,Filippo Volandri, 2256483   size:51.86,Price: ,1.34,Miljan Zekic, 7444811   size:9.33,Price: ,3.65,ok
1.120947578, Sport: ,Tennis, Time: ,Tue Sep 29 18:45:00 CEST 2015, Time: ,Tue Sep 29 18:45:00 CEST 2015, Event: ,Al Gomez v Alejandro Gonzalez, Favorite: ,Alejandro Gonzalez, 6604262   size:2.54,Price: ,1.1,Alejandro Gomez, 8714009   size:34.76,Price: ,10.0,ok
1.120835931, Sport: ,Soccer, Time: ,Tue Sep 29 15:00:00 CEST 2015, Time: ,Tue Sep 29 15:00:00 CEST 2015, Event: ,BATE Borisov U19 v Roma U19, Favorite: ,Roma U19, 6771865   size:8.3,Price: ,1.32,BATE Borisov U19, 8835058   size:3.06,Price: ,11.5,The Draw, 58805   size:7.95,Price: ,5.9,x
1.120969558, Sport: ,Basketball, Time: ,Tue Sep 29 16:30:00 CEST 2015, Time: ,Tue Sep 29 16:30:00 CEST 2015, Event: ,South Korea v Kazakhstan, Favorite: ,South Korea, 1228601   size:2.09,Price: ,1.07,Kazakhstan, 4096287   size:10.88,Price: ,6.0,ok
1.120957171, Sport: ,Tennis, Time: ,Tue Sep 29 14:30:00 CEST 2015, Time: ,Tue Sep 29 14:30:00 CEST 2015, Event: ,Ghedin/Ignatik v Martin/Motti, Favorite: ,Ghedin/Ignatik, 10343518   size:4.46,Price: ,1.04,Martin/Motti, 10343519   size:4.46,Price: ,1.04,ok
1.120968588, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Maidenhead v Winchester City, Favorite: ,Winchester City, 329498   size:135.38,Price: ,1.06,Maidenhead, 728405   size:23.43,Price: ,1.36,The Draw, 58805   size:3.93,Price: ,4.6,x
1.120974507, Sport: ,Tennis, Time: ,Tue Sep 29 15:30:00 CEST 2015, Time: ,Tue Sep 29 15:30:00 CEST 2015, Event: ,Garin v Sakamoto, Favorite: ,Christian Garin, 6670624   size:10.65,Price: ,1.39,Pedro Sakamoto, 8304915   size:6.9,Price: ,3.1,x
1.120962486, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Ayr U20 v Clyde U20, Favorite: ,Ayr U20, 9220049   size:3.56,Price: ,1.07,Clyde U20, 9220046   size:3.56,Price: ,1.07,The Draw, 58805   size:3.95,Price: ,1.25,x
1.120834320, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Newport County v Crawley Town, Favorite: ,Newport County, 62623   size:666.6,Price: ,2.16,Crawley Town, 266068   size:2.68,Price: ,3.8,The Draw, 58805   size:87.73,Price: ,3.5,x
1.120957176, Sport: ,Tennis, Time: ,Tue Sep 29 14:30:00 CEST 2015, Time: ,Tue Sep 29 14:30:00 CEST 2015, Event: ,Cervantes/Vervoort v Cachin/Carballes Baena, Favorite: ,Cervantes/Vervoort, 8860933   size:13.62,Price: ,1.57,Cachin/Carballes Baena, 9704784   size:13.45,Price: ,1.96,ok
1.120957212, Sport: ,Tennis, Time: ,Tue Sep 29 21:45:00 CEST 2015, Time: ,Tue Sep 29 21:45:00 CEST 2015, Event: ,Guez/Loglo v Couacaud/Teixeira, Favorite: ,Couacaud/Teixeira, 10343512   size:6.23,Price: ,1.04,Guez/Loglo, 10343511   size:5.79,Price: ,2.52,ok
1.120824004, Sport: ,Basketball, Time: ,Tue Sep 29 15:00:00 CEST 2015, Time: ,Tue Sep 29 15:00:00 CEST 2015, Event: ,Algeria (W) v Nigeria (W), Favorite: ,Nigeria (W), 10305565   size:4.04,Price: ,1.02,Algeria (W), 10305563   size:68.0,Price: ,1.07,ok
1.120958821, Sport: ,Tennis, Time: ,Tue Sep 29 20:30:00 CEST 2015, Time: ,Tue Sep 29 20:30:00 CEST 2015, Event: ,Elias/Silva v Coppejans/Michon, Favorite: ,Elias/Silva, 10302596   size:6.23,Price: ,1.04,Coppejans/Michon, 10343939   size:6.23,Price: ,1.04,ok
1.120824007, Sport: ,Basketball, Time: ,Tue Sep 29 17:15:00 CEST 2015, Time: ,Tue Sep 29 17:15:00 CEST 2015, Event: ,Guinea (W) v Angola (W), Favorite: ,Angola (W), 8827187   size:818.64,Price: ,1.01,Guinea (W), 10305564   size:163.5,Price: ,2.22,ok
1.120974503, Sport: ,Tennis, Time: ,Tue Sep 29 15:30:00 CEST 2015, Time: ,Tue Sep 29 15:30:00 CEST 2015, Event: ,Velotti v G Pella, Favorite: ,Guido Pella, 6162610   size:7.05,Price: ,1.17,Agustin Velotti, 4873352   size:3.7,Price: ,5.4,ok
1.120975152, Sport: ,Tennis, Time: ,Wed Sep 30 06:30:00 CEST 2015, Time: ,Wed Sep 30 06:30:00 CEST 2015, Event: ,Svitolina v Ka Pliskova, Favorite: ,Elina Svitolina, 6324464   size:38.46,Price: ,1.78,Karolina Pliskova, 6199453   size:191.53,Price: ,1.95,x
1.120975393, Sport: ,Tennis, Time: ,Wed Sep 30 06:00:00 CEST 2015, Time: ,Wed Sep 30 06:00:00 CEST 2015, Event: ,Kukushkin v Albot, Favorite: ,Mikhail Kukushkin, 2609424   size:83.33,Price: ,1.36,Radu Albot, 6603898   size:64.0,Price: ,3.5,ok
1.120958828, Sport: ,Tennis, Time: ,Tue Sep 29 21:00:00 CEST 2015, Time: ,Tue Sep 29 21:00:00 CEST 2015, Event: ,Dellien/Hernandez v Leite/Sant'anna, Favorite: ,Dellien/Hernandez-Ferna, 10079827   size:6.23,Price: ,1.04,Leite/Santanna, 10302604   size:6.23,Price: ,1.04,ok
1.120849376, Sport: ,Soccer, Time: ,Tue Sep 29 20:30:00 CEST 2015, Time: ,Tue Sep 29 20:30:00 CEST 2015, Event: ,Prestatyn v Connahs Quay, Favorite: ,Connahs Quay, 339727   size:3.69,Price: ,1.84,Prestatyn, 3667298   size:2.91,Price: ,3.25,The Draw, 58805   size:2.61,Price: ,3.3,ok
1.120833915, Sport: ,Soccer, Time: ,Tue Sep 29 18:00:00 CEST 2015, Time: ,Tue Sep 29 18:00:00 CEST 2015, Event: ,Opava v Sigma Olomouc, Favorite: ,Sigma Olomouc, 50337   size:9.44,Price: ,2.32,Opava, 470216   size:13.39,Price: ,3.15,The Draw, 58805   size:14.05,Price: ,3.4,ok
1.120849374, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Haverfordwest v Aberystwyth, Favorite: ,Aberystwyth, 339725   size:2.55,Price: ,2.1,Haverfordwest, 866240   size:4.11,Price: ,3.35,The Draw, 58805   size:101.62,Price: ,3.65,x
1.120961712, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Stamford AFC v Sutton Coldfield Town, Favorite: ,Sutton Coldfield Town, 6560423   size:2.11,Price: ,2.1,Stamford AFC, 7588988   size:2.68,Price: ,2.84,The Draw, 58805   size:2.68,Price: ,3.8,x
1.120851427, Sport: ,Soccer, Time: ,Wed Sep 30 02:00:00 CEST 2015, Time: ,Wed Sep 30 02:00:00 CEST 2015, Event: ,Santa Cruz PE v Bragantino SP, Favorite: ,Santa Cruz PE, 6132724   size:149.06,Price: ,1.55,Bragantino SP, 4701919   size:180.53,Price: ,6.6,The Draw, 58805   size:104.49,Price: ,4.3,ok
1.120957182, Sport: ,Tennis, Time: ,Tue Sep 29 14:30:00 CEST 2015, Time: ,Tue Sep 29 14:30:00 CEST 2015, Event: ,Abbruciati/Teodori v Lopez-Perez/Vucic, Favorite: ,Abbruciati/Teodori, 10343516   size:4.46,Price: ,1.04,Lopez-Perez/Vucic, 10343517   size:4.46,Price: ,1.04,x
1.120834674, Sport: ,Soccer, Time: ,Tue Sep 29 20:45:00 CEST 2015, Time: ,Tue Sep 29 20:45:00 CEST 2015, Event: ,Stevenage v Mansfield, Favorite: ,Stevenage, 49204   size:121.58,Price: ,2.6,Mansfield, 69716   size:52.6,Price: ,3.05,The Draw, 58805   size:393.28,Price: ,3.35,x
1.120962376, Sport: ,Soccer, Time: ,Tue Sep 29 21:00:00 CEST 2015, Time: ,Tue Sep 29 21:00:00 CEST 2015, Event: ,Queen of South U20 v Airdrieonians U20, Favorite: ,Queen of South U20, 9220053   size:3.56,Price: ,1.07,Airdrieonians U20, 9220054   size:3.56,Price: ,1.07,The Draw, 58805   size:3.95,Price: ,1.25,x
1.120836059, Sport: ,Soccer, Time: ,Tue Sep 29 18:00:00 CEST 2015, Time: ,Tue Sep 29 18:00:00 CEST 2015, Event: ,FK Senica U19 v Torino U19, Favorite: ,Torino U19, 10123618   size:6.52,Price: ,1.46,FK Senica U19, 6740651   size:3.91,Price: ,7.4,The Draw, 58805   size:3.17,Price: ,5.3,x
1.120854664, Sport: ,Ice Hockey, Time: ,Tue Sep 29 17:00:00 CEST 2015, Time: ,Tue Sep 29 17:00:00 CEST 2015, Event: ,Vitkovice Steel v Plzen, Favorite: ,Vitkovice Steel, 2878390   size:18.52,Price: ,1.01,Plzen, 563267   size:18.52,Price: ,1.01,Tie, 60104   size:20.43,Price: ,4.3,x
1.120834274, Sport: ,Soccer, Time: ,Tue Sep 29 16:30:00 CEST 2015, Time: ,Tue Sep 29 16:30:00 CEST 2015, Event: ,Klatovy v Mlada Boleslav, Favorite: ,Mlada Boleslav, 886284   size:18.85,Price: ,1.15,Klatovy, 8761008   size:7.7,Price: ,19.5,The Draw, 58805   size:8.74,Price: ,7.2,ok
1.120972059, Sport: ,Tennis, Time: ,Wed Sep 30 04:00:00 CEST 2015, Time: ,Wed Sep 30 04:00:00 CEST 2015, Event: ,Kato v Hozumi, Favorite: ,Eri Hozumi, 7657224   size:6.23,Price: ,1.04,Miyu Kato, 8839047   size:3.11,Price: ,1.08,x
1.120957222, Sport: ,Tennis, Time: ,Tue Sep 29 17:30:00 CEST 2015, Time: ,Tue Sep 29 17:30:00 CEST 2015, Event: ,Barrere/Millot v Mertens/Sijsling, Favorite: ,Mertens/Sijsling, 9378803   size:2.55,Price: ,1.47,Barrere/Millot, 10343508   size:2.55,Price: ,1.97,ok
1.120958798, Sport: ,Tennis, Time: ,Tue Sep 29 21:00:00 CEST 2015, Time: ,Tue Sep 29 21:00:00 CEST 2015, Event: ,Monteiro/Sakamoto v Kicker/Olivo, Favorite: ,Monteiro/Sakamoto, 10302603   size:6.23,Price: ,1.04,Kicker/Olivo, 9002385   size:6.23,Price: ,1.04,x
1.120975283, Sport: ,Tennis, Time: ,Wed Sep 30 06:00:00 CEST 2015, Time: ,Wed Sep 30 06:00:00 CEST 2015, Event: ,Rosol v Garcia-Lopez, Favorite: ,Guillermo Garcia-Lopez, 8260126   size:16.26,Price: ,1.73,Lukas Rosol, 2258415   size:2.8,Price: ,2.22,ok
1.120975168, Sport: ,Tennis, Time: ,Wed Sep 30 06:00:00 CEST 2015, Time: ,Wed Sep 30 06:00:00 CEST 2015, Event: ,Han/Melichar v Kops-Jones/Spears, Favorite: ,Han/Melichar, 10337866   size:6.23,Price: ,1.04,Kops-Jones/Spears, 3636565   size:6.23,Price: ,1.04,x
