1.119475844, Sport: ,Tennis, Time: ,Sun Jul 12 14:00:00 CEST 2015, Time: ,Sun Jul 12 14:00:00 CEST 2015, Event: ,Kasatkina v Ene, Favorite: ,Daria Kasatkina, 7795290   size:2.53,Price: ,1.13,Cristina Ene, 8679178   size:24.81,Price: ,6.6,ok
1.119412278, Sport: ,Soccer, Time: ,Mon Jul 13 02:30:00 CEST 2015, Time: ,Mon Jul 13 02:30:00 CEST 2015, Event: ,Santamarina v Boca Unidos, Favorite: ,Santamarina, 5985057   size:2.8,Price: ,1.77,The Draw, 58805   size:14.88,Price: ,3.1,Boca Unidos, 5369720   size:7.82,Price: ,4.5,ok
1.119373823, Sport: ,Soccer, Time: ,Sun Jul 12 11:00:00 CEST 2015, Time: ,Sun Jul 12 11:00:00 CEST 2015, Event: ,Yokohama SCC v Tottori, Favorite: ,Tottori, 5759566   size:2.53,Price: ,1.69,The Draw, 58805   size:4.32,Price: ,3.45,Yokohama SCC, 7391084   size:2.44,Price: ,4.4,x
1.119478694, Sport: ,Tennis, Time: ,Sun Jul 12 21:30:00 CEST 2015, Time: ,Sun Jul 12 21:30:00 CEST 2015, Event: ,Haviland v Jung, Favorite: ,Jason Jung, 7048850   size:4.02,Price: ,1.36,Ryan Haviland, 9624224   size:59.11,Price: ,3.35,ok
1.119465228, Sport: ,Soccer, Time: ,Sun Jul 12 13:45:00 CEST 2015, Time: ,Sun Jul 12 13:45:00 CEST 2015, Event: ,Ceres La Salle v Global, Favorite: ,Global, 9233649   size:10.53,Price: ,1.08,The Draw, 58805   size:3.51,Price: ,1.29,x
1.119463763, Sport: ,Soccer, Time: ,Sun Jul 12 22:00:00 CEST 2015, Time: ,Sun Jul 12 22:00:00 CEST 2015, Event: ,Expreso Rojo v Bucaramanga, Favorite: ,Bucaramanga, 7032786   size:3.38,Price: ,1.62,The Draw, 58805   size:14.48,Price: ,2.68,Expreso Rojo, 5486176   size:6.76,Price: ,3.0,ok
1.119470819, Sport: ,Tennis, Time: ,Sun Jul 12 17:00:00 CEST 2015, Time: ,Sun Jul 12 17:00:00 CEST 2015, Event: ,Miccini v Giustino, Favorite: ,Lorenzo Giustino, 7534093   size:2.98,Price: ,1.28,Giacomo Miccini, 8698949   size:7.19,Price: ,4.4,ok
1.119478537, Sport: ,Basketball, Time: ,Sun Jul 12 19:00:00 CEST 2015, Time: ,Sun Jul 12 19:00:00 CEST 2015, Event: ,Serbia (W) v Turkey (W), Favorite: ,Turkey (W), 6469561   size:12.5,Price: ,1.01,ok
1.119376550, Sport: ,Cricket, Time: ,Sun Jul 12 15:30:00 CEST 2015, Time: ,Sun Jul 12 15:30:00 CEST 2015, Event: ,Derbyshire v Yorkshire, Favorite: ,Yorkshire, 655   size:5.72,Price: ,1.42,Derbyshire, 31375   size:5.47,Price: ,3.3,x
1.119373284, Sport: ,Soccer, Time: ,Sun Jul 12 17:30:00 CEST 2015, Time: ,Sun Jul 12 17:30:00 CEST 2015, Event: ,Ilves v KuPS, Favorite: ,KuPS, 139510   size:157.59,Price: ,2.74,Ilves, 1229635   size:33.06,Price: ,2.84,The Draw, 58805   size:694.21,Price: ,3.3,x
1.119373711, Sport: ,Soccer, Time: ,Sun Jul 12 12:15:00 CEST 2015, Time: ,Sun Jul 12 12:15:00 CEST 2015, Event: ,Mohammedan SC (Dhaka) v Brothers Union, Favorite: ,Mohammedan SC (Dhaka), 9268441   size:2.88,Price: ,1.85,Brothers Union, 8618577   size:4.49,Price: ,2.6,The Draw, 58805   size:13.35,Price: ,2.7,x
1.119392354, Sport: ,Rugby League, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Salford v Hull KR, Favorite: ,Salford, 23757   size:3.25,Price: ,1.68,Hull KR, 62909   size:5.04,Price: ,2.28,Draw, 11126   size:32.12,Price: ,21.0,ok
1.119478540, Sport: ,Basketball, Time: ,Sun Jul 12 19:00:00 CEST 2015, Time: ,Sun Jul 12 19:00:00 CEST 2015, Event: ,Netherlands (W) v Russia (W), Favorite: ,Russia (W), 7306785   size:12.5,Price: ,1.01,x
1.119392357, Sport: ,Rugby League, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Wakefield v Warrington, Favorite: ,Warrington, 25400   size:153.05,Price: ,1.27,Wakefield, 39515   size:7.62,Price: ,5.5,Draw, 11126   size:8.79,Price: ,22.0,ok
1.119478544, Sport: ,Basketball, Time: ,Sun Jul 12 21:15:00 CEST 2015, Time: ,Sun Jul 12 21:15:00 CEST 2015, Event: ,France (W) v Spain (W), Favorite: ,Spain (W), 6427242   size:12.5,Price: ,1.01,ok
1.119463876, Sport: ,Soccer, Time: ,Sun Jul 12 22:00:00 CEST 2015, Time: ,Sun Jul 12 22:00:00 CEST 2015, Event: ,AD Belen Siglo XXI v AD Cariari, Favorite: ,AD Belen Siglo XXI, 7568963   size:4.97,Price: ,1.37,The Draw, 58805   size:12.44,Price: ,2.16,AD Cariari, 7598510   size:4.97,Price: ,2.32,ok
1.119397806, Sport: ,Baseball, Time: ,Sun Jul 12 19:35:00 CEST 2015, Time: ,Sun Jul 12 19:35:00 CEST 2015, Event: ,NYY @ BOS, Favorite: ,Boston (W Miley), 9389894   size:69.1,Price: ,1.85,NY Yankees (N Eovaldi), 9389895   size:93.58,Price: ,2.12,x
1.119464605, Sport: ,Soccer, Time: ,Sun Jul 12 18:00:00 CEST 2015, Time: ,Sun Jul 12 18:00:00 CEST 2015, Event: ,Kormakur/Hvot v Ellidi, Favorite: ,Ellidi, 6359061   size:10.53,Price: ,1.08,The Draw, 58805   size:3.51,Price: ,1.29,x
1.119372629, Sport: ,Soccer, Time: ,Sun Jul 12 18:00:00 CEST 2015, Time: ,Sun Jul 12 18:00:00 CEST 2015, Event: ,Rosenborg v Odd, Favorite: ,Rosenborg, 55224   size:554.38,Price: ,1.51,The Draw, 58805   size:2.91,Price: ,4.9,Odd, 955466   size:27.34,Price: ,6.6,ok
1.119368011, Sport: ,Soccer, Time: ,Sun Jul 12 23:30:00 CEST 2015, Time: ,Sun Jul 12 23:30:00 CEST 2015, Event: ,Avai v Chapecoense, Favorite: ,Avai, 3859186   size:28.37,Price: ,2.48,The Draw, 58805   size:262.04,Price: ,3.2,Chapecoense, 2909511   size:149.16,Price: ,3.35,ok
1.119418468, Sport: ,Basketball, Time: ,Mon Jul 13 03:00:00 CEST 2015, Time: ,Mon Jul 13 03:00:00 CEST 2015, Event: ,Quimsa v Gecr Indalo, Favorite: ,Quimsa, 6243645   size:185.06,Price: ,1.23,Gecr Indalo, 6719074   size:53.0,Price: ,4.5,ok
1.119464044, Sport: ,Soccer, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Tiro Federal v Universitario San Luis, Favorite: ,Universitario San Luis, 8389982   size:4.97,Price: ,1.38,The Draw, 58805   size:11.19,Price: ,2.26,Tiro Federal, 1213582   size:6.74,Price: ,3.05,x
1.119376565, Sport: ,Cricket, Time: ,Sun Jul 12 15:30:00 CEST 2015, Time: ,Sun Jul 12 15:30:00 CEST 2015, Event: ,Gloucestershire v Kent, Favorite: ,Kent, 5901   size:16.36,Price: ,1.58,Gloucestershire, 2219   size:21.65,Price: ,2.6,ok
1.119476129, Sport: ,Tennis, Time: ,Sun Jul 12 12:00:00 CEST 2015, Time: ,Sun Jul 12 12:00:00 CEST 2015, Event: ,Vrljic v Bonaventure, Favorite: ,Ysaline Bonaventure, 6390243   size:2.53,Price: ,1.58,Ana Vrljic, 2548767   size:97.7,Price: ,2.5,ok
1.119476806, Sport: ,Soccer, Time: ,Sun Jul 12 13:00:00 CEST 2015, Time: ,Sun Jul 12 13:00:00 CEST 2015, Event: ,Annan Athletic v Carlisle City, Favorite: ,Annan Athletic, 3162597   size:137.54,Price: ,1.06,Carlisle City, 9928703   size:5.8,Price: ,1.11,The Draw, 58805   size:2.77,Price: ,1.25,ok
1.119475717, Sport: ,Soccer, Time: ,Sun Jul 12 22:00:00 CEST 2015, Time: ,Sun Jul 12 22:00:00 CEST 2015, Event: ,Aurora v Jorge Wilstermann, Favorite: ,Jorge Wilstermann, 706904   size:137.54,Price: ,1.06,The Draw, 58805   size:4.01,Price: ,1.25,x
1.119475956, Sport: ,Tennis, Time: ,Sun Jul 12 12:45:00 CEST 2015, Time: ,Sun Jul 12 12:45:00 CEST 2015, Event: ,Dubarenco v Rajski, Favorite: ,Maxim Dubarenco, 7797862   size:101.16,Price: ,1.26,Maciej Rajski, 8697520   size:10.44,Price: ,3.8,ok
1.119476133, Sport: ,Tennis, Time: ,Sun Jul 12 12:00:00 CEST 2015, Time: ,Sun Jul 12 12:00:00 CEST 2015, Event: ,Minella v Voracova, Favorite: ,Mandy Minella, 3425152   size:2.53,Price: ,1.6,Renata Voracova, 2263711   size:2.09,Price: ,2.62,ok
1.119476134, Sport: ,Tennis, Time: ,Sun Jul 12 13:30:00 CEST 2015, Time: ,Sun Jul 12 13:30:00 CEST 2015, Event: ,Cabaj Awad v Pous-Tio, Favorite: ,Laura Pous-Tio, 8443238   size:1181.86,Price: ,1.12,Jacqueline Cabaj Awad, 7429492   size:25.72,Price: ,6.4,ok
1.119478672, Sport: ,Volleyball, Time: ,Sun Jul 12 20:30:00 CEST 2015, Time: ,Sun Jul 12 20:30:00 CEST 2015, Event: ,Croatia v Belarus, Favorite: ,Croatia, 1183419   size:5.72,Price: ,1.61,Belarus, 2550291   size:2.53,Price: ,2.4,x
1.119371424, Sport: ,Soccer, Time: ,Sun Jul 12 15:00:00 CEST 2015, Time: ,Sun Jul 12 15:00:00 CEST 2015, Event: ,AFC Fylde v Rochdale, Favorite: ,Rochdale, 256383   size:3.19,Price: ,1.71,The Draw, 58805   size:2.94,Price: ,3.6,AFC Fylde, 4317866   size:8.41,Price: ,3.95,x
1.119372994, Sport: ,Soccer, Time: ,Sun Jul 12 20:00:00 CEST 2015, Time: ,Sun Jul 12 20:00:00 CEST 2015, Event: ,Ukraine U19 v Austria U19, Favorite: ,Austria U19, 459515   size:23.73,Price: ,2.1,The Draw, 58805   size:244.8,Price: ,3.5,Ukraine U19, 865348   size:83.81,Price: ,3.65,x
1.119371302, Sport: ,Soccer, Time: ,Mon Jul 13 03:00:00 CEST 2015, Time: ,Mon Jul 13 03:00:00 CEST 2015, Event: ,Guatemala v Mexico, Favorite: ,Mexico, 37944   size:978.88,Price: ,1.1,The Draw, 58805   size:5.89,Price: ,13.5,Guatemala, 440499   size:64.0,Price: ,42.0,x
1.119367733, Sport: ,Soccer, Time: ,Sun Jul 12 17:30:00 CEST 2015, Time: ,Sun Jul 12 17:30:00 CEST 2015, Event: ,AIK v Sundsvall, Favorite: ,AIK, 168731   size:234.49,Price: ,1.56,The Draw, 58805   size:62.94,Price: ,4.6,Sundsvall, 30680   size:101.47,Price: ,6.8,ok
1.119478671, Sport: ,Volleyball, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Turkey v Slovenia, Favorite: ,Slovenia, 2444668   size:3.97,Price: ,1.29,Turkey, 1183420   size:51.45,Price: ,3.7,ok
1.119463988, Sport: ,Soccer, Time: ,Sun Jul 12 21:00:00 CEST 2015, Time: ,Sun Jul 12 21:00:00 CEST 2015, Event: ,Gutierrez Sport Club v Defensores de Belgrano, Favorite: ,Defensores de Belgrano, 5643646   size:10.53,Price: ,1.08,The Draw, 58805   size:4.74,Price: ,1.29,ok
1.119462332, Sport: ,Soccer, Time: ,Sun Jul 12 20:00:00 CEST 2015, Time: ,Sun Jul 12 20:00:00 CEST 2015, Event: ,Deportivo Riestra v Platense, Favorite: ,Deportivo Riestra, 5994579   size:2.41,Price: ,2.18,The Draw, 58805   size:4.42,Price: ,3.05,Platense, 5548214   size:3.82,Price: ,3.4,x
1.119465284, Sport: ,Soccer, Time: ,Sun Jul 12 11:15:00 CEST 2015, Time: ,Sun Jul 12 11:15:00 CEST 2015, Event: ,Green Archers Utd v Team Socceroo, Favorite: ,Green Archers Utd, 9238036   size:61.27,Price: ,1.09,The Draw, 58805   size:5.14,Price: ,10.5,ok
1.119397790, Sport: ,Baseball, Time: ,Sun Jul 12 19:10:00 CEST 2015, Time: ,Sun Jul 12 19:10:00 CEST 2015, Event: ,HOU @ TB, Favorite: ,Houston (L McCullers), 9496284   size:4.97,Price: ,1.89,Tampa Bay (M Moore), 5838197   size:319.86,Price: ,2.06,x
1.119346364, Sport: ,Mixed Martial Arts, Time: ,Mon Jul 13 03:00:00 CEST 2015, Time: ,Mon Jul 13 03:00:00 CEST 2015, Event: ,Masvidal v Ferreira, Favorite: ,Jorge Masvidal, 5614689   size:8.35,Price: ,1.39,Cezar Ferreira, 6465115   size:7.98,Price: ,2.78,ok
1.119373214, Sport: ,Soccer, Time: ,Sun Jul 12 21:15:00 CEST 2015, Time: ,Sun Jul 12 21:15:00 CEST 2015, Event: ,Hafnarfjordur v Fylkir, Favorite: ,Hafnarfjordur, 166884   size:269.02,Price: ,1.43,The Draw, 58805   size:84.05,Price: ,5.0,Fylkir, 46954   size:19.58,Price: ,8.4,x
1.119368558, Sport: ,Soccer, Time: ,Sun Jul 12 23:30:00 CEST 2015, Time: ,Sun Jul 12 23:30:00 CEST 2015, Event: ,Sport Recife v Palmeiras, Favorite: ,Sport Recife, 2405306   size:18.47,Price: ,2.64,Palmeiras, 189952   size:8.14,Price: ,2.98,The Draw, 58805   size:120.21,Price: ,3.4,x
1.119475773, Sport: ,Soccer, Time: ,Sun Jul 12 21:30:00 CEST 2015, Time: ,Sun Jul 12 21:30:00 CEST 2015, Event: ,Blooming v Oriente Petrolero, Favorite: ,Oriente Petrolero, 330231   size:137.54,Price: ,1.06,The Draw, 58805   size:4.01,Price: ,1.25,x
1.119374666, Sport: ,Soccer, Time: ,Sun Jul 12 22:00:00 CEST 2015, Time: ,Sun Jul 12 22:00:00 CEST 2015, Event: ,FC Montreal v Pittsburgh Riverhounds, Favorite: ,Pittsburgh Riverhounds, 5748486   size:2.99,Price: ,1.66,The Draw, 58805   size:18.61,Price: ,3.8,FC Montreal, 9371571   size:3.62,Price: ,4.5,x
1.119462444, Sport: ,Soccer, Time: ,Sun Jul 12 17:00:00 CEST 2015, Time: ,Sun Jul 12 17:00:00 CEST 2015, Event: ,Baranovichi v Smorgon, Favorite: ,Smorgon, 6516890   size:10.53,Price: ,1.08,The Draw, 58805   size:4.74,Price: ,1.29,x
1.119463419, Sport: ,Soccer, Time: ,Sun Jul 12 21:00:00 CEST 2015, Time: ,Sun Jul 12 21:00:00 CEST 2015, Event: ,San Luis (Chile) v Union La Calera, Favorite: ,Union La Calera, 5271439   size:10.54,Price: ,2.38,San Luis (Chile), 5129872   size:10.34,Price: ,2.58,The Draw, 58805   size:17.81,Price: ,3.25,x
1.119465832, Sport: ,Soccer, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Babelsberg v Hapoel Tel Aviv, Favorite: ,Hapoel Tel Aviv, 121248   size:4.67,Price: ,1.5,The Draw, 58805   size:4.5,Price: ,3.95,Babelsberg, 110683   size:4.67,Price: ,5.4,ok
1.119346362, Sport: ,Mixed Martial Arts, Time: ,Mon Jul 13 03:00:00 CEST 2015, Time: ,Mon Jul 13 03:00:00 CEST 2015, Event: ,Ellenberger v Thompson, Favorite: ,Stephen Thompson, 6132159   size:5.75,Price: ,1.48,Jake Ellenberger, 4170384   size:2.05,Price: ,2.5,ok
1.119463651, Sport: ,Soccer, Time: ,Sun Jul 12 22:00:00 CEST 2015, Time: ,Sun Jul 12 22:00:00 CEST 2015, Event: ,CD Real Santander v Llaneros FC, Favorite: ,CD Real Santander, 6126202   size:7.77,Price: ,1.84,Llaneros FC, 6563307   size:7.17,Price: ,2.34,The Draw, 58805   size:14.4,Price: ,2.6,x
1.119465397, Sport: ,Soccer, Time: ,Sun Jul 12 13:00:00 CEST 2015, Time: ,Sun Jul 12 13:00:00 CEST 2015, Event: ,Bangkok FC v TTM FC, Favorite: ,Bangkok FC, 7547345   size:9.95,Price: ,1.45,The Draw, 58805   size:3.96,Price: ,2.52,TTM FC, 9185678   size:5.7,Price: ,3.5,x
1.119397782, Sport: ,Baseball, Time: ,Sun Jul 12 19:10:00 CEST 2015, Time: ,Sun Jul 12 19:10:00 CEST 2015, Event: ,CIN @ MIA, Favorite: ,Cincinnati (J Cueto), 2942962   size:4.97,Price: ,1.68,Miami (D Haren), 9389911   size:258.86,Price: ,2.4,x
1.119367475, Sport: ,Soccer, Time: ,Mon Jul 13 00:30:00 CEST 2015, Time: ,Mon Jul 13 00:30:00 CEST 2015, Event: ,Trinidad and Tobago v Cuba, Favorite: ,Trinidad and Tobago, 386879   size:5038.24,Price: ,1.12,The Draw, 58805   size:159.61,Price: ,11.5,Cuba, 449499   size:106.71,Price: ,30.0,ok
1.119438908, Sport: ,Soccer, Time: ,Sun Jul 12 18:30:00 CEST 2015, Time: ,Sun Jul 12 18:30:00 CEST 2015, Event: ,Dinamo Brest v Torpedo BelAZ, Favorite: ,Torpedo BelAZ, 5606609   size:5.2,Price: ,2.52,Dinamo Brest, 2482528   size:10.46,Price: ,3.05,The Draw, 58805   size:4.97,Price: ,3.3,x
1.119443036, Sport: ,Soccer, Time: ,Sun Jul 12 11:00:00 CEST 2015, Time: ,Sun Jul 12 11:00:00 CEST 2015, Event: ,FC Zuzenhausen v Hoffenheim, Favorite: ,Hoffenheim, 208026   size:28.1,Price: ,1.06,The Draw, 58805   size:4.16,Price: ,8.2,FC Zuzenhausen, 9929134   size:2.65,Price: ,27.0,ok
1.119306002, Sport: ,Gaelic Games, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Armagh v Galway, Favorite: ,Armagh, 971634   size:43.28,Price: ,1.87,Galway, 971624   size:315.25,Price: ,2.58,Draw, 1055557   size:6.94,Price: ,9.6,x
1.119476955, Sport: ,Darts, Time: ,Sun Jul 12 14:00:00 CEST 2015, Time: ,Sun Jul 12 14:00:00 CEST 2015, Event: ,Dolan v Jenkins, Favorite: ,Terry Jenkins, 2271008   size:2.53,Price: ,1.76,Brendan Dolan, 2441773   size:119.77,Price: ,2.16,x
1.119468452, Sport: ,Mixed Martial Arts, Time: ,Mon Jul 13 01:00:00 CEST 2015, Time: ,Mon Jul 13 01:00:00 CEST 2015, Event: ,Sullivan v Waters, Favorite: ,George Sullivan, 8830495   size:5.6,Price: ,1.46,Dominic Waters, 9937064   size:2.66,Price: ,2.62,ok
1.119371186, Sport: ,Soccer, Time: ,Sun Jul 12 18:00:00 CEST 2015, Time: ,Sun Jul 12 18:00:00 CEST 2015, Event: ,Mjallby v Nottm Forest, Favorite: ,Nottm Forest, 69718   size:2.7,Price: ,1.53,The Draw, 58805   size:6.97,Price: ,3.95,Mjallby, 60143   size:3.72,Price: ,4.7,x
1.119476959, Sport: ,Darts, Time: ,Sun Jul 12 15:00:00 CEST 2015, Time: ,Sun Jul 12 15:00:00 CEST 2015, Event: ,Wade v Webster, Favorite: ,James Wade, 2409762   size:8.8,Price: ,1.39,Mark Webster, 2409763   size:7.92,Price: ,3.15,ok
1.119476958, Sport: ,Darts, Time: ,Sun Jul 12 14:30:00 CEST 2015, Time: ,Sun Jul 12 14:30:00 CEST 2015, Event: ,M Smith v K Huybrechts, Favorite: ,Michael Smith, 3066962   size:2.73,Price: ,1.82,Kim Huybrechts, 5707918   size:130.77,Price: ,2.16,x
1.119373359, Sport: ,Soccer, Time: ,Sun Jul 12 17:30:00 CEST 2015, Time: ,Sun Jul 12 17:30:00 CEST 2015, Event: ,SJK v KTP, Favorite: ,SJK, 5418845   size:10.04,Price: ,1.48,The Draw, 58805   size:173.61,Price: ,4.4,KTP, 3844374   size:43.22,Price: ,9.4,ok
1.119470060, Sport: ,Tennis, Time: ,Sun Jul 12 14:00:00 CEST 2015, Time: ,Sun Jul 12 14:00:00 CEST 2015, Event: ,Shvedova v Paszek, Favorite: ,Yaroslava Shvedova, 2263713   size:5.55,Price: ,1.34,Tamira Paszek, 2263715   size:4.09,Price: ,3.85,ok
1.119446559, Sport: ,Soccer, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Deportivo Merlo v Sportivo Italiano, Favorite: ,Deportivo Merlo, 5181458   size:2.05,Price: ,2.16,The Draw, 58805   size:6.82,Price: ,3.2,Sportivo Italiano, 5971717   size:4.09,Price: ,3.4,x
1.119465972, Sport: ,Soccer, Time: ,Sun Jul 12 18:00:00 CEST 2015, Time: ,Sun Jul 12 18:00:00 CEST 2015, Event: ,Gent v Bordeaux, Favorite: ,Gent, 350594   size:5.1,Price: ,2.1,Bordeaux, 10501   size:4.44,Price: ,2.88,The Draw, 58805   size:2.74,Price: ,3.4,ok
1.119476609, Sport: ,Soccer, Time: ,Sun Jul 12 14:00:00 CEST 2015, Time: ,Sun Jul 12 14:00:00 CEST 2015, Event: ,Home Utd (Res) v NFA Blues U17, Favorite: ,NFA Blues U17, 8382173   size:137.54,Price: ,1.06,The Draw, 58805   size:2.77,Price: ,1.25,x
1.119476724, Sport: ,Tennis, Time: ,Sun Jul 12 18:00:00 CEST 2015, Time: ,Sun Jul 12 18:00:00 CEST 2015, Event: ,Saville v Whittington, Favorite: ,Luke Saville, 6965426   size:6.62,Price: ,1.34,Andrew Whittington, 8172414   size:60.74,Price: ,3.35,ok
1.119471398, Sport: ,Tennis, Time: ,Sun Jul 12 14:00:00 CEST 2015, Time: ,Sun Jul 12 14:00:00 CEST 2015, Event: ,Cavalle-Reimers v Dinu, Favorite: ,Cristina Dinu, 7216240   size:5.75,Price: ,1.55,Yvonne Cavalle-Reimers, 9327284   size:9.5,Price: ,2.52,ok
1.119368102, Sport: ,Soccer, Time: ,Sun Jul 12 21:00:00 CEST 2015, Time: ,Sun Jul 12 21:00:00 CEST 2015, Event: ,Cruzeiro v Goias, Favorite: ,Cruzeiro, 192807   size:48.16,Price: ,1.6,The Draw, 58805   size:105.55,Price: ,4.0,Goias, 198131   size:2.85,Price: ,7.6,ok
1.119397798, Sport: ,Baseball, Time: ,Sun Jul 12 19:10:00 CEST 2015, Time: ,Sun Jul 12 19:10:00 CEST 2015, Event: ,OAK @ CLE, Favorite: ,Cleveland (C Kluber), 6555494   size:3.39,Price: ,1.86,Oakland (S Gray), 7569852   size:301.67,Price: ,2.12,x
1.119368467, Sport: ,Soccer, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,Sao Paulo v Coritiba, Favorite: ,Sao Paulo, 198126   size:56.13,Price: ,1.58,The Draw, 58805   size:106.98,Price: ,4.0,Coritiba, 198141   size:47.02,Price: ,7.8,ok
1.119465762, Sport: ,Soccer, Time: ,Sun Jul 12 10:30:00 CEST 2015, Time: ,Sun Jul 12 10:30:00 CEST 2015, Event: ,Austria Vienna v FC Zurich, Favorite: ,Austria Vienna, 65352   size:7.83,Price: ,2.54,FC Zurich, 65783   size:8.05,Price: ,2.86,The Draw, 58805   size:32.5,Price: ,3.7,x
1.119475569, Sport: ,Soccer, Time: ,Sun Jul 12 16:00:00 CEST 2015, Time: ,Sun Jul 12 16:00:00 CEST 2015, Event: ,KA Akureyri U19 v HK Kopavogur U19, Favorite: ,HK Kopavogur U19, 8232716   size:137.54,Price: ,1.06,The Draw, 58805   size:2.77,Price: ,1.25,x
