1.121637850, Sport: ,Tennis, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,Bopanna/Mergea v Cabal/Farah, Favorite: ,Cabal/Farah, 6098095   size:4.22,Price: ,1.82,Bopanna/Mergea, 8890432   size:73.16,Price: ,2.04,x
1.121617603, Sport: ,Tennis, Time: ,Wed Nov 04 08:00:00 CET 2015, Time: ,Wed Nov 04 08:00:00 CET 2015, Event: ,Vinci v S Kuznetsova, Favorite: ,Svetlana Kuznetsova, 2256501   size:1613.23,Price: ,1.65,Roberta Vinci, 2249840   size:17.65,Price: ,2.5,x
1.121634296, Sport: ,Soccer, Time: ,Wed Nov 04 15:00:00 CET 2015, Time: ,Wed Nov 04 15:00:00 CET 2015, Event: ,Ancona v L Aquila, Favorite: ,Ancona, 60304   size:6.45,Price: ,2.18,L Aquila, 769089   size:5.0,Price: ,2.62,The Draw, 58805   size:4.25,Price: ,2.94,x
1.121635543, Sport: ,Tennis, Time: ,Wed Nov 04 14:00:00 CET 2015, Time: ,Wed Nov 04 14:00:00 CET 2015, Event: ,Isner v Al Bedene, Favorite: ,John Isner, 2474763   size:456.04,Price: ,1.3,Aljaz Bedene, 5706996   size:10.3,Price: ,4.1,ok
1.121527751, Sport: ,Soccer, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Penafiel v Aves, Favorite: ,Penafiel, 505984   size:11.87,Price: ,2.08,Aves, 505958   size:38.23,Price: ,4.3,The Draw, 58805   size:19.1,Price: ,3.25,x
1.121634572, Sport: ,Soccer, Time: ,Wed Nov 04 12:00:00 CET 2015, Time: ,Wed Nov 04 12:00:00 CET 2015, Event: ,Utenis Utena v FC Stumbras, Favorite: ,Utenis Utena, 9284713   size:2.55,Price: ,1.78,FC Stumbras, 7661326   size:51.15,Price: ,3.45,The Draw, 58805   size:55.71,Price: ,3.1,x
1.121515787, Sport: ,Soccer, Time: ,Wed Nov 04 13:00:00 CET 2015, Time: ,Wed Nov 04 13:00:00 CET 2015, Event: ,Maccabi Tel Aviv U19 v Porto U19, Favorite: ,Porto U19, 2502334   size:3.82,Price: ,1.57,Maccabi Tel Aviv U19, 6706700   size:5.95,Price: ,5.2,The Draw, 58805   size:3.66,Price: ,4.4,ok
1.121516117, Sport: ,Soccer, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Barcelona U19 v BATE Borisov U19, Favorite: ,Barcelona U19, 2502330   size:59.38,Price: ,1.09,BATE Borisov U19, 8835058   size:7.06,Price: ,32.0,The Draw, 58805   size:2.71,Price: ,7.8,ok
1.121618661, Sport: ,Basketball, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,Dongbu Promy v Busan Sonicboom, Favorite: ,Dongbu Promy, 5154590   size:91.24,Price: ,1.66,Busan Sonicboom, 8941900   size:2.55,Price: ,2.3,ok
1.121634241, Sport: ,Soccer, Time: ,Wed Nov 04 15:00:00 CET 2015, Time: ,Wed Nov 04 15:00:00 CET 2015, Event: ,Tuttocuoio v Lucchese, Favorite: ,Tuttocuoio, 8236407   size:7.55,Price: ,1.64,Lucchese, 201275   size:6.56,Price: ,4.1,The Draw, 58805   size:15.05,Price: ,3.0,x
1.121614993, Sport: ,Tennis, Time: ,Wed Nov 04 10:30:00 CET 2015, Time: ,Wed Nov 04 10:30:00 CET 2015, Event: ,Ito/Matsui v Bhambri/Sharan, Favorite: ,Bhambri/Sharan, 8815264   size:2.64,Price: ,1.61,Ito/Matsui, 9263916   size:2.64,Price: ,2.08,x
1.121558606, Sport: ,Soccer, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Guimaraes B v Academico de Viseu, Favorite: ,Guimaraes B, 6563316   size:65.01,Price: ,2.22,Academico de Viseu, 7611327   size:17.09,Price: ,3.8,The Draw, 58805   size:5.0,Price: ,3.35,ok
1.121632581, Sport: ,Soccer, Time: ,Wed Nov 04 13:30:00 CET 2015, Time: ,Wed Nov 04 13:30:00 CET 2015, Event: ,D Belgrano (Res) v CD UAI Urquiza (Res), Favorite: ,D Belgrano (Res), 10115829   size:4.17,Price: ,1.07,CD UAI Urquiza (Res), 10416043   size:4.17,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121623107, Sport: ,Basketball, Time: ,Wed Nov 04 12:35:00 CET 2015, Time: ,Wed Nov 04 12:35:00 CET 2015, Event: ,Qingdao v Shenzhen New Century Le, Favorite: ,Qingdao, 8926915   size:9.74,Price: ,1.03,Dongguan, 10466369   size:9.74,Price: ,1.03,x
1.121515512, Sport: ,Soccer, Time: ,Wed Nov 04 13:30:00 CET 2015, Time: ,Wed Nov 04 13:30:00 CET 2015, Event: ,Kitchee SC (Res) v Yuen Long (Res), Favorite: ,Kitchee SC (Res), 7204889   size:4.17,Price: ,1.07,Yuen Long (Res), 8242524   size:4.17,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121623109, Sport: ,Basketball, Time: ,Wed Nov 04 12:35:00 CET 2015, Time: ,Wed Nov 04 12:35:00 CET 2015, Event: ,Sichuan v Zhejiang Chouzhou, Favorite: ,Sichuan, 8926907   size:2.55,Price: ,1.14,Zhejiang Chouzhou, 8926899   size:2.55,Price: ,1.75,ok
1.121623105, Sport: ,Basketball, Time: ,Wed Nov 04 12:35:00 CET 2015, Time: ,Wed Nov 04 12:35:00 CET 2015, Event: ,Chongqing v Tianjin, Favorite: ,Chongqing, 8926914   size:4.98,Price: ,1.17,Tianjin, 8926906   size:3.06,Price: ,1.21,ok
1.121623106, Sport: ,Basketball, Time: ,Wed Nov 04 12:35:00 CET 2015, Time: ,Wed Nov 04 12:35:00 CET 2015, Event: ,Jiangsu Dragons v Liaoning, Favorite: ,Liaoning, 8926912   size:2.55,Price: ,1.12,Jiangsu Dragons, 8926904   size:2.64,Price: ,1.79,ok
1.121633796, Sport: ,Soccer, Time: ,Wed Nov 04 13:00:00 CET 2015, Time: ,Wed Nov 04 13:00:00 CET 2015, Event: ,AGF Fodbold U19 v Aalborg BK U19, Favorite: ,AGF Fodbold U19, 8734019   size:4.17,Price: ,1.07,Aalborg BK U19, 6432445   size:4.17,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121636545, Sport: ,Tennis, Time: ,Wed Nov 04 08:30:00 CET 2015, Time: ,Wed Nov 04 08:30:00 CET 2015, Event: ,Covington v Tomova, Favorite: ,Dominique Covington, 9627369   size:74.32,Price: ,1.04,Viktoriya Tomova, 4597116   size:3.0,Price: ,1.06,x
1.121618556, Sport: ,Basketball, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,KEB Hanabank v KB Stars, Favorite: ,KEB Hanabank, 8118828   size:9.74,Price: ,1.03,KB Stars, 6739926   size:9.74,Price: ,1.03,x
1.121634129, Sport: ,Soccer, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,Italy U19 (W) v England U19 (W), Favorite: ,England U19 (W), 4044101   size:2.76,Price: ,2.12,Italy U19 (W), 4728901   size:5.06,Price: ,3.55,The Draw, 58805   size:5.06,Price: ,3.55,x
1.121637344, Sport: ,Tennis, Time: ,Wed Nov 04 09:45:00 CET 2015, Time: ,Wed Nov 04 09:45:00 CET 2015, Event: ,Begemann/Raja v Gojowczyk/Weintraub, Favorite: ,Begemann/Raja, 10482815   size:2.55,Price: ,1.24,Gojowczyk/Weintraub, 10482811   size:4.61,Price: ,3.7,ok
1.121622705, Sport: ,Basketball, Time: ,Wed Nov 04 09:15:00 CET 2015, Time: ,Wed Nov 04 09:15:00 CET 2015, Event: ,Blackwater Elite v Meralco Bolts, Favorite: ,Meralco Bolts, 5023541   size:75.88,Price: ,1.2,Blackwater Elite, 8911707   size:30.67,Price: ,5.8,x
1.121558456, Sport: ,Volleyball, Time: ,Wed Nov 04 09:00:00 CET 2015, Time: ,Wed Nov 04 09:00:00 CET 2015, Event: ,IBK Altos v KGC Pro VC, Favorite: ,IBK Altos, 10391692   size:3.94,Price: ,1.27,KGC Pro VC, 10391695   size:26.92,Price: ,3.75,ok
1.121634074, Sport: ,Soccer, Time: ,Wed Nov 04 10:00:00 CET 2015, Time: ,Wed Nov 04 10:00:00 CET 2015, Event: ,Far Eastern Univ (W) v Myanmar (W), Favorite: ,Far Eastern Univ (W), 10487293   size:156.54,Price: ,1.07,Myanmar (W), 6652279   size:160.0,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121557924, Sport: ,Volleyball, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,Cheonan Hyundai Capital v Deajeon Bluefangs, Favorite: ,Cheonan Hyundai Capital, 10391679   size:105.98,Price: ,1.03,Deajeon Bluefangs, 10389009   size:105.98,Price: ,1.03,ok
1.121635168, Sport: ,Soccer, Time: ,Wed Nov 04 10:00:00 CET 2015, Time: ,Wed Nov 04 10:00:00 CET 2015, Event: ,Lokomotiv Tashkent v Mashal Mubarek, Favorite: ,Lokomotiv Tashkent, 6449763   size:2.76,Price: ,1.17,Mashal Mubarek, 8284446   size:3.64,Price: ,5.7,The Draw, 58805   size:3.8,Price: ,4.6,ok
1.121527973, Sport: ,Soccer, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Oriental v Santa Clara, Favorite: ,Oriental, 970435   size:3.73,Price: ,2.58,Santa Clara, 48793   size:75.97,Price: ,3.25,The Draw, 58805   size:7.4,Price: ,3.1,ok
1.121637860, Sport: ,Tennis, Time: ,Wed Nov 04 10:30:00 CET 2015, Time: ,Wed Nov 04 10:30:00 CET 2015, Event: ,Nishikori v Chardy, Favorite: ,Kei Nishikori, 2483001   size:2800.27,Price: ,1.38,Jeremy Chardy, 2304933   size:23.61,Price: ,3.5,ok
1.121648515, Sport: ,Tennis, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,Melanie Klaffner v Alberta Brianti, Favorite: ,Alberta Brianti, 2264534   size:3.68,Price: ,1.36,Melanie Klaffner, 2814671   size:4.09,Price: ,3.2,x
1.121515402, Sport: ,Soccer, Time: ,Wed Nov 04 15:00:00 CET 2015, Time: ,Wed Nov 04 15:00:00 CET 2015, Event: ,Giana Erminio v Pavia, Favorite: ,Pavia, 522040   size:7.55,Price: ,2.36,Giana Erminio, 8802590   size:7.55,Price: ,2.46,The Draw, 58805   size:2.55,Price: ,2.94,ok
1.121622541, Sport: ,Basketball, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Adana Aski Women v Spartak MR (W), Favorite: ,Adana Aski Women, 10459023   size:9.74,Price: ,1.03,Spartak MR (W), 8978715   size:9.74,Price: ,1.03,x
1.121636536, Sport: ,Tennis, Time: ,Wed Nov 04 09:30:00 CET 2015, Time: ,Wed Nov 04 09:30:00 CET 2015, Event: ,Gibson v Cakarevic, Favorite: ,Sara Cakarevic, 10116457   size:37.97,Price: ,1.03,Aimee Gibson, 9630104   size:45.62,Price: ,1.04,ok
1.121637508, Sport: ,Tennis, Time: ,Wed Nov 04 14:30:00 CET 2015, Time: ,Wed Nov 04 14:30:00 CET 2015, Event: ,Fucsovics v Lacko, Favorite: ,Lukas Lacko, 2263634   size:2.97,Price: ,1.68,Marton Fucsovics, 4827766   size:62.86,Price: ,2.12,x
1.121632579, Sport: ,Tennis, Time: ,Wed Nov 04 09:30:00 CET 2015, Time: ,Wed Nov 04 09:30:00 CET 2015, Event: ,Zekic v Juszczak, Favorite: ,Miljan Zekic, 7444811   size:4.97,Price: ,1.03,Loic Juszczak, 9630882   size:4.97,Price: ,1.03,x
1.120661682, Sport: ,Cricket, Time: ,Wed Nov 04 10:00:00 CET 2015, Time: ,Wed Nov 04 10:00:00 CET 2015, Event: ,Sri Lanka v West Indies (2nd ODI), Favorite: ,Sri Lanka, 7337   size:329.61,Price: ,1.42,West Indies, 235   size:35.44,Price: ,3.15,ok
1.121632856, Sport: ,Soccer, Time: ,Wed Nov 04 12:00:00 CET 2015, Time: ,Wed Nov 04 12:00:00 CET 2015, Event: ,Gandzasar Kapan v FC Pyunik, Favorite: ,FC Pyunik, 1526911   size:13.45,Price: ,1.83,Gandzasar Kapan, 4043809   size:2.55,Price: ,3.55,The Draw, 58805   size:2.35,Price: ,3.3,x
1.121636539, Sport: ,Tennis, Time: ,Wed Nov 04 09:30:00 CET 2015, Time: ,Wed Nov 04 09:30:00 CET 2015, Event: ,Argyelan v Siskova, Favorite: ,Csilla Argyelan, 9003511   size:37.97,Price: ,1.03,Eva Siskova, 10191975   size:57.03,Price: ,1.04,ok
1.121516172, Sport: ,Soccer, Time: ,Wed Nov 04 14:00:00 CET 2015, Time: ,Wed Nov 04 14:00:00 CET 2015, Event: ,Gent U19 v Valencia U19, Favorite: ,Valencia U19, 6607335   size:5.29,Price: ,1.61,Gent U19, 10262015   size:3.38,Price: ,4.8,The Draw, 58805   size:3.8,Price: ,3.65,ok
1.121634515, Sport: ,Tennis, Time: ,Wed Nov 04 08:30:00 CET 2015, Time: ,Wed Nov 04 08:30:00 CET 2015, Event: ,Nikles v Ternar, Favorite: ,Tomislav Ternar, 8683504   size:3.12,Price: ,1.6,Johan Nikles, 9629446   size:2.12,Price: ,2.36,x
1.121636538, Sport: ,Tennis, Time: ,Wed Nov 04 08:30:00 CET 2015, Time: ,Wed Nov 04 08:30:00 CET 2015, Event: ,Ghitescu v Alibalic, Favorite: ,Nina Alibalic, 9629314   size:2.55,Price: ,1.06,Andreea Ghitescu, 9286492   size:4.16,Price: ,2.82,x
1.121636285, Sport: ,Tennis, Time: ,Wed Nov 04 12:15:00 CET 2015, Time: ,Wed Nov 04 12:15:00 CET 2015, Event: ,L Mayer v Gasquet, Favorite: ,Richard Gasquet, 2249399   size:1478.98,Price: ,1.27,Leonardo Mayer, 3186303   size:107.77,Price: ,4.4,ok
1.121617401, Sport: ,Tennis, Time: ,Wed Nov 04 13:00:00 CET 2015, Time: ,Wed Nov 04 13:00:00 CET 2015, Event: ,Parmentier v Foretz, Favorite: ,Pauline Parmentier, 2309569   size:2.55,Price: ,1.44,Stephanie Foretz, 9152710   size:5.1,Price: ,2.9,ok
1.121635112, Sport: ,Soccer, Time: ,Wed Nov 04 13:45:00 CET 2015, Time: ,Wed Nov 04 13:45:00 CET 2015, Event: ,Dibba Al Fujairah v Al Fujairah (UAE), Favorite: ,Al Fujairah (UAE), 8855413   size:5.0,Price: ,2.08,Dibba Al Fujairah, 6685874   size:5.0,Price: ,2.38,The Draw, 58805   size:12.5,Price: ,3.1,x
1.121621863, Sport: ,Tennis, Time: ,Wed Nov 04 08:00:00 CET 2015, Time: ,Wed Nov 04 08:00:00 CET 2015, Event: ,T Ito v Chatpatcharoen, Favorite: ,Tatsuma Ito, 3374118   size:507.17,Price: ,1.07,Puriwat Chatpatcharoen, 9627662   size:8.46,Price: ,12.0,ok
1.121622713, Sport: ,Basketball, Time: ,Wed Nov 04 12:00:00 CET 2015, Time: ,Wed Nov 04 12:00:00 CET 2015, Event: ,San Miguel Beermen v Rain or Shine, Favorite: ,San Miguel Beermen, 3803247   size:151.61,Price: ,1.51,Rain Or Shine, 3880438   size:23.25,Price: ,2.7,x
1.121648540, Sport: ,Tennis, Time: ,Wed Nov 04 12:30:00 CET 2015, Time: ,Wed Nov 04 12:30:00 CET 2015, Event: ,Oana Georgeta Simion v Irina Khromacheva, Favorite: ,Irina Khromacheva, 6092292   size:2.55,Price: ,1.1,Oana Georgeta Simion, 9345645   size:5.49,Price: ,6.4,ok
1.121589761, Sport: ,Soccer, Time: ,Wed Nov 04 13:30:00 CET 2015, Time: ,Wed Nov 04 13:30:00 CET 2015, Event: ,Dolny Kubin v Trencin, Favorite: ,Trencin, 501167   size:54.28,Price: ,1.13,Dolny Kubin, 5809914   size:6.22,Price: ,12.0,The Draw, 58805   size:4.05,Price: ,7.0,ok
1.121633737, Sport: ,Tennis, Time: ,Wed Nov 04 08:30:00 CET 2015, Time: ,Wed Nov 04 08:30:00 CET 2015, Event: ,Stergiou v Tekavec, Favorite: ,Ioannis Stergiou, 9627605   size:3.33,Price: ,1.5,Maks Tekavec, 10372205   size:44.21,Price: ,2.0,x
1.121636845, Sport: ,Tennis, Time: ,Wed Nov 04 12:15:00 CET 2015, Time: ,Wed Nov 04 12:15:00 CET 2015, Event: ,G Dimitrov v Ma Cilic, Favorite: ,Marin Cilic, 2263681   size:31.96,Price: ,1.58,Grigor Dimitrov, 3120169   size:64.0,Price: ,2.6,x
1.121632801, Sport: ,Soccer, Time: ,Wed Nov 04 12:00:00 CET 2015, Time: ,Wed Nov 04 12:00:00 CET 2015, Event: ,FC Shirak v Mika, Favorite: ,FC Shirak, 866231   size:3.68,Price: ,1.72,Mika, 4843272   size:2.55,Price: ,4.4,The Draw, 58805   size:4.63,Price: ,3.35,x
1.121485568, Sport: ,Cricket, Time: ,Wed Nov 04 08:30:00 CET 2015, Time: ,Wed Nov 04 08:30:00 CET 2015, Event: ,Zimbabwe A v Bangladesh A (2nd ODI), Favorite: ,Bangladesh A, 8390508   size:5.31,Price: ,1.24,Zimbabwe A, 8671258   size:2.4,Price: ,2.08,ok
1.121528121, Sport: ,Soccer, Time: ,Wed Nov 04 14:00:00 CET 2015, Time: ,Wed Nov 04 14:00:00 CET 2015, Event: ,Dunajska Streda U19 v Banska Bystrica U19, Favorite: ,Dunajska Streda U19, 10210805   size:8.68,Price: ,1.23,Banska Bystrica U19, 7154587   size:2.75,Price: ,3.35,The Draw, 58805   size:2.75,Price: ,2.92,x
1.121635224, Sport: ,Soccer, Time: ,Wed Nov 04 10:00:00 CET 2015, Time: ,Wed Nov 04 10:00:00 CET 2015, Event: ,Nasaf v Pakhtakor, Favorite: ,Pakhtakor, 2909658   size:5.93,Price: ,1.16,Nasaf, 4692582   size:5.93,Price: ,1.21,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121637003, Sport: ,Tennis, Time: ,Wed Nov 04 08:00:00 CET 2015, Time: ,Wed Nov 04 08:00:00 CET 2015, Event: ,R Ghedin v Langer, Favorite: ,Nils Langer, 7066939   size:22.45,Price: ,1.26,Riccardo Ghedin, 3506053   size:56.04,Price: ,4.8,ok
1.121634892, Sport: ,Soccer, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Tourizense v Operario, Favorite: ,Tourizense, 1287677   size:4.17,Price: ,1.07,Operario, 2694177   size:20.0,Price: ,1.29,The Draw, 58805   size:7.04,Price: ,2.88,ok
1.121515622, Sport: ,Soccer, Time: ,Wed Nov 04 13:30:00 CET 2015, Time: ,Wed Nov 04 13:30:00 CET 2015, Event: ,TSW Pegasus FC (Res) v HK Rangers FC (Res), Favorite: ,TSW Pegasus FC (Res), 7204827   size:4.17,Price: ,1.07,HK Rangers FC (Res), 7204871   size:4.17,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,x
1.121515347, Sport: ,Soccer, Time: ,Wed Nov 04 16:00:00 CET 2015, Time: ,Wed Nov 04 16:00:00 CET 2015, Event: ,Busaiteen v Al Ahli, Favorite: ,Busaiteen, 3922360   size:2.55,Price: ,1.77,Al Ahli, 1252792   size:18.94,Price: ,2.56,The Draw, 58805   size:69.97,Price: ,3.35,ok
1.121648535, Sport: ,Tennis, Time: ,Wed Nov 04 12:30:00 CET 2015, Time: ,Wed Nov 04 12:30:00 CET 2015, Event: ,Maria Sakkari v Federica Arcidiacono, Favorite: ,Maria Sakkari, 9002331   size:7.3,Price: ,1.04,Federica Arcidiacono, 9288394   size:6.39,Price: ,15.5,ok
1.121637807, Sport: ,Tennis, Time: ,Wed Nov 04 12:45:00 CET 2015, Time: ,Wed Nov 04 12:45:00 CET 2015, Event: ,Ilhan v A Pavic, Favorite: ,Marsel Ilhan, 4147957   size:4.89,Price: ,1.66,Ante Pavic, 5224080   size:2.56,Price: ,2.32,x
1.121648531, Sport: ,Tennis, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,Dia Evtimova v Laura Pous-Tio, Favorite: ,Laura Pous-Tio, 8443238   size:4.91,Price: ,1.3,Dia Evtimova, 4691499   size:22.71,Price: ,4.1,ok
1.121633962, Sport: ,Soccer, Time: ,Wed Nov 04 10:30:00 CET 2015, Time: ,Wed Nov 04 10:30:00 CET 2015, Event: ,Air India v Central Bank of India, Favorite: ,Air India, 4391263   size:4.17,Price: ,1.07,Central Bank of India, 8940768   size:4.17,Price: ,1.07,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121634017, Sport: ,Soccer, Time: ,Wed Nov 04 11:30:00 CET 2015, Time: ,Wed Nov 04 11:30:00 CET 2015, Event: ,Guardian Angel SC v Sporting Goa, Favorite: ,Sporting Goa, 5969463   size:5.74,Price: ,1.47,Guardian Angel SC, 10139588   size:6.12,Price: ,2.02,The Draw, 58805   size:5.0,Price: ,3.15,ok
1.121632911, Sport: ,Soccer, Time: ,Wed Nov 04 11:00:00 CET 2015, Time: ,Wed Nov 04 11:00:00 CET 2015, Event: ,FC Inter Baku U19 v Zira PFC U19, Favorite: ,Zira PFC U19, 10487207   size:3.83,Price: ,1.41,FC Inter Baku U19, 7883465   size:3.6,Price: ,1.94,The Draw, 58805   size:5.0,Price: ,3.05,ok
1.121516392, Sport: ,Soccer, Time: ,Wed Nov 04 12:00:00 CET 2015, Time: ,Wed Nov 04 12:00:00 CET 2015, Event: ,Besiktas U19 v Red Bull Salzburg U19, Favorite: ,Besiktas U19, 9481003   size:9.81,Price: ,1.96,Red Bull Salzburg U19, 10317820   size:3.51,Price: ,2.84,The Draw, 58805   size:2.55,Price: ,3.85,ok
1.121615641, Sport: ,Tennis, Time: ,Wed Nov 04 16:15:00 CET 2015, Time: ,Wed Nov 04 16:15:00 CET 2015, Event: ,Skupski/Skupski v Krawietz/Marterer, Favorite: ,Skupski/Skupski, 7824202   size:2.55,Price: ,1.29,Krawietz/Marterer, 8943971   size:2.53,Price: ,2.52,ok
1.121615004, Sport: ,Tennis, Time: ,Wed Nov 04 13:00:00 CET 2015, Time: ,Wed Nov 04 13:00:00 CET 2015, Event: ,Fabbiano/Zopp v Fruttero/Wachiramanowon, Favorite: ,Fabbiano/Zopp, 10433866   size:2.64,Price: ,1.19,Fruttero/Wachiramanowon, 10482816   size:2.64,Price: ,3.95,x
1.121640321, Sport: ,Tennis, Time: ,Wed Nov 04 12:45:00 CET 2015, Time: ,Wed Nov 04 12:45:00 CET 2015, Event: ,Murray/Peers v Klaasen/Ram, Favorite: ,Murray/Peers, 7191922   size:2.55,Price: ,1.53,Klaasen/Ram, 9546313   size:2.64,Price: ,2.48,x
1.121648604, Sport: ,Tennis, Time: ,Wed Nov 04 12:00:00 CET 2015, Time: ,Wed Nov 04 12:00:00 CET 2015, Event: ,Paszek v Stuchla, Favorite: ,Tamira Paszek, 2263715   size:16.55,Price: ,1.08,Karolina Stuchla, 9150749   size:5.48,Price: ,10.0,ok
1.121617380, Sport: ,Tennis, Time: ,Wed Nov 04 13:15:00 CET 2015, Time: ,Wed Nov 04 13:15:00 CET 2015, Event: ,Georges v Panova, Favorite: ,Alexandra Panova, 3220169   size:15.45,Price: ,1.44,Myrtille Georges, 7283251   size:8.48,Price: ,2.82,x
1.121637678, Sport: ,Tennis, Time: ,Wed Nov 04 15:45:00 CET 2015, Time: ,Wed Nov 04 15:45:00 CET 2015, Event: ,Roger-Vasselin v Berdych, Favorite: ,Tomas Berdych, 2256470   size:3373.04,Price: ,1.18,Edouard Roger-Vasselin, 8259187   size:27.07,Price: ,6.2,ok
