1.120993764, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Scotland v Poland, Favorite: ,Poland, 8207   size:3419.28,Price: ,2.56,Scotland, 447   size:45.02,Price: ,3.2,The Draw, 58805   size:5817.18,Price: ,3.35,x
1.120991222, Sport: ,Soccer, Time: ,Thu Oct 08 23:00:00 CEST 2015, Time: ,Thu Oct 08 23:00:00 CEST 2015, Event: ,Venezuela v Paraguay, Favorite: ,Venezuela, 15302   size:135.68,Price: ,2.38,Paraguay, 55211   size:35.58,Price: ,3.6,The Draw, 58805   size:630.62,Price: ,3.3,x
1.121120423, Sport: ,Tennis, Time: ,Thu Oct 08 20:41:00 CEST 2015, Time: ,Thu Oct 08 20:41:00 CEST 2015, Event: ,Teixeira v Marchenko, Favorite: ,Illya Marchenko, 3691700   size:881.85,Price: ,1.26,Maxime Teixeira, 5321113   size:52.95,Price: ,4.5,ok
1.121107725, Sport: ,Tennis, Time: ,Fri Oct 09 10:15:00 CEST 2015, Time: ,Fri Oct 09 10:15:00 CEST 2015, Event: ,D Ferrer v Ye Lu, Favorite: ,David Ferrer, 2257314   size:9457.71,Price: ,1.26,Yen-Hsun Lu, 8287128   size:94.0,Price: ,4.3,ok
1.121120503, Sport: ,Tennis, Time: ,Thu Oct 08 22:30:00 CEST 2015, Time: ,Thu Oct 08 22:30:00 CEST 2015, Event: ,Galdos/Hernandez-Fernan v Coppejans/De Loore, Favorite: ,Galdos/Hernandez-Fernan, 9457255   size:3.89,Price: ,1.59,Coppejans/De Loore, 10384278   size:2.75,Price: ,2.46,ok
1.121120745, Sport: ,Tennis, Time: ,Fri Oct 09 07:30:00 CEST 2015, Time: ,Fri Oct 09 07:30:00 CEST 2015, Event: ,Ma Cilic v Nishikori, Favorite: ,Kei Nishikori, 2483001   size:288.81,Price: ,1.38,Marin Cilic, 2263681   size:54.32,Price: ,3.5,ok
1.121107485, Sport: ,Ice Hockey, Time: ,Fri Oct 09 02:35:00 CEST 2015, Time: ,Fri Oct 09 02:35:00 CEST 2015, Event: ,Pittsburgh @ Dallas, Favorite: ,Dallas, 2108116   size:4.56,Price: ,2.54,Pittsburgh, 2115995   size:104.0,Price: ,2.6,Tie, 60104   size:318.0,Price: ,4.0,ok
1.121107322, Sport: ,Tennis, Time: ,Fri Oct 09 04:00:00 CEST 2015, Time: ,Fri Oct 09 04:00:00 CEST 2015, Event: ,G Simon v G Muller, Favorite: ,Gilles Simon, 2249345   size:736.4,Price: ,1.59,Gilles Muller, 2248579   size:222.81,Price: ,2.66,x
1.121118423, Sport: ,Soccer, Time: ,Fri Oct 09 10:00:00 CEST 2015, Time: ,Fri Oct 09 10:00:00 CEST 2015, Event: ,Quang Ninh U21 v Ha Noi T&T U21, Favorite: ,Ha Noi T&T U21, 7650226   size:80.0,Price: ,1.25,Quang Ninh U21, 7642480   size:20.0,Price: ,2.0,The Draw, 58805   size:2.58,Price: ,1.39,ok
1.121118589, Sport: ,Soccer, Time: ,Fri Oct 09 10:00:00 CEST 2015, Time: ,Fri Oct 09 10:00:00 CEST 2015, Event: ,Dong Nai U21 v PVF U21, Favorite: ,The Draw, 58805   size:2.58,Price: ,1.39,Dong Nai U21, 7639987   size:40.0,Price: ,1.5,PVF U21, 10392978   size:40.0,Price: ,1.5,ok
1.121107480, Sport: ,Ice Hockey, Time: ,Fri Oct 09 02:05:00 CEST 2015, Time: ,Fri Oct 09 02:05:00 CEST 2015, Event: ,Carolina @ Nashville, Favorite: ,Nashville, 2109832   size:526.0,Price: ,1.91,Carolina, 2108027   size:2.62,Price: ,3.75,Tie, 60104   size:97.0,Price: ,4.3,ok
1.121092952, Sport: ,Basketball, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Trento v Armani Milano, Favorite: ,Armani Milano, 952727   size:2666.0,Price: ,1.56,Trento, 8782954   size:27.02,Price: ,2.64,x
1.121019039, Sport: ,Handball, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Paris Saint German v Chambery, Favorite: ,Paris Saint German, 8835235   size:381.26,Price: ,1.07,Chambery, 3361608   size:108.4,Price: ,16.5,Draw, 330157   size:2.63,Price: ,21.0,ok
1.121074826, Sport: ,Basketball, Time: ,Fri Oct 09 04:00:00 CEST 2015, Time: ,Fri Oct 09 04:00:00 CEST 2015, Event: ,Toronto @ LA Lakers, Favorite: ,Toronto, 13113   size:3.97,Price: ,1.44,LA Lakers, 2120881   size:3.69,Price: ,2.84,ok
1.121120432, Sport: ,Tennis, Time: ,Thu Oct 08 22:00:00 CEST 2015, Time: ,Thu Oct 08 22:00:00 CEST 2015, Event: ,Lao v Pegula, Favorite: ,Jessica Pegula, 6215852   size:3.8,Price: ,1.28,Danielle Lao, 8826936   size:25.15,Price: ,3.7,ok
1.121120550, Sport: ,Tennis, Time: ,Thu Oct 08 19:52:00 CEST 2015, Time: ,Thu Oct 08 19:52:00 CEST 2015, Event: ,Lama v Alejandro Gonzalez, Favorite: ,Gonzalo Lama, 7032057   size:148.58,Price: ,1.8,Alejandro Gonzalez, 6604262   size:182.4,Price: ,2.14,ok
1.121020225, Sport: ,Handball, Time: ,Thu Oct 08 19:45:00 CEST 2015, Time: ,Thu Oct 08 19:45:00 CEST 2015, Event: ,Skovde v Hammarby, Favorite: ,Skovde, 330154   size:2.71,Price: ,1.01,Hammarby, 1088447   size:2.71,Price: ,1.01,Draw, 330157   size:2.71,Price: ,1.01,x
1.121144749, Sport: ,Tennis, Time: ,Fri Oct 09 10:00:00 CEST 2015, Time: ,Fri Oct 09 10:00:00 CEST 2015, Event: ,A Ivanovic v Pavlyuchenkova, Favorite: ,Ana Ivanovic, 2249841   size:27.59,Price: ,1.41,Anastasia Pavlyuchenkov, 9438602   size:45.81,Price: ,3.35,ok
1.121107790, Sport: ,Baseball, Time: ,Fri Oct 09 01:37:00 CEST 2015, Time: ,Fri Oct 09 01:37:00 CEST 2015, Event: ,HOU @ KC, Favorite: ,Kansas City (Y Ventura), 7663454   size:82.09,Price: ,1.77,Houston (C McHugh), 8480882   size:552.54,Price: ,2.28,x
1.121115327, Sport: ,Soccer, Time: ,Fri Oct 09 13:00:00 CEST 2015, Time: ,Fri Oct 09 13:00:00 CEST 2015, Event: ,Bangkok Utd v Laos, Favorite: ,Bangkok Utd, 9282747   size:3.54,Price: ,1.07,Laos, 920030   size:3.54,Price: ,1.07,The Draw, 58805   size:2.58,Price: ,1.39,ok
1.121115845, Sport: ,Soccer, Time: ,Fri Oct 09 11:00:00 CEST 2015, Time: ,Fri Oct 09 11:00:00 CEST 2015, Event: ,Videoton v Dunajska Streda, Favorite: ,Videoton, 427649   size:2.55,Price: ,2.14,Dunajska Streda, 3176495   size:2.55,Price: ,2.9,The Draw, 58805   size:61.73,Price: ,3.2,x
1.121120507, Sport: ,Tennis, Time: ,Thu Oct 08 22:15:00 CEST 2015, Time: ,Thu Oct 08 22:15:00 CEST 2015, Event: ,Brunstrom/Nielsen v Behar/Gonzales, Favorite: ,Brunstrom/Nielsen, 6677971   size:150.97,Price: ,1.25,Behar/Gonzales, 10248541   size:71.5,Price: ,4.0,ok
1.121105097, Sport: ,Soccer, Time: ,Thu Oct 08 20:30:00 CEST 2015, Time: ,Thu Oct 08 20:30:00 CEST 2015, Event: ,Chelsea (W) v Glasgow City (W), Favorite: ,Chelsea (W), 5467180   size:162.16,Price: ,1.17,Glasgow City (W), 7764369   size:13.56,Price: ,24.0,The Draw, 58805   size:5.36,Price: ,8.8,ok
1.121074791, Sport: ,Basketball, Time: ,Thu Oct 08 21:00:00 CEST 2015, Time: ,Thu Oct 08 21:00:00 CEST 2015, Event: ,Boston @ Real Madrid, Favorite: ,Boston, 13108   size:124.08,Price: ,1.47,Real Madrid, 266274   size:5.0,Price: ,3.0,ok
1.121107475, Sport: ,Ice Hockey, Time: ,Fri Oct 09 02:05:00 CEST 2015, Time: ,Fri Oct 09 02:05:00 CEST 2015, Event: ,Edmonton @ St.Louis, Favorite: ,St.Louis, 8960984   size:497.0,Price: ,1.87,Edmonton, 2109967   size:96.34,Price: ,3.65,Tie, 60104   size:297.0,Price: ,4.4,ok
1.121114717, Sport: ,Tennis, Time: ,Fri Oct 09 08:30:00 CEST 2015, Time: ,Fri Oct 09 08:30:00 CEST 2015, Event: ,A Radwanska v Kerber, Favorite: ,Angelique Kerber, 2411840   size:24.44,Price: ,1.66,Agnieszka Radwanska, 2263577   size:255.68,Price: ,2.46,x
