1.120993764, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Scotland v Poland, Favorite: ,Poland, 8207   size:3419.28,Price: ,2.56,Scotland, 447   size:45.02,Price: ,3.2,The Draw, 58805   size:5817.18,Price: ,3.35,x
1.120991222, Sport: ,Soccer, Time: ,Thu Oct 08 23:00:00 CEST 2015, Time: ,Thu Oct 08 23:00:00 CEST 2015, Event: ,Venezuela v Paraguay, Favorite: ,Venezuela, 15302   size:135.68,Price: ,2.38,Paraguay, 55211   size:35.58,Price: ,3.6,The Draw, 58805   size:630.62,Price: ,3.3,x
1.121120423, Sport: ,Tennis, Time: ,Thu Oct 08 20:41:00 CEST 2015, Time: ,Thu Oct 08 20:41:00 CEST 2015, Event: ,Teixeira v Marchenko, Favorite: ,Illya Marchenko, 3691700   size:881.85,Price: ,1.26,Maxime Teixeira, 5321113   size:52.95,Price: ,4.5,ok
1.120994160, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Portugal v Denmark, Favorite: ,Portugal, 19   size:2567.87,Price: ,1.83,Denmark, 32   size:135.65,Price: ,5.5,The Draw, 58805   size:415.67,Price: ,3.6,ok
1.121016042, Sport: ,Soccer, Time: ,Fri Oct 09 03:30:00 CEST 2015, Time: ,Fri Oct 09 03:30:00 CEST 2015, Event: ,Panama v Trinidad and Tobago, Favorite: ,Panama, 520320   size:586.36,Price: ,1.73,Trinidad and Tobago, 386879   size:2900.01,Price: ,7.0,The Draw, 58805   size:476.02,Price: ,3.5,x
1.121120482, Sport: ,Tennis, Time: ,Thu Oct 08 22:00:00 CEST 2015, Time: ,Thu Oct 08 22:00:00 CEST 2015, Event: ,Townsend v Glatch, Favorite: ,Alexa Glatch, 2481491   size:10.24,Price: ,1.46,Taylor Townsend, 7066166   size:4.82,Price: ,2.72,ok
1.121120483, Sport: ,Darts, Time: ,Thu Oct 08 20:10:00 CEST 2015, Time: ,Thu Oct 08 20:10:00 CEST 2015, Event: ,Ian White v Robert Thornton, Favorite: ,Robert Thornton, 2658190   size:546.83,Price: ,1.54,Ian White, 4396149   size:12.49,Price: ,2.8,ok
1.121144297, Sport: ,Tennis, Time: ,Fri Oct 09 13:30:00 CEST 2015, Time: ,Fri Oct 09 13:30:00 CEST 2015, Event: ,N Djokovic v Isner, Favorite: ,Novak Djokovic, 2249229   size:17406.5,Price: ,1.09,John Isner, 2474763   size:83.84,Price: ,11.0,ok
1.121120481, Sport: ,Tennis, Time: ,Thu Oct 08 21:30:00 CEST 2015, Time: ,Thu Oct 08 21:30:00 CEST 2015, Event: ,Lim v Matteucci, Favorite: ,Alize Lim, 5660298   size:164.03,Price: ,1.53,Alice Matteucci, 7414273   size:5.89,Price: ,2.56,ok
1.121120523, Sport: ,Tennis, Time: ,Thu Oct 08 20:00:00 CEST 2015, Time: ,Thu Oct 08 20:00:00 CEST 2015, Event: ,Reuter/Samper-Montana v Gomez/Mantilla, Favorite: ,Reuter/Samper-Montana, 10344124   size:3.54,Price: ,1.75,Gomez/Mantilla, 10384562   size:2.98,Price: ,2.08,x
1.121107467, Sport: ,Ice Hockey, Time: ,Fri Oct 09 01:35:00 CEST 2015, Time: ,Fri Oct 09 01:35:00 CEST 2015, Event: ,Philadelphia @ Tampa Bay, Favorite: ,Tampa Bay, 2109715   size:292.0,Price: ,1.91,Philadelphia, 2109791   size:5.68,Price: ,3.65,Tie, 60104   size:486.0,Price: ,4.2,x
1.121101608, Sport: ,Basketball, Time: ,Fri Oct 09 02:00:00 CEST 2015, Time: ,Fri Oct 09 02:00:00 CEST 2015, Event: ,Boca Jrs v Ferro Carril Oeste, Favorite: ,Boca Jrs, 6719112   size:5.64,Price: ,1.62,Ferro Carril Oeste, 10312212   size:2.55,Price: ,2.38,x
1.121107781, Sport: ,Baseball, Time: ,Thu Oct 08 21:37:00 CEST 2015, Time: ,Thu Oct 08 21:37:00 CEST 2015, Event: ,TEX @ TOR, Favorite: ,Toronto (D Price), 10108182   size:8459.97,Price: ,1.45,Texas (Y Gallardo), 9378796   size:577.81,Price: ,3.15,x
1.121107462, Sport: ,Ice Hockey, Time: ,Fri Oct 09 01:05:00 CEST 2015, Time: ,Fri Oct 09 01:05:00 CEST 2015, Event: ,Ottawa @ Buffalo, Favorite: ,Ottawa, 2108072   size:264.13,Price: ,2.24,Buffalo, 4427593   size:532.0,Price: ,2.88,Tie, 60104   size:4.73,Price: ,4.2,ok
1.121090070, Sport: ,American Football, Time: ,Fri Oct 09 02:00:00 CEST 2015, Time: ,Fri Oct 09 02:00:00 CEST 2015, Event: ,SMU @ Houston, Favorite: ,Houston, 87483   size:2480.46,Price: ,1.03,SMU, 4242049   size:8.14,Price: ,16.0,ok
1.121118368, Sport: ,Soccer, Time: ,Fri Oct 09 12:00:00 CEST 2015, Time: ,Fri Oct 09 12:00:00 CEST 2015, Event: ,Vinh Long FC U21 v Hung Vuong An Giang U21, Favorite: ,Vinh Long FC U21, 7639951   size:3.54,Price: ,1.07,Hung Vuong An Giang U21, 8773425   size:3.54,Price: ,1.07,The Draw, 58805   size:2.58,Price: ,1.39,x
1.121090073, Sport: ,American Football, Time: ,Fri Oct 09 03:00:00 CEST 2015, Time: ,Fri Oct 09 03:00:00 CEST 2015, Event: ,Washington @ USC, Favorite: ,USC, 484731   size:384.43,Price: ,1.13,Washington, 2545123   size:107.63,Price: ,7.0,x
1.121074823, Sport: ,Basketball, Time: ,Fri Oct 09 05:00:00 CEST 2015, Time: ,Fri Oct 09 05:00:00 CEST 2015, Event: ,San Antonio @ Sacramento, Favorite: ,Sacramento, 13127   size:3.09,Price: ,1.72,San Antonio, 13121   size:29.01,Price: ,2.28,ok
1.120994030, Sport: ,Soccer, Time: ,Thu Oct 08 20:45:00 CEST 2015, Time: ,Thu Oct 08 20:45:00 CEST 2015, Event: ,Northern Ireland v Greece, Favorite: ,Northern Ireland, 231384   size:109.56,Price: ,2.72,Greece, 15287   size:546.8,Price: ,3.4,The Draw, 58805   size:3856.8,Price: ,2.92,ok
1.121120411, Sport: ,Tennis, Time: ,Thu Oct 08 23:00:00 CEST 2015, Time: ,Thu Oct 08 23:00:00 CEST 2015, Event: ,Podoroska v Dominguez Lino, Favorite: ,Lourdes Dominguez Lino, 2256484   size:2.55,Price: ,1.53,Nadia Podoroska, 9042349   size:39.03,Price: ,2.74,ok
1.121120412, Sport: ,Darts, Time: ,Thu Oct 08 21:10:00 CEST 2015, Time: ,Thu Oct 08 21:10:00 CEST 2015, Event: ,Mensur Suljovic v Vincent van der Voort, Favorite: ,Mensur Suljovic, 2693783   size:12.98,Price: ,1.86,Vincent van der Voort, 2414388   size:180.12,Price: ,2.12,ok
1.121107134, Sport: ,Darts, Time: ,Thu Oct 08 22:10:00 CEST 2015, Time: ,Thu Oct 08 22:10:00 CEST 2015, Event: ,Mark Webster v Jelle Klaasen, Favorite: ,Jelle Klaasen, 2414411   size:116.64,Price: ,1.64,Mark Webster, 2409763   size:118.09,Price: ,2.36,x
1.121118533, Sport: ,Soccer, Time: ,Fri Oct 09 10:00:00 CEST 2015, Time: ,Fri Oct 09 10:00:00 CEST 2015, Event: ,Dong Thap U21 v Can Tho U21, Favorite: ,Dong Thap U21, 7642507   size:250.0,Price: ,1.08,Can Tho U21, 7639950   size:20.0,Price: ,2.0,The Draw, 58805   size:2.58,Price: ,1.39,x
1.121074811, Sport: ,Basketball, Time: ,Fri Oct 09 03:00:00 CEST 2015, Time: ,Fri Oct 09 03:00:00 CEST 2015, Event: ,Chicago @ Denver, Favorite: ,Chicago, 13117   size:7.38,Price: ,1.7,Denver, 13124   size:5.23,Price: ,2.2,x
1.120991270, Sport: ,Soccer, Time: ,Thu Oct 08 22:30:00 CEST 2015, Time: ,Thu Oct 08 22:30:00 CEST 2015, Event: ,Colombia v Peru, Favorite: ,Colombia, 15299   size:687.77,Price: ,1.55,Peru, 15301   size:33.95,Price: ,8.8,The Draw, 58805   size:204.59,Price: ,4.1,ok
1.121016182, Sport: ,Soccer, Time: ,Fri Oct 09 04:00:00 CEST 2015, Time: ,Fri Oct 09 04:00:00 CEST 2015, Event: ,Costa Rica v South Africa, Favorite: ,Costa Rica, 43376   size:244.67,Price: ,1.77,South Africa, 33291   size:129.08,Price: ,6.2,The Draw, 58805   size:151.43,Price: ,3.55,x
1.121115549, Sport: ,Soccer, Time: ,Fri Oct 09 13:00:00 CEST 2015, Time: ,Fri Oct 09 13:00:00 CEST 2015, Event: ,Slovan Liberec v Zaglebie Lubin, Favorite: ,Slovan Liberec, 10503   size:2.55,Price: ,2.02,Zaglebie Lubin, 166904   size:2.55,Price: ,3.1,The Draw, 58805   size:2.55,Price: ,3.4,x
1.121107490, Sport: ,Ice Hockey, Time: ,Fri Oct 09 03:05:00 CEST 2015, Time: ,Fri Oct 09 03:05:00 CEST 2015, Event: ,Minnesota @ Colorado, Favorite: ,Minnesota, 2109894   size:2.54,Price: ,2.44,Colorado, 2108117   size:101.38,Price: ,2.8,Tie, 60104   size:345.29,Price: ,3.9,ok
1.121114701, Sport: ,Tennis, Time: ,Fri Oct 09 06:30:00 CEST 2015, Time: ,Fri Oct 09 06:30:00 CEST 2015, Event: ,Bacsinszky v Errani, Favorite: ,Timea Bacsinszky, 2263710   size:33.31,Price: ,1.83,Sara Errani, 2309567   size:11.74,Price: ,2.14,ok
1.121005305, Sport: ,Handball, Time: ,Thu Oct 08 20:00:00 CEST 2015, Time: ,Thu Oct 08 20:00:00 CEST 2015, Event: ,Kadetten Schaffhausen v Motor Zaporozhye, Favorite: ,Kadetten Schaffhausen, 1235206   size:2.71,Price: ,1.01,Motor Zaporozhye, 3228706   size:2.71,Price: ,1.01,Draw, 330157   size:2.71,Price: ,1.01,ok
1.121101781, Sport: ,Basketball, Time: ,Fri Oct 09 10:00:00 CEST 2015, Time: ,Fri Oct 09 10:00:00 CEST 2015, Event: ,Goyang Orions v Anyang KGC Pro, Favorite: ,Anyang KGC Pro, 10276570   size:2.55,Price: ,1.16,Goyang Orions, 5889518   size:2.55,Price: ,1.27,x
1.121107457, Sport: ,Ice Hockey, Time: ,Fri Oct 09 01:05:00 CEST 2015, Time: ,Fri Oct 09 01:05:00 CEST 2015, Event: ,Winnipeg @ Boston, Favorite: ,Boston, 2112316   size:544.0,Price: ,2.36,Winnipeg, 5866888   size:4.15,Price: ,2.82,Tie, 60104   size:334.0,Price: ,3.9,x
1.120991174, Sport: ,Soccer, Time: ,Thu Oct 08 22:00:00 CEST 2015, Time: ,Thu Oct 08 22:00:00 CEST 2015, Event: ,Bolivia v Uruguay, Favorite: ,Bolivia, 61303   size:122.83,Price: ,2.84,Uruguay, 15298   size:95.41,Price: ,2.92,The Draw, 58805   size:2628.88,Price: ,3.25,x
