1.121528573, Sport: ,Tennis, Time: ,Thu Oct 29 16:30:00 CET 2015, Time: ,Thu Oct 29 16:30:00 CET 2015, Event: ,A Sadikovic v E Wacanno, Favorite: ,Amra Sadikovic, 4183959   size:15.95,Price: ,1.14,Eva Wacanno, 8543383   size:8.72,Price: ,6.4,ok
1.121528694, Sport: ,Tennis, Time: ,Thu Oct 29 15:00:00 CET 2015, Time: ,Thu Oct 29 15:00:00 CET 2015, Event: ,K Stewart v J Glushko, Favorite: ,Julia Glushko, 5321877   size:5.95,Price: ,1.76,Katerina Stewart, 7584251   size:40.3,Price: ,2.04,ok
1.121388302, Sport: ,Soccer, Time: ,Thu Oct 29 16:00:00 CET 2015, Time: ,Thu Oct 29 16:00:00 CET 2015, Event: ,Kryliya Sovetov v Dinamo Moscow, Favorite: ,Dinamo Moscow, 50343   size:27.66,Price: ,2.66,Kryliya Sovetov, 579339   size:97.99,Price: ,3.05,The Draw, 58805   size:187.09,Price: ,3.2,ok
1.121528572, Sport: ,Tennis, Time: ,Thu Oct 29 16:30:00 CET 2015, Time: ,Thu Oct 29 16:30:00 CET 2015, Event: ,S Vogt v H El Tabakh, Favorite: ,Stephanie Vogt, 2548776   size:5.04,Price: ,1.27,Heidi El Tabakh, 4030151   size:50.21,Price: ,4.1,x
1.121528693, Sport: ,Tennis, Time: ,Thu Oct 29 16:00:00 CET 2015, Time: ,Thu Oct 29 16:00:00 CET 2015, Event: ,N Podoroska v N Broady, Favorite: ,Naomi Broady, 3960538   size:37.06,Price: ,1.3,Nadia Podoroska, 9042349   size:7.72,Price: ,3.55,ok
1.121512629, Sport: ,Soccer, Time: ,Thu Oct 29 13:50:00 CET 2015, Time: ,Thu Oct 29 13:50:00 CET 2015, Event: ,Emirates Club v Al Wasl, Favorite: ,Al Wasl, 3618587   size:5.99,Price: ,1.86,Emirates Club, 5305983   size:72.93,Price: ,3.9,The Draw, 58805   size:4.08,Price: ,3.6,x
1.121388985, Sport: ,Soccer, Time: ,Thu Oct 29 17:00:00 CET 2015, Time: ,Thu Oct 29 17:00:00 CET 2015, Event: ,Mersin Idman Yurdu v Basaksehir, Favorite: ,Basaksehir, 10071088   size:259.07,Price: ,2.26,Mersin Idman Yurdu, 508779   size:36.16,Price: ,3.4,The Draw, 58805   size:230.95,Price: ,3.6,x
1.121499962, Sport: ,Ice Hockey, Time: ,Thu Oct 29 17:30:00 CET 2015, Time: ,Thu Oct 29 17:30:00 CET 2015, Event: ,HIFK v Blues, Favorite: ,HIFK, 66428   size:13.12,Price: ,1.55,Blues, 66804   size:20.16,Price: ,5.5,Tie, 60104   size:48.71,Price: ,5.2,ok
1.121385151, Sport: ,Ice Hockey, Time: ,Thu Oct 29 15:00:00 CET 2015, Time: ,Thu Oct 29 15:00:00 CET 2015, Event: ,Traktor v Sochi, Favorite: ,Traktor, 2595834   size:67.0,Price: ,2.48,Sochi, 8796844   size:2.37,Price: ,2.7,Tie, 60104   size:52.62,Price: ,3.9,ok
1.121528574, Sport: ,Tennis, Time: ,Thu Oct 29 17:00:00 CET 2015, Time: ,Thu Oct 29 17:00:00 CET 2015, Event: ,J Jaksic v S Crawford, Favorite: ,Jovana Jaksic, 7168389   size:184.93,Price: ,1.99,Samantha Crawford, 6603928   size:2.55,Price: ,2.0,ok
1.121386401, Sport: ,Soccer, Time: ,Thu Oct 29 15:30:00 CET 2015, Time: ,Thu Oct 29 15:30:00 CET 2015, Event: ,Beroe Stara Za v Bansko, Favorite: ,Beroe Stara Za, 4127866   size:3.25,Price: ,1.09,Bansko, 5112595   size:5.95,Price: ,1.13,The Draw, 58805   size:5.0,Price: ,2.9,ok
1.121385994, Sport: ,Soccer, Time: ,Thu Oct 29 14:30:00 CET 2015, Time: ,Thu Oct 29 14:30:00 CET 2015, Event: ,Atletico De Kolkata v Delhi Dynamos, Favorite: ,Atletico De Kolkata, 8897744   size:3.65,Price: ,2.38,Delhi Dynamos, 8897748   size:29.95,Price: ,3.45,The Draw, 58805   size:13.97,Price: ,3.3,x
1.121528698, Sport: ,Tennis, Time: ,Thu Oct 29 16:30:00 CET 2015, Time: ,Thu Oct 29 16:30:00 CET 2015, Event: ,C Buyukakcay v V Golubic, Favorite: ,Viktorija Golubic, 7283232   size:2.7,Price: ,1.85,Cagla Buyukakcay, 3051579   size:2.54,Price: ,1.97,x
1.121386048, Sport: ,Soccer, Time: ,Thu Oct 29 14:00:00 CET 2015, Time: ,Thu Oct 29 14:00:00 CET 2015, Event: ,Olympiakos Volou v Chania, Favorite: ,Olympiakos Volou, 2126375   size:6.48,Price: ,1.85,Chania, 7687771   size:15.86,Price: ,4.7,The Draw, 58805   size:14.02,Price: ,3.4,x
