1.122299321, Sport: ,Soccer, Time: ,Thu Dec 17 17:40:00 CET 2015, Time: ,Thu Dec 17 17:40:00 CET 2015, Event: ,Al Qadsia v Khaitan, Favorite: ,Al Qadsia, 2909647   size:45.0,Price: ,1.25,Khaitan, 9359990   size:45.0,Price: ,1.25,The Draw, 58805   size:5.2,Price: ,3.1,x
1.122214082, Sport: ,Soccer, Time: ,Thu Dec 17 14:00:00 CET 2015, Time: ,Thu Dec 17 14:00:00 CET 2015, Event: ,Olympiakos Volou v PAOK, Favorite: ,PAOK, 232095   size:43.89,Price: ,2.26,Olympiakos Volou, 2126375   size:94.35,Price: ,3.0,The Draw, 58805   size:6.47,Price: ,4.4,x
1.122232185, Sport: ,Snooker, Time: ,Thu Dec 17 20:00:00 CET 2015, Time: ,Thu Dec 17 20:00:00 CET 2015, Event: ,Xiao Goudong v Lee Walker, Favorite: ,Xiao Goudong, 10616873   size:2.55,Price: ,1.41,lee walker, 2620445   size:8.54,Price: ,3.0,ok
1.122213717, Sport: ,Soccer, Time: ,Thu Dec 17 16:00:00 CET 2015, Time: ,Thu Dec 17 16:00:00 CET 2015, Event: ,Wadi Degla v Al Masry, Favorite: ,Wadi degla, 5259318   size:6.53,Price: ,2.2,Al Masry, 5174044   size:4.03,Price: ,3.7,The Draw, 58805   size:4.74,Price: ,3.15,x
1.122300128, Sport: ,Ice Hockey, Time: ,Thu Dec 17 17:00:00 CET 2015, Time: ,Thu Dec 17 17:00:00 CET 2015, Event: ,Russia v Sweden, Favorite: ,Russia, 140142   size:12.0,Price: ,1.51,Sweden, 140139   size:25.6,Price: ,3.05,Tie, 60104   size:69.89,Price: ,5.0,x
1.122284752, Sport: ,Volleyball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Linamar Bekescsaba v Dinamo Krasnodar, Favorite: ,Dinamo Krasnodar, 5326346   size:2.55,Price: ,1.08,Linamar Bekescsaba, 10391804   size:3.37,Price: ,2.7,ok
1.122249864, Sport: ,Soccer, Time: ,Thu Dec 17 17:30:00 CET 2015, Time: ,Thu Dec 17 17:30:00 CET 2015, Event: ,Besiktas v Karabukspor, Favorite: ,Besiktas, 232068   size:289.32,Price: ,1.45,Karabukspor, 3292145   size:7.16,Price: ,7.6,The Draw, 58805   size:4.37,Price: ,4.8,ok
1.122300766, Sport: ,Basketball, Time: ,Fri Dec 18 01:00:00 CET 2015, Time: ,Fri Dec 18 01:00:00 CET 2015, Event: ,Olimpico v Boca Jrs, Favorite: ,Olimpico, 6719115   size:2.75,Price: ,1.03,Boca Jrs, 6719112   size:2.75,Price: ,1.03,ok
1.122226699, Sport: ,Snooker, Time: ,Thu Dec 17 15:30:00 CET 2015, Time: ,Thu Dec 17 15:30:00 CET 2015, Event: ,Tian Pengfei v Lyu Chenwei, Favorite: ,Tian Pengfei, 2584430   size:7.55,Price: ,1.29,Lyu Chenwei, 8551014   size:2.55,Price: ,3.8,ok
1.122294560, Sport: ,Basketball, Time: ,Thu Dec 17 22:30:00 CET 2015, Time: ,Thu Dec 17 22:30:00 CET 2015, Event: ,Minas v Macae, Favorite: ,Minas, 8948839   size:2.75,Price: ,1.03,Macae, 8948843   size:2.75,Price: ,1.03,ok
1.122226856, Sport: ,Snooker, Time: ,Thu Dec 17 15:30:00 CET 2015, Time: ,Thu Dec 17 15:30:00 CET 2015, Event: ,Alan McManus v James Wattana, Favorite: ,Alan McManus, 2281438   size:2.55,Price: ,1.23,James Wattana, 2281479   size:8.14,Price: ,4.6,ok
1.122294562, Sport: ,Basketball, Time: ,Thu Dec 17 22:30:00 CET 2015, Time: ,Thu Dec 17 22:30:00 CET 2015, Event: ,Pinheiros v Rio Claro, Favorite: ,Pinheiros, 6733502   size:2.75,Price: ,1.03,Rio Claro, 8948847   size:2.75,Price: ,1.03,x
1.122231003, Sport: ,Snooker, Time: ,Thu Dec 17 20:00:00 CET 2015, Time: ,Thu Dec 17 20:00:00 CET 2015, Event: ,Martin Gould v Joel Walker, Favorite: ,Martin Gould, 2613031   size:2.55,Price: ,1.37,Joel Walker, 5760963   size:2.55,Price: ,3.25,ok
1.122294723, Sport: ,Basketball, Time: ,Thu Dec 17 19:00:00 CET 2015, Time: ,Thu Dec 17 19:00:00 CET 2015, Event: ,Jezioro Tarnobrzeg v Koszalin, Favorite: ,Koszalin, 2139127   size:10.21,Price: ,1.53,Jezioro Tarnobrzeg, 6703616   size:36.43,Price: ,2.64,ok
1.122294715, Sport: ,Basketball, Time: ,Thu Dec 17 17:30:00 CET 2015, Time: ,Thu Dec 17 17:30:00 CET 2015, Event: ,Edirnespor Women v Chevakata (W), Favorite: ,Edirnespor Women, 9022117   size:3.32,Price: ,1.27,Chevakata (W), 8978748   size:2.21,Price: ,1.91,ok
1.122267326, Sport: ,Ice Hockey, Time: ,Fri Dec 18 01:05:00 CET 2015, Time: ,Fri Dec 18 01:05:00 CET 2015, Event: ,Vancouver @ Philadelphia, Favorite: ,Philadelphia, 2109791   size:8.64,Price: ,2.12,Vancouver, 2109691   size:13.72,Price: ,2.6,Tie, 60104   size:2.69,Price: ,3.45,ok
1.122213420, Sport: ,Soccer, Time: ,Thu Dec 17 16:00:00 CET 2015, Time: ,Thu Dec 17 16:00:00 CET 2015, Event: ,Lazio v Udinese, Favorite: ,Lazio, 56966   size:55.4,Price: ,1.71,Udinese, 215821   size:56.54,Price: ,6.0,The Draw, 58805   size:103.95,Price: ,3.9,ok
1.122300134, Sport: ,Ice Hockey, Time: ,Thu Dec 17 18:30:00 CET 2015, Time: ,Thu Dec 17 18:30:00 CET 2015, Event: ,Czech Republic v Finland, Favorite: ,Czech Republic, 140138   size:5.99,Price: ,2.38,Finland, 140141   size:90.67,Price: ,2.52,Tie, 60104   size:45.93,Price: ,4.0,x
1.122213940, Sport: ,Soccer, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Feyenoord v Willem II, Favorite: ,Feyenoord, 55264   size:140.0,Price: ,1.35,Willem II, 48455   size:5.55,Price: ,8.8,The Draw, 58805   size:10.97,Price: ,5.9,x
1.122300131, Sport: ,Ice Hockey, Time: ,Thu Dec 17 19:30:00 CET 2015, Time: ,Thu Dec 17 19:30:00 CET 2015, Event: ,Poland v Italy, Favorite: ,Tie, 60104   size:18.0,Price: ,1.29,Poland, 140150   size:18.0,Price: ,1.37,Italy, 140149   size:16.0,Price: ,1.95,x
1.122287076, Sport: ,Basketball, Time: ,Fri Dec 18 01:05:00 CET 2015, Time: ,Fri Dec 18 01:05:00 CET 2015, Event: ,Toronto @ Charlotte, Favorite: ,Charlotte, 13110   size:2.55,Price: ,1.84,Toronto, 13113   size:2.55,Price: ,1.93,ok
1.122308933, Sport: ,Tennis, Time: ,Thu Dec 17 12:30:00 CET 2015, Time: ,Thu Dec 17 12:30:00 CET 2015, Event: ,Ivana Jorovic v Cindy Burger, Favorite: ,Ivana Jorovic, 8907530   size:2.55,Price: ,1.34,Cindy Burger, 8535288   size:7.48,Price: ,3.2,ok
1.122304179, Sport: ,Soccer, Time: ,Fri Dec 18 00:00:00 CET 2015, Time: ,Fri Dec 18 00:00:00 CET 2015, Event: ,Palestino v Univ Catolica (Chile), Favorite: ,Univ Catolica (Chile), 7029037   size:3.29,Price: ,2.32,Palestino, 5129869   size:8.48,Price: ,3.25,The Draw, 58805   size:5.38,Price: ,3.55,x
1.122308934, Sport: ,Tennis, Time: ,Thu Dec 17 12:30:00 CET 2015, Time: ,Thu Dec 17 12:30:00 CET 2015, Event: ,Cristina Dinu v Alexandra Cadantu, Favorite: ,Alexandra Cadantu, 5892551   size:62.68,Price: ,1.63,Cristina Dinu, 7216240   size:2.55,Price: ,2.38,ok
1.122308931, Sport: ,Tennis, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Lesley Kerkhove v Cagla Buyukakcay, Favorite: ,Cagla Buyukakcay, 3051579   size:3.95,Price: ,1.63,Lesley Kerkhove, 7283298   size:18.79,Price: ,2.4,ok
1.122284800, Sport: ,Volleyball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Budvanska Rivijera Budv v Hypo Tirol Volleyballte, Favorite: ,Hypo Tirol Volleyballte, 10381394   size:222.93,Price: ,1.34,Budvanska Rivijera Budv, 10444797   size:2.55,Price: ,3.3,ok
1.122308932, Sport: ,Tennis, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Jana Fett v Natalia Vikhlyantseva, Favorite: ,Jana Fett, 9087351   size:6.39,Price: ,1.68,Natalia Vikhlyantseva, 9042370   size:5.51,Price: ,2.18,ok
1.122093046, Sport: ,Darts, Time: ,Thu Dec 17 22:00:00 CET 2015, Time: ,Thu Dec 17 22:00:00 CET 2015, Event: ,Peter Wright v Keegan Brown, Favorite: ,Peter Wright, 2821235   size:121.08,Price: ,1.29,Keegan Brown, 7287082   size:6.22,Price: ,4.3,ok
1.122267320, Sport: ,Ice Hockey, Time: ,Fri Dec 18 01:05:00 CET 2015, Time: ,Fri Dec 18 01:05:00 CET 2015, Event: ,Florida @ New Jersey, Favorite: ,New Jersey, 2112200   size:2.63,Price: ,2.14,Florida, 2112317   size:2.94,Price: ,2.7,Tie, 60104   size:2.63,Price: ,3.35,x
1.122247612, Sport: ,American Football, Time: ,Fri Dec 18 02:25:00 CET 2015, Time: ,Fri Dec 18 02:25:00 CET 2015, Event: ,Tampa Bay @ St Louis, Favorite: ,St Louis Rams, 50195   size:110.0,Price: ,1.7,Tampa Bay Buccaneers, 50190   size:104.23,Price: ,2.38,ok
1.122249598, Sport: ,Soccer, Time: ,Thu Dec 17 15:00:00 CET 2015, Time: ,Thu Dec 17 15:00:00 CET 2015, Event: ,Karsiyaka v Kastamonuspor, Favorite: ,Karsiyaka, 508780   size:4.33,Price: ,1.51,Kastamonuspor, 4202579   size:6.0,Price: ,5.8,The Draw, 58805   size:2.55,Price: ,4.4,ok
1.122227023, Sport: ,Handball, Time: ,Thu Dec 17 19:30:00 CET 2015, Time: ,Thu Dec 17 19:30:00 CET 2015, Event: ,Arhus v Aalborg, Favorite: ,Draw, 330157   size:5.5,Price: ,1.1,Arhus, 3919678   size:7.18,Price: ,1.92,Aalborg, 1065783   size:3.88,Price: ,2.52,x
1.122284806, Sport: ,Volleyball, Time: ,Thu Dec 17 20:30:00 CET 2015, Time: ,Thu Dec 17 20:30:00 CET 2015, Event: ,Euphony Asse-Lennik v Asseco Resovia Rzeszow, Favorite: ,Asseco Resovia Rzeszow, 3657095   size:4.13,Price: ,1.21,Euphony Asse-Lennik, 6068588   size:47.01,Price: ,4.1,ok
1.122226643, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Michael White v Sanderson Lam, Favorite: ,Michael White, 2725272   size:5.99,Price: ,1.18,Sanderson Lam, 6644308   size:2.55,Price: ,5.6,ok
1.122284809, Sport: ,Volleyball, Time: ,Thu Dec 17 17:00:00 CET 2015, Time: ,Thu Dec 17 17:00:00 CET 2015, Event: ,Tomis Constanta v Dragons Lugano, Favorite: ,DRAGONS LUGANO, 10444789   size:5.99,Price: ,1.28,Tomis Constanta, 2789373   size:4.24,Price: ,3.75,ok
1.122284803, Sport: ,Volleyball, Time: ,Thu Dec 17 19:00:00 CET 2015, Time: ,Thu Dec 17 19:00:00 CET 2015, Event: ,Dinamo Moscow v Ziraat Bankasi Ankara, Favorite: ,Dinamo Moscow, 1288570   size:2.55,Price: ,1.09,Ziraat Bankasi Ankara, 5119175   size:2.4,Price: ,4.6,ok
1.122227617, Sport: ,Snooker, Time: ,Thu Dec 17 15:30:00 CET 2015, Time: ,Thu Dec 17 15:30:00 CET 2015, Event: ,Judd Trump v Peter Lines, Favorite: ,Judd Trump, 2279955   size:5.0,Price: ,1.12,Peter Lines, 2279945   size:2.0,Price: ,6.6,ok
1.122294574, Sport: ,Basketball, Time: ,Thu Dec 17 23:00:00 CET 2015, Time: ,Thu Dec 17 23:00:00 CET 2015, Event: ,Bauru v Cearense, Favorite: ,Bauru, 6243647   size:2.75,Price: ,1.03,Cearense, 8948837   size:2.75,Price: ,1.03,ok
1.122294698, Sport: ,Basketball, Time: ,Thu Dec 17 20:30:00 CET 2015, Time: ,Thu Dec 17 20:30:00 CET 2015, Event: ,Angers Women v Uni Gyor (W), Favorite: ,Uni Gyor (W), 8997451   size:4.16,Price: ,1.03,Angers Women, 9034872   size:4.12,Price: ,1.11,x
1.122294578, Sport: ,Basketball, Time: ,Thu Dec 17 23:00:00 CET 2015, Time: ,Thu Dec 17 23:00:00 CET 2015, Event: ,Franca v Universo/Salvador, Favorite: ,Franca, 8948836   size:2.75,Price: ,1.03,Universo/Salvador, 10484581   size:2.75,Price: ,1.03,x
1.122249329, Sport: ,Soccer, Time: ,Thu Dec 17 12:45:00 CET 2015, Time: ,Thu Dec 17 12:45:00 CET 2015, Event: ,1461 Trabzon v Sivas Belediyespor, Favorite: ,1461 Trabzon, 5289229   size:5.0,Price: ,1.68,Sivas Belediyespor, 6781573   size:6.34,Price: ,4.1,The Draw, 58805   size:10.12,Price: ,3.65,ok
1.122267310, Sport: ,Ice Hockey, Time: ,Fri Dec 18 01:05:00 CET 2015, Time: ,Fri Dec 18 01:05:00 CET 2015, Event: ,Anaheim @ Buffalo, Favorite: ,Anaheim, 60109   size:5.58,Price: ,2.2,Buffalo, 4427593   size:4.83,Price: ,2.56,Tie, 60104   size:4.27,Price: ,3.45,x
1.122226871, Sport: ,Snooker, Time: ,Thu Dec 17 15:30:00 CET 2015, Time: ,Thu Dec 17 15:30:00 CET 2015, Event: ,Zhou Yuelong v Zhang Yong, Favorite: ,Zhou Yuelong, 6185914   size:2.55,Price: ,1.21,Zhang Yong, 8789272   size:6.52,Price: ,5.1,ok
1.122299596, Sport: ,Soccer, Time: ,Fri Dec 18 01:00:00 CET 2015, Time: ,Fri Dec 18 01:00:00 CET 2015, Event: ,Jorge Wilstermann v The Strongest, Favorite: ,Jorge Wilstermann, 706904   size:7.55,Price: ,2.2,The Strongest, 328205   size:4.48,Price: ,2.86,The Draw, 58805   size:2.73,Price: ,3.25,x
1.122309322, Sport: ,Volleyball, Time: ,Thu Dec 17 18:00:00 CET 2015, Time: ,Thu Dec 17 18:00:00 CET 2015, Event: ,Lotos Trefl Gdansk v ACH Volley Ljubljana, Favorite: ,Lotos Trefl Gdansk, 6008912   size:2.75,Price: ,1.03,Ach Volley Ljubljana, 6117119   size:18.0,Price: ,1.37,ok
1.122226872, Sport: ,Snooker, Time: ,Thu Dec 17 15:30:00 CET 2015, Time: ,Thu Dec 17 15:30:00 CET 2015, Event: ,Barry Hawkins v Luke Simmonds, Favorite: ,Barry Hawkins, 2278801   size:602.14,Price: ,1.09,Luke Simmonds, 10063638   size:35.11,Price: ,8.6,ok
1.122226631, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Dominic Dale v Andy Hicks, Favorite: ,Dominic Dale, 2278875   size:52.55,Price: ,1.31,Andy Hicks, 2281451   size:47.52,Price: ,3.9,x
1.122226632, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Thepchaiya Un Nooh v Steven Hallworth, Favorite: ,Thepchaiya Un Nooh, 4322596   size:124.23,Price: ,1.17,Steven Hallworth, 7597037   size:33.17,Price: ,5.5,x
1.122226633, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Stephen Maguire v Chris Wakelin, Favorite: ,Stephen Maguire, 2278793   size:50.31,Price: ,1.31,Chris Wakelin, 7304578   size:2.55,Price: ,3.65,ok
1.122226634, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Andrew Higginson v Joe OConnor, Favorite: ,Andrew Higginson, 2278819   size:2.55,Price: ,1.17,Joe OConnor, 9024084   size:2.55,Price: ,5.0,ok
1.122277065, Sport: ,Soccer, Time: ,Thu Dec 17 11:30:00 CET 2015, Time: ,Thu Dec 17 11:30:00 CET 2015, Event: ,Barcelona v Guangzhou FC, Favorite: ,Barcelona, 55270   size:39630.31,Price: ,1.1,Guangzhou FC, 5723376   size:5.91,Price: ,36.0,The Draw, 58805   size:47.18,Price: ,14.0,ok
1.122286839, Sport: ,Basketball, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Samsung Life Blue Minx v Woori Bank Hansae, Favorite: ,Woori Bank Hansae, 5154535   size:226.99,Price: ,1.33,Samsung Life Blue Minx, 7894748   size:55.12,Price: ,3.5,ok
1.122209911, Sport: ,Soccer, Time: ,Thu Dec 17 14:00:00 CET 2015, Time: ,Thu Dec 17 14:00:00 CET 2015, Event: ,Haras El Hodood v Zamalek, Favorite: ,Zamalek, 5174134   size:5.0,Price: ,1.27,Haras El Hodood, 5168506   size:2.0,Price: ,9.8,The Draw, 58805   size:2.79,Price: ,5.5,ok
1.122286160, Sport: ,Basketball, Time: ,Thu Dec 17 18:45:00 CET 2015, Time: ,Thu Dec 17 18:45:00 CET 2015, Event: ,Zalgiris v Panathinaikos, Favorite: ,Panathinaikos, 266270   size:11.83,Price: ,1.69,Zalgiris, 1305967   size:2.55,Price: ,2.06,ok
1.122214130, Sport: ,Soccer, Time: ,Thu Dec 17 18:30:00 CET 2015, Time: ,Thu Dec 17 18:30:00 CET 2015, Event: ,Panelefsiniakos v Xanthi, Favorite: ,Xanthi, 728086   size:3.84,Price: ,1.47,Panelefsiniakos, 10309707   size:2.74,Price: ,7.2,The Draw, 58805   size:5.0,Price: ,5.1,ok
1.122274993, Sport: ,Rugby Union, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Montpellier v Cardiff, Favorite: ,Montpellier, 632441   size:2.68,Price: ,1.17,Cardiff, 8880   size:14.94,Price: ,5.0,Draw, 246289   size:9.31,Price: ,23.0,ok
1.122299877, Sport: ,Soccer, Time: ,Thu Dec 17 17:00:00 CET 2015, Time: ,Thu Dec 17 17:00:00 CET 2015, Event: ,MC Alger v USM Oran, Favorite: ,MC Alger, 5177434   size:3.17,Price: ,1.16,USM Oran, 9074148   size:2.68,Price: ,10.5,The Draw, 58805   size:2.75,Price: ,5.6,ok
1.122294617, Sport: ,Basketball, Time: ,Thu Dec 17 19:00:00 CET 2015, Time: ,Thu Dec 17 19:00:00 CET 2015, Event: ,SISU v Hoersholm, Favorite: ,Hoersholm, 6719077   size:2.55,Price: ,1.35,Sisu, 6719078   size:2.13,Price: ,2.0,ok
1.122230605, Sport: ,Snooker, Time: ,Thu Dec 17 20:00:00 CET 2015, Time: ,Thu Dec 17 20:00:00 CET 2015, Event: ,Gerard Greene v Nigel Bond, Favorite: ,Gerard Greene, 2278864   size:5.99,Price: ,1.61,Nigel Bond, 2278814   size:2.55,Price: ,2.62,x
1.122299486, Sport: ,Soccer, Time: ,Thu Dec 17 20:45:00 CET 2015, Time: ,Thu Dec 17 20:45:00 CET 2015, Event: ,Ciudad Rodrigo CF v Club Rapido de Bouzas, Favorite: ,Ciudad Rodrigo CF, 10185166   size:73.8,Price: ,2.24,CLub Rapido de Bouzas, 7592360   size:67.34,Price: ,2.46,The Draw, 58805   size:4.13,Price: ,3.1,ok
1.122300042, Sport: ,Soccer, Time: ,Thu Dec 17 12:00:00 CET 2015, Time: ,Thu Dec 17 12:00:00 CET 2015, Event: ,Vietnam U23 v C-Osaka, Favorite: ,C-Osaka, 361742   size:6.47,Price: ,2.32,Vietnam U23, 7320051   size:34.31,Price: ,2.8,The Draw, 58805   size:14.33,Price: ,4.2,x
1.122294598, Sport: ,Basketball, Time: ,Fri Dec 18 00:00:00 CET 2015, Time: ,Fri Dec 18 00:00:00 CET 2015, Event: ,Brasilia v Flamengo, Favorite: ,Brasilia, 8948838   size:2.75,Price: ,1.03,Flamengo, 6775296   size:2.75,Price: ,1.03,x
1.122114716, Sport: ,Darts, Time: ,Thu Dec 17 20:10:00 CET 2015, Time: ,Thu Dec 17 20:10:00 CET 2015, Event: ,Andy Boulton v Per Laursen, Favorite: ,Andy Boulton, 2717137   size:29.76,Price: ,1.56,Per Laursen, 2676648   size:5.0,Price: ,2.7,ok
1.122214320, Sport: ,Soccer, Time: ,Thu Dec 17 21:00:00 CET 2015, Time: ,Thu Dec 17 21:00:00 CET 2015, Event: ,Granada v Leganes, Favorite: ,Granada, 2255452   size:42.4,Price: ,2.14,Leganes, 309109   size:2.4,Price: ,3.85,The Draw, 58805   size:2.31,Price: ,3.5,ok
1.122093094, Sport: ,Darts, Time: ,Thu Dec 17 21:00:00 CET 2015, Time: ,Thu Dec 17 21:00:00 CET 2015, Event: ,Jamie Lewis v Daryl Gurney, Favorite: ,Daryl Gurney, 3535217   size:174.57,Price: ,1.99,Jamie Lewis, 6432513   size:3.71,Price: ,2.0,ok
1.122301411, Sport: ,Tennis, Time: ,Thu Dec 17 05:40:00 CET 2015, Time: ,Thu Dec 17 05:40:00 CET 2015, Event: ,Patty Schnyder v Sabina Sharipova, Favorite: ,Patty Schnyder, 4843506   size:10.14,Price: ,1.05,Sabina Sharipova, 4196657   size:10.14,Price: ,1.05,ok
1.122214322, Sport: ,Soccer, Time: ,Thu Dec 17 21:00:00 CET 2015, Time: ,Thu Dec 17 21:00:00 CET 2015, Event: ,Villarreal v Huesca, Favorite: ,Villarreal, 28191   size:3.98,Price: ,1.26,Huesca, 2250353   size:23.84,Price: ,15.0,The Draw, 58805   size:94.69,Price: ,6.8,ok
1.122308967, Sport: ,Tennis, Time: ,Thu Dec 17 13:00:00 CET 2015, Time: ,Thu Dec 17 13:00:00 CET 2015, Event: ,Joris De Loore v Pietro Licciardi, Favorite: ,Joris De Loore, 8622401   size:6.91,Price: ,1.08,Pietro Licciardi, 8619041   size:6.91,Price: ,1.08,ok
1.122308964, Sport: ,Tennis, Time: ,Thu Dec 17 13:00:00 CET 2015, Time: ,Thu Dec 17 13:00:00 CET 2015, Event: ,Scott Clayton v Jonathan Mridha, Favorite: ,Scott Clayton, 8596404   size:6.91,Price: ,1.08,Jonathan Mridha, 7412888   size:6.91,Price: ,1.08,ok
1.122308965, Sport: ,Tennis, Time: ,Thu Dec 17 13:00:00 CET 2015, Time: ,Thu Dec 17 13:00:00 CET 2015, Event: ,Kaichi Uchida v Luke Bambridge, Favorite: ,Kaichi Uchida, 8957119   size:6.91,Price: ,1.08,Luke Bambridge, 7364198   size:6.91,Price: ,1.08,x
1.122204199, Sport: ,Basketball, Time: ,Fri Dec 18 01:00:00 CET 2015, Time: ,Fri Dec 18 01:00:00 CET 2015, Event: ,Marshall @ West Virginia, Favorite: ,Marshall, 711053   size:2.75,Price: ,1.03,West Virginia, 715470   size:2.75,Price: ,1.03,x
1.122226660, Sport: ,Snooker, Time: ,Thu Dec 17 11:00:00 CET 2015, Time: ,Thu Dec 17 11:00:00 CET 2015, Event: ,Ken Doherty v Michael Georgiou, Favorite: ,Ken Doherty, 2278790   size:59.22,Price: ,1.64,Michael Georgiou, 3439628   size:2.55,Price: ,2.42,ok
