1.121963886, Sport: ,Basketball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Bilbao v Bonn, Favorite: ,Bilbao, 1321584   size:17.63,Price: ,1.14,Bonn, 2293349   size:12.0,Price: ,7.2,ok
1.121976441, Sport: ,Basketball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Hoersholm v Randers, Favorite: ,Hoersholm, 6719077   size:2.84,Price: ,1.03,Randers, 6719073   size:2.84,Price: ,1.03,ok
1.121786513, Sport: ,Volleyball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Vizura Beograd v Volero Zurich, Favorite: ,Volero Zurich, 2204305   size:112.93,Price: ,1.01,Vizura Beograd, 5188378   size:26.95,Price: ,5.0,ok
1.121786510, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Racing Club de Cannes v Uralochka Ntmk Ekaterin, Favorite: ,Uralochka Ntmk Ekaterin, 10391878   size:6.12,Price: ,1.27,Racing Club de Cannes, 3579477   size:52.01,Price: ,3.9,ok
1.121920595, Sport: ,Volleyball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Banimex Bedzin v Czarni Radom, Favorite: ,Banimex Bedzin, 8890540   size:2.84,Price: ,1.03,Czarni Radom, 8436182   size:2.84,Price: ,1.03,x
1.121920597, Sport: ,Volleyball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Effector Kielce v AZS Politechnika Warsza, Favorite: ,Effector Kielce, 6723748   size:2.84,Price: ,1.03,AZS Politechnika Warsza, 6148950   size:2.84,Price: ,1.03,x
1.121920596, Sport: ,Volleyball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Bielsko-Biala v Cuprum Mundo Lubin, Favorite: ,Bielsko-Biala, 4292855   size:211.41,Price: ,1.51,Cuprum Mundo Lubin, 10410557   size:107.54,Price: ,1.99,ok
1.121850444, Sport: ,Snooker, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Tian Pengfei v Ian Burns, Favorite: ,Tian Pengfei, 2584430   size:95.68,Price: ,1.53,Ian Burns, 5760960   size:9.37,Price: ,2.86,ok
1.121976608, Sport: ,Basketball, Time: ,Thu Nov 26 03:05:00 CET 2015, Time: ,Thu Nov 26 03:05:00 CET 2015, Event: ,New Orleans @ Phoenix, Favorite: ,Phoenix, 13128   size:46.12,Price: ,1.65,New Orleans, 6860646   size:13.4,Price: ,2.44,x
1.121989631, Sport: ,Tennis, Time: ,Thu Nov 26 02:00:00 CET 2015, Time: ,Thu Nov 26 02:00:00 CET 2015, Event: ,Voegele v Kumkhum, Favorite: ,Stefanie Voegele, 3622149   size:7.0,Price: ,1.47,Luksika Kumkhum, 6670677   size:17.04,Price: ,2.76,x
1.121963881, Sport: ,Basketball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Oldenburg v Trento, Favorite: ,Oldenburg, 1285952   size:2.54,Price: ,1.59,Trento, 8782954   size:2.84,Price: ,2.46,x
1.121974829, Sport: ,Soccer, Time: ,Wed Nov 25 23:00:00 CET 2015, Time: ,Wed Nov 25 23:00:00 CET 2015, Event: ,CSD Comunicaciones v Universidad San Carlos, Favorite: ,CSD Comunicaciones, 4109938   size:5.0,Price: ,1.43,Universidad San Carlos, 9216454   size:14.64,Price: ,6.6,The Draw, 58805   size:29.37,Price: ,3.15,ok
1.121989633, Sport: ,Tennis, Time: ,Thu Nov 26 05:00:00 CET 2015, Time: ,Thu Nov 26 05:00:00 CET 2015, Event: ,Osaka v Luangnam, Favorite: ,Naomi Osaka, 7640637   size:185.56,Price: ,1.2,Nudnida Luangnam, 2301147   size:6.82,Price: ,4.5,ok
1.121873289, Sport: ,Soccer, Time: ,Wed Nov 25 19:15:00 CET 2015, Time: ,Wed Nov 25 19:15:00 CET 2015, Event: ,Juan Aurich v Real Garcilaso, Favorite: ,Real Garcilaso, 6204632   size:714.9,Price: ,1.13,Juan Aurich, 4462066   size:16.74,Price: ,21.0,The Draw, 58805   size:28.9,Price: ,11.0,ok
1.121981360, Sport: ,Soccer, Time: ,Thu Nov 26 02:00:00 CET 2015, Time: ,Thu Nov 26 02:00:00 CET 2015, Event: ,CF America v Leon, Favorite: ,CF America, 328952   size:5.0,Price: ,1.77,Leon, 4468457   size:265.65,Price: ,4.8,The Draw, 58805   size:183.92,Price: ,4.1,ok
1.121874660, Sport: ,Soccer, Time: ,Wed Nov 25 22:10:00 CET 2015, Time: ,Wed Nov 25 22:10:00 CET 2015, Event: ,Brazil U20 (W) v Chile U20 (W), Favorite: ,Brazil U20 (W), 4835194   size:122.0,Price: ,1.03,Chile U20 (W), 10539473   size:11.0,Price: ,3.2,The Draw, 58805   size:29.34,Price: ,3.15,ok
1.121989648, Sport: ,Boxing, Time: ,Thu Nov 26 03:00:00 CET 2015, Time: ,Thu Nov 26 03:00:00 CET 2015, Event: ,Lara v Zaveck, Favorite: ,Erislandy Lara, 5661064   size:2.76,Price: ,1.06,Jan Zaveck, 4961398   size:3.32,Price: ,9.4,Draw, 31162   size:3.17,Price: ,13.0,ok
1.121986779, Sport: ,Soccer, Time: ,Thu Nov 26 03:00:00 CET 2015, Time: ,Thu Nov 26 03:00:00 CET 2015, Event: ,LD Alajuelense v Limon, Favorite: ,LD Alajuelense, 1395935   size:250.93,Price: ,1.41,Limon, 7050467   size:6.83,Price: ,8.8,The Draw, 58805   size:26.95,Price: ,5.0,x
1.121985602, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Cambridge City v St Neots Town, Favorite: ,Cambridge City, 990643   size:3.92,Price: ,2.54,St Neots Town, 7405537   size:7.1,Price: ,2.6,The Draw, 58805   size:3.27,Price: ,3.6,x
1.121658565, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Man Utd v PSV, Favorite: ,Man Utd, 48351   size:12656.49,Price: ,1.47,PSV, 48451   size:562.22,Price: ,8.6,The Draw, 58805   size:1796.42,Price: ,4.8,x
1.121910145, Sport: ,Handball, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Cesson Rennes v Saint Raphael, Favorite: ,Cesson Rennes, 6721923   size:818.25,Price: ,1.04,Saint Raphael, 3786983   size:818.25,Price: ,1.04,Draw, 330157   size:297.75,Price: ,1.04,ok
1.121989807, Sport: ,Tennis, Time: ,Thu Nov 26 05:15:00 CET 2015, Time: ,Thu Nov 26 05:15:00 CET 2015, Event: ,Watanuki/Watanuki v Ghedin/Yi, Favorite: ,Watanuki/Watanuki, 9002064   size:9.42,Price: ,1.04,Ghedin/Yi, 10530288   size:9.42,Price: ,1.04,x
1.121909839, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Nantes v Dunkerque, Favorite: ,Nantes, 3893967   size:2.75,Price: ,1.61,Dunkerque, 3786987   size:2.75,Price: ,3.05,Draw, 330157   size:2.75,Price: ,8.2,ok
1.121974277, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Larkhall Athletic FC v Mangotsfield United, Favorite: ,Larkhall Athletic FC, 8929776   size:146.13,Price: ,1.15,Mangotsfield United, 8084874   size:43.96,Price: ,1.21,The Draw, 58805   size:14.23,Price: ,3.15,ok
1.121972894, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Linfield FC (Res) v Glenavon (Res), Favorite: ,Linfield FC (Res), 8946432   size:2.55,Price: ,1.06,Glenavon (Res), 8288759   size:2.65,Price: ,3.15,The Draw, 58805   size:2.55,Price: ,3.25,ok
1.121973227, Sport: ,Soccer, Time: ,Wed Nov 25 21:00:00 CET 2015, Time: ,Wed Nov 25 21:00:00 CET 2015, Event: ,Zulia v Aragua, Favorite: ,Zulia, 8018679   size:18.34,Price: ,2.1,Aragua, 3284244   size:6.11,Price: ,3.75,The Draw, 58805   size:6.86,Price: ,3.45,x
1.121786500, Sport: ,Volleyball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Dresdner SC v Telekom Baku, Favorite: ,Dresdner SC, 2779366   size:160.43,Price: ,1.35,Telekom Baku, 10463753   size:387.19,Price: ,2.52,ok
1.121920223, Sport: ,Handball, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Alingsas v Lugi, Favorite: ,Alingsas, 2929600   size:2.84,Price: ,1.03,Lugi, 2930210   size:2.84,Price: ,1.03,Draw, 330157   size:2.84,Price: ,1.03,ok
1.121933325, Sport: ,Ice Hockey, Time: ,Thu Nov 26 01:35:00 CET 2015, Time: ,Thu Nov 26 01:35:00 CET 2015, Event: ,Los Angeles @ Tampa Bay, Favorite: ,Tampa Bay, 2109715   size:100.12,Price: ,2.36,Los Angeles, 2112286   size:462.0,Price: ,2.76,Tie, 60104   size:324.78,Price: ,4.0,x
1.121873215, Sport: ,Soccer, Time: ,Wed Nov 25 21:30:00 CET 2015, Time: ,Wed Nov 25 21:30:00 CET 2015, Event: ,Uni San Martin v Sport Huancayo, Favorite: ,Uni San Martin, 2032055   size:11.85,Price: ,2.24,Sport Huancayo, 4972227   size:5.62,Price: ,3.4,The Draw, 58805   size:57.33,Price: ,3.7,x
1.121976618, Sport: ,Basketball, Time: ,Thu Nov 26 01:05:00 CET 2015, Time: ,Thu Nov 26 01:05:00 CET 2015, Event: ,New York @ Orlando, Favorite: ,Orlando, 13104   size:8.48,Price: ,1.88,New York, 13106   size:52.84,Price: ,2.1,ok
1.121989364, Sport: ,Tennis, Time: ,Wed Nov 25 22:00:00 CET 2015, Time: ,Wed Nov 25 22:00:00 CET 2015, Event: ,Sakkari v Sadikovic, Favorite: ,Amra Sadikovic, 4183959   size:44.12,Price: ,1.65,Maria Sakkari, 9002331   size:5.0,Price: ,2.48,x
1.121875631, Sport: ,Soccer, Time: ,Wed Nov 25 19:00:00 CET 2015, Time: ,Wed Nov 25 19:00:00 CET 2015, Event: ,Start v Jerv, Favorite: ,Jerv, 398186   size:2.84,Price: ,2.8,Start, 774893   size:2.84,Price: ,3.35,The Draw, 58805   size:10.88,Price: ,2.84,x
1.121850399, Sport: ,Snooker, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Marco Fu v Hatem Yassin, Favorite: ,Marco Fu, 2278808   size:200.69,Price: ,1.02,Hatem Yassin, 10355693   size:3.38,Price: ,42.0,ok
1.121984234, Sport: ,Basketball, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Bosnia and Herzegovina  v Turkey Women, Favorite: ,Turkey Women, 8874487   size:4126.7,Price: ,1.04,Bosnia and Herzegovina , 10540497   size:22.92,Price: ,8.2,ok
1.121989644, Sport: ,Tennis, Time: ,Thu Nov 26 05:00:00 CET 2015, Time: ,Thu Nov 26 05:00:00 CET 2015, Event: ,Hibi v N Osaka, Favorite: ,Mayo Hibi, 7594221   size:3.76,Price: ,1.1,Naomi Osaka, 7640637   size:3.76,Price: ,1.1,x
1.121933252, Sport: ,Ice Hockey, Time: ,Thu Nov 26 01:05:00 CET 2015, Time: ,Thu Nov 26 01:05:00 CET 2015, Event: ,St Louis @ Pittsburgh, Favorite: ,Pittsburgh, 2115995   size:275.04,Price: ,2.5,St Louis, 2110000   size:300.79,Price: ,2.64,Tie, 60104   size:344.66,Price: ,3.95,x
1.121986669, Sport: ,Soccer, Time: ,Thu Nov 26 03:00:00 CET 2015, Time: ,Thu Nov 26 03:00:00 CET 2015, Event: ,Petapa v Mictlan, Favorite: ,Petapa, 9204580   size:5.37,Price: ,1.07,Mictlan, 10135672   size:91.73,Price: ,1.11,The Draw, 58805   size:14.23,Price: ,3.15,ok
1.121910178, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Villa Aranda v La Rioja, Favorite: ,La Rioja, 4995928   size:6.12,Price: ,1.35,Villa Aranda, 8827193   size:21.35,Price: ,4.5,Draw, 330157   size:8.56,Price: ,9.8,x
1.121909501, Sport: ,Handball, Time: ,Wed Nov 25 18:30:00 CET 2015, Time: ,Wed Nov 25 18:30:00 CET 2015, Event: ,Flensburg Handewitt v Orlen Wisla Plock, Favorite: ,Flensburg Handewitt, 4506561   size:2.84,Price: ,1.03,Orlen Wisla Plock, 5831177   size:2.84,Price: ,1.03,Draw, 330157   size:2.84,Price: ,1.03,ok
1.121933258, Sport: ,Ice Hockey, Time: ,Thu Nov 26 01:05:00 CET 2015, Time: ,Thu Nov 26 01:05:00 CET 2015, Event: ,Winnipeg @ Washington, Favorite: ,Washington, 2109756   size:539.0,Price: ,1.98,Winnipeg, 5866888   size:2.8,Price: ,3.45,Tie, 60104   size:109.02,Price: ,4.2,ok
1.121861516, Sport: ,Basketball, Time: ,Thu Nov 26 01:00:00 CET 2015, Time: ,Thu Nov 26 01:00:00 CET 2015, Event: ,Yale @ Duke, Favorite: ,Duke, 29829   size:29.71,Price: ,1.09,Yale, 707388   size:14.6,Price: ,9.8,ok
1.121876251, Sport: ,Soccer, Time: ,Thu Nov 26 01:00:00 CET 2015, Time: ,Thu Nov 26 01:00:00 CET 2015, Event: ,Santos v Palmeiras, Favorite: ,Santos, 198127   size:12.22,Price: ,1.71,Palmeiras, 189952   size:64.91,Price: ,6.0,The Draw, 58805   size:138.48,Price: ,3.95,ok
1.121920535, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Exprivia Molfetta v Trentino Volley, Favorite: ,Trentino Volley, 3416132   size:8.67,Price: ,1.24,Exprivia Molfetta, 7928206   size:2.55,Price: ,4.4,x
1.121786493, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Casalmaggiore v Agel Prostejov, Favorite: ,Casalmaggiore, 7906928   size:4.53,Price: ,1.09,Agel Prostejov, 6766227   size:31.03,Price: ,6.0,ok
1.121861512, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Gonzaga v Washington, Favorite: ,Gonzaga, 29840   size:0.0,Price: ,0.0,Washington, 13105   size:7.32,Price: ,5.0,ok
1.121910172, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Ademar Leon v FC Barcelona, Favorite: ,FC Barcelona, 623982   size:15.34,Price: ,1.03,Ademar Leon, 1235180   size:2.74,Price: ,22.0,Draw, 330157   size:2.74,Price: ,26.0,ok
1.121920536, Sport: ,Volleyball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Itely Milano v Cucine Lube Civitanova, Favorite: ,Cucine Lube Civitanova, 10463803   size:5030.77,Price: ,1.03,Itely Milano, 10410540   size:19.33,Price: ,8.8,ok
1.121997710, Sport: ,Tennis, Time: ,Thu Nov 26 05:30:00 CET 2015, Time: ,Thu Nov 26 05:30:00 CET 2015, Event: ,Fuele, Matyas v Kim, Young Seok, Favorite: ,Matyas Fuele, 10563600   size:9.42,Price: ,1.04,Young Seok Kim, 8506200   size:9.42,Price: ,1.04,x
1.121976588, Sport: ,Basketball, Time: ,Thu Nov 26 02:05:00 CET 2015, Time: ,Thu Nov 26 02:05:00 CET 2015, Event: ,Memphis @ Houston, Favorite: ,Houston, 13123   size:10.74,Price: ,1.71,Memphis, 119812   size:36.17,Price: ,2.4,x
1.121873944, Sport: ,Soccer, Time: ,Wed Nov 25 19:30:00 CET 2015, Time: ,Wed Nov 25 19:30:00 CET 2015, Event: ,KSC Lokeren (Y) v Club Brugge (Y), Favorite: ,The Draw, 58805   size:37.38,Price: ,1.68,KSC Lokeren (Y), 7159116   size:44.0,Price: ,2.2,Club Brugge (Y), 7159209   size:3.93,Price: ,1.73,ok
1.121976628, Sport: ,Basketball, Time: ,Thu Nov 26 01:35:00 CET 2015, Time: ,Thu Nov 26 01:35:00 CET 2015, Event: ,Philadelphia @ Boston, Favorite: ,Boston, 13108   size:609.49,Price: ,1.16,Philadelphia, 13103   size:115.99,Price: ,6.8,ok
1.121973999, Sport: ,Soccer, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Otelul Galati v Dacia Unirea Braila, Favorite: ,Dacia Unirea Braila, 10292949   size:2.55,Price: ,2.52,Otelul Galati, 866238   size:2.84,Price: ,2.86,The Draw, 58805   size:2.84,Price: ,3.3,ok
1.121850504, Sport: ,Snooker, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Alan McManus v Eden Sharav, Favorite: ,Alan McManus, 2281438   size:42.83,Price: ,1.27,Eden Sharav, 6579147   size:38.79,Price: ,4.4,ok
1.121980323, Sport: ,Soccer, Time: ,Wed Nov 25 19:15:00 CET 2015, Time: ,Wed Nov 25 19:15:00 CET 2015, Event: ,Club Santos Laguna U20 v Queretaro U20, Favorite: ,Club Santos Laguna U20, 6144871   size:15.38,Price: ,2.32,Queretaro U20, 5253684   size:22.04,Price: ,2.56,The Draw, 58805   size:11.87,Price: ,2.52,ok
1.121910852, Sport: ,Handball, Time: ,Wed Nov 25 20:15:00 CET 2015, Time: ,Wed Nov 25 20:15:00 CET 2015, Event: ,Kiel v Melsungen, Favorite: ,Kiel, 2027628   size:197.64,Price: ,1.36,Melsungen, 2507299   size:26.14,Price: ,4.6,Draw, 330157   size:8.08,Price: ,10.5,ok
1.121986385, Sport: ,Tennis, Time: ,Wed Nov 25 18:55:00 CET 2015, Time: ,Wed Nov 25 18:55:00 CET 2015, Event: ,P Lorenzi v Dustov, Favorite: ,Paolo Lorenzi, 2345099   size:26.52,Price: ,1.73,Farrukh Dustov, 2386930   size:252.17,Price: ,2.3,ok
1.121972949, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Northwich v Mossley, Favorite: ,Northwich, 18557   size:209.25,Price: ,1.1,Mossley, 329500   size:84.89,Price: ,1.6,The Draw, 58805   size:14.23,Price: ,3.1,ok
1.121933264, Sport: ,Ice Hockey, Time: ,Thu Nov 26 01:05:00 CET 2015, Time: ,Thu Nov 26 01:05:00 CET 2015, Event: ,Edmonton @ Carolina, Favorite: ,Carolina, 2108027   size:547.0,Price: ,2.34,Edmonton, 2109967   size:7.47,Price: ,2.82,Tie, 60104   size:256.57,Price: ,3.95,ok
1.121910169, Sport: ,Handball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Go Fit v Granollers, Favorite: ,Granollers, 1235183   size:1310.8,Price: ,1.23,Go Fit, 10194536   size:15.33,Price: ,6.0,Draw, 330157   size:7.28,Price: ,11.5,ok
1.121984250, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Estonia Women v Croatia Women, Favorite: ,Croatia Women, 8641475   size:0.0,Price: ,0.0,Estonia Women, 8606548   size:2333.0,Price: ,1.22,ok
1.121986834, Sport: ,Soccer, Time: ,Thu Nov 26 08:30:00 CET 2015, Time: ,Thu Nov 26 08:30:00 CET 2015, Event: ,Indian Navy v Mumbai Customs, Favorite: ,Indian Navy, 8411377   size:18.84,Price: ,1.02,Mumbai Customs, 8415909   size:18.84,Price: ,1.02,The Draw, 58805   size:14.23,Price: ,3.15,x
1.121850292, Sport: ,Snooker, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Matthew Stevens v Chris Wakelin, Favorite: ,Matthew Stevens, 2278788   size:104.29,Price: ,1.63,Chris Wakelin, 7304578   size:8.58,Price: ,2.58,x
1.121936017, Sport: ,Soccer, Time: ,Thu Nov 26 01:00:00 CET 2015, Time: ,Thu Nov 26 01:00:00 CET 2015, Event: ,LDU Loja v Emelec, Favorite: ,Emelec, 328197   size:21.77,Price: ,1.32,LDU Loja, 6001716   size:13.5,Price: ,11.0,The Draw, 58805   size:33.42,Price: ,5.8,ok
1.121977441, Sport: ,Basketball, Time: ,Wed Nov 25 18:00:00 CET 2015, Time: ,Wed Nov 25 18:00:00 CET 2015, Event: ,Falco Szombathely v Varese, Favorite: ,Falco Szombathely, 10231227   size:2.84,Price: ,1.03,Varese, 276233   size:3.76,Price: ,1.25,ok
1.121977560, Sport: ,Basketball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Hibernia Basketball v Tajfun, Favorite: ,Tajfun, 8193254   size:456.91,Price: ,1.06,Hibernia Basketball, 10463870   size:17.88,Price: ,3.65,ok
1.121976598, Sport: ,Basketball, Time: ,Thu Nov 26 01:35:00 CET 2015, Time: ,Thu Nov 26 01:35:00 CET 2015, Event: ,Miami @ Detroit, Favorite: ,Detroit, 13111   size:10.17,Price: ,1.93,Miami, 13109   size:5.37,Price: ,2.04,ok
1.121996598, Sport: ,Soccer, Time: ,Wed Nov 25 20:00:00 CET 2015, Time: ,Wed Nov 25 20:00:00 CET 2015, Event: ,Partick U20 v St Mirren U20, Favorite: ,St Mirren U20, 6734302   size:5.64,Price: ,1.7,Partick U20, 9001451   size:5.12,Price: ,2.5,The Draw, 58805   size:4.82,Price: ,3.35,ok
1.121976238, Sport: ,Basketball, Time: ,Thu Nov 26 02:00:00 CET 2015, Time: ,Thu Nov 26 02:00:00 CET 2015, Event: ,La Union v Atenas, Favorite: ,La Union, 6343998   size:164.55,Price: ,1.27,Atenas, 6719082   size:35.47,Price: ,3.1,ok
1.121976239, Sport: ,Basketball, Time: ,Thu Nov 26 02:00:00 CET 2015, Time: ,Thu Nov 26 02:00:00 CET 2015, Event: ,Penarol v Ferro Carril Oeste, Favorite: ,Penarol, 6719113   size:6.12,Price: ,1.31,Ferro Carril Oeste, 10312212   size:10.91,Price: ,3.7,ok
1.121658709, Sport: ,Soccer, Time: ,Wed Nov 25 20:45:00 CET 2015, Time: ,Wed Nov 25 20:45:00 CET 2015, Event: ,Shakhtar v Real Madrid, Favorite: ,Real Madrid, 2426   size:21481.31,Price: ,2.04,Shakhtar, 477822   size:570.29,Price: ,3.85,The Draw, 58805   size:923.85,Price: ,3.95,ok
1.121976511, Sport: ,Basketball, Time: ,Wed Nov 25 18:30:00 CET 2015, Time: ,Wed Nov 25 18:30:00 CET 2015, Event: ,Karlovka Bratislava v Levice, Favorite: ,Levice, 6719593   size:10.0,Price: ,1.02,Karlovka Bratislava, 8865002   size:2.84,Price: ,1.03,ok
1.121977568, Sport: ,Basketball, Time: ,Wed Nov 25 20:30:00 CET 2015, Time: ,Wed Nov 25 20:30:00 CET 2015, Event: ,Le Havre v Cantu, Favorite: ,Cantu, 276214   size:106.9,Price: ,1.72,Le Havre, 1292696   size:65.0,Price: ,2.16,x
