1.119940418, Sport: ,Snooker, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,King v K Wilson, Favorite: ,Mark King, 2278807   size:4.35,Price: ,1.83,Kyren Wilson, 5119461   size:8.47,Price: ,1.93,x
1.119940417, Sport: ,Snooker, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Lines v Burnett, Favorite: ,Jamie Burnett, 2280126   size:16.7,Price: ,1.61,Peter Lines, 2279945   size:22.29,Price: ,2.38,ok
1.119848418, Sport: ,Soccer, Time: ,Sat Aug 08 22:15:00 CEST 2015, Time: ,Sat Aug 08 22:15:00 CEST 2015, Event: ,Jaguares de Cordoba v Junior, Favorite: ,Junior, 363629   size:5.98,Price: ,2.38,The Draw, 58805   size:9.0,Price: ,3.2,Jaguares de Cordoba, 7055314   size:9.0,Price: ,3.45,ok
1.119834530, Sport: ,Volleyball, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Estonia v Israel, Favorite: ,Estonia, 1191330   size:307.36,Price: ,1.05,Israel, 4770945   size:40.29,Price: ,8.2,ok
1.119756955, Sport: ,Soccer, Time: ,Sat Aug 08 20:30:00 CEST 2015, Time: ,Sat Aug 08 20:30:00 CEST 2015, Event: ,Reutlingen v Karlsruhe, Favorite: ,Reutlingen, 64426   size:11.54,Price: ,1.08,Karlsruhe, 113191   size:10.59,Price: ,1.1,The Draw, 58805   size:4.58,Price: ,2.98,ok
1.119834532, Sport: ,Volleyball, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Slovenia v Greece, Favorite: ,Slovenia, 2444668   size:2.56,Price: ,1.1,Greece, 1172886   size:19.74,Price: ,2.0,ok
1.119909290, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Sporting Gijon v Palermo, Favorite: ,Sporting Gijon, 68246   size:8.21,Price: ,2.38,Palermo, 60307   size:7.24,Price: ,2.78,The Draw, 58805   size:4.18,Price: ,3.2,ok
1.119863776, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Deportivo v Braga, Favorite: ,Deportivo, 51266   size:8.96,Price: ,1.87,The Draw, 58805   size:4.36,Price: ,3.3,ok
1.119903911, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Independente FC U20 v Rio Claro FC U20, Favorite: ,Rio Claro FC U20, 7360202   size:139.83,Price: ,1.06,The Draw, 58805   size:2.0,Price: ,1.27,x
1.119311727, Sport: ,Soccer, Time: ,Sat Aug 08 21:00:00 CEST 2015, Time: ,Sat Aug 08 21:00:00 CEST 2015, Event: ,Montpellier v Angers, Favorite: ,Montpellier, 44797   size:162.41,Price: ,1.86,The Draw, 58805   size:43.23,Price: ,3.45,Angers, 473963   size:322.41,Price: ,5.5,x
1.119902389, Sport: ,Soccer, Time: ,Sat Aug 08 21:30:00 CEST 2015, Time: ,Sat Aug 08 21:30:00 CEST 2015, Event: ,Diamantes de Guayana v Margarita FC, Favorite: ,Margarita FC, 10104476   size:141.14,Price: ,1.06,The Draw, 58805   size:2.0,Price: ,1.27,x
1.119940146, Sport: ,Tennis, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,D Young v Roger-Vasselin, Favorite: ,Donald Young, 2345091   size:3.7,Price: ,1.66,Edouard Roger-Vasselin, 8259187   size:7.52,Price: ,2.4,ok
1.119790991, Sport: ,Soccer, Time: ,Sun Aug 09 02:00:00 CEST 2015, Time: ,Sun Aug 09 02:00:00 CEST 2015, Event: ,Montreal Impact v DC Utd, Favorite: ,Montreal Impact, 3382205   size:428.0,Price: ,2.14,The Draw, 58805   size:114.22,Price: ,3.6,DC Utd, 436099   size:24.5,Price: ,3.65,x
1.119852127, Sport: ,Soccer, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Cukaricki v OFK Belgrade, Favorite: ,Cukaricki, 2503611   size:4.06,Price: ,1.35,The Draw, 58805   size:3.2,Price: ,5.0,OFK Belgrade, 427627   size:6.26,Price: ,7.6,ok
1.119759263, Sport: ,Soccer, Time: ,Sat Aug 08 21:30:00 CEST 2015, Time: ,Sat Aug 08 21:30:00 CEST 2015, Event: ,CRB v Nautico, Favorite: ,CRB, 6368159   size:9.0,Price: ,2.56,Nautico, 2397366   size:17.23,Price: ,3.1,The Draw, 58805   size:9.05,Price: ,3.25,ok
1.119852129, Sport: ,Soccer, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,FK Metalac v Radnicki Nis, Favorite: ,FK Metalac, 4104733   size:2.71,Price: ,2.36,Radnicki Nis, 6555084   size:3.37,Price: ,2.72,The Draw, 58805   size:2.0,Price: ,3.0,x
1.119908520, Sport: ,Soccer, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Murcia v FC Cartagena, Favorite: ,Murcia, 68244   size:121.75,Price: ,2.16,FC Cartagena, 5740008   size:72.88,Price: ,2.96,The Draw, 58805   size:16.08,Price: ,2.98,x
1.119903460, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Marilia AC U20 v Comercial FC U20, Favorite: ,Comercial FC U20, 9521104   size:139.83,Price: ,1.06,The Draw, 58805   size:2.0,Price: ,1.27,x
1.119910313, Sport: ,Tennis, Time: ,Sat Aug 08 22:30:00 CEST 2015, Time: ,Sat Aug 08 22:30:00 CEST 2015, Event: ,Bondarenko/Maria v Xu/Zheng, Favorite: ,Bondarenko/Maria, 10109062   size:112.2,Price: ,1.83,Xu/Zheng, 8871269   size:2.55,Price: ,1.99,x
1.119905006, Sport: ,Soccer, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Borac Banja Luka v FK Mladost Doboj Kakanj, Favorite: ,Borac Banja Luka, 4837337   size:14.88,Price: ,1.47,The Draw, 58805   size:5.76,Price: ,3.8,FK Mladost Doboj Kakanj, 10124732   size:8.3,Price: ,6.0,x
1.119938906, Sport: ,Tennis, Time: ,Sat Aug 08 20:30:00 CEST 2015, Time: ,Sat Aug 08 20:30:00 CEST 2015, Event: ,Doi v Ana Konjuh, Favorite: ,Ana Konjuh, 8173632   size:792.17,Price: ,1.65,Misaki Doi, 4729711   size:5.76,Price: ,2.24,x
1.119938905, Sport: ,Tennis, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Kania v Linette, Favorite: ,Magda Linette, 7083215   size:3.09,Price: ,1.48,Paula Kania, 7083220   size:8.13,Price: ,2.82,ok
1.119934947, Sport: ,Soccer, Time: ,Sun Aug 09 01:00:00 CEST 2015, Time: ,Sun Aug 09 01:00:00 CEST 2015, Event: ,SE do Gama v Duque de Caxias, Favorite: ,SE do Gama, 8288661   size:91.22,Price: ,1.73,The Draw, 58805   size:57.71,Price: ,2.74,Duque de Caxias, 2763327   size:52.11,Price: ,3.05,ok
1.119831806, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Miedz Legnica v Dolcan Zabki, Favorite: ,Miedz Legnica, 4935893   size:57.77,Price: ,2.4,Dolcan Zabki, 4135276   size:8.75,Price: ,3.15,The Draw, 58805   size:5.79,Price: ,3.4,x
1.119845258, Sport: ,Gaelic Games, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Mayo v Donegal, Favorite: ,Mayo, 971635   size:627.6,Price: ,1.71,Donegal, 971637   size:50.0,Price: ,3.0,Draw, 1055557   size:20.86,Price: ,11.0,ok
1.119939950, Sport: ,Tennis, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Vekic v Wickmayer, Favorite: ,Yanina Wickmayer, 2386943   size:7.41,Price: ,1.54,Donna Vekic, 6603944   size:14.58,Price: ,2.7,ok
1.119787681, Sport: ,Soccer, Time: ,Sun Aug 09 01:30:00 CEST 2015, Time: ,Sun Aug 09 01:30:00 CEST 2015, Event: ,Fort Lauderdale v New York Cosmos, Favorite: ,New York Cosmos, 5714685   size:11.69,Price: ,2.02,Fort Lauderdale, 5673440   size:11.33,Price: ,2.54,The Draw, 58805   size:21.2,Price: ,2.86,x
1.119755905, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Lommel Utd v Heist, Favorite: ,Lommel Utd, 5741869   size:7.16,Price: ,1.47,The Draw, 58805   size:5.65,Price: ,4.8,Heist, 4910877   size:36.13,Price: ,8.0,ok
1.119798363, Sport: ,Soccer, Time: ,Sun Aug 09 02:00:00 CEST 2015, Time: ,Sun Aug 09 02:00:00 CEST 2015, Event: ,Santos v Coritiba, Favorite: ,Santos, 198127   size:157.91,Price: ,1.61,The Draw, 58805   size:4.77,Price: ,4.2,Coritiba, 198141   size:85.75,Price: ,6.8,ok
1.119900515, Sport: ,Soccer, Time: ,Sat Aug 08 18:30:00 CEST 2015, Time: ,Sat Aug 08 18:30:00 CEST 2015, Event: ,FC Vitebsk v Belshina Bobruisk, Favorite: ,Belshina Bobruisk, 46961   size:141.09,Price: ,1.26,The Draw, 58805   size:3.85,Price: ,5.7,FC Vitebsk, 5643690   size:11.87,Price: ,23.0,x
1.119759718, Sport: ,Soccer, Time: ,Sat Aug 08 23:30:00 CEST 2015, Time: ,Sat Aug 08 23:30:00 CEST 2015, Event: ,Avai v Fluminense, Favorite: ,Avai, 3859186   size:5.78,Price: ,2.52,Fluminense, 198133   size:142.26,Price: ,3.1,The Draw, 58805   size:247.62,Price: ,3.3,ok
1.119757655, Sport: ,Soccer, Time: ,Sat Aug 08 20:45:00 CEST 2015, Time: ,Sat Aug 08 20:45:00 CEST 2015, Event: ,Sligo Rovers v Cork City, Favorite: ,Cork City, 298594   size:36.8,Price: ,1.61,The Draw, 58805   size:46.48,Price: ,4.2,Sligo Rovers, 387040   size:12.21,Price: ,6.8,ok
1.119756045, Sport: ,Soccer, Time: ,Sat Aug 08 20:00:00 CEST 2015, Time: ,Sat Aug 08 20:00:00 CEST 2015, Event: ,Deinze v Patro Eisden, Favorite: ,Deinze, 505713   size:115.2,Price: ,1.92,The Draw, 58805   size:45.75,Price: ,3.65,Patro Eisden, 7441124   size:33.1,Price: ,4.2,ok
1.119834527, Sport: ,Volleyball, Time: ,Sat Aug 08 19:30:00 CEST 2015, Time: ,Sat Aug 08 19:30:00 CEST 2015, Event: ,Belarus v Turkey, Favorite: ,Belarus, 2550291   size:17.74,Price: ,1.54,Turkey, 1183420   size:5.66,Price: ,2.52,x
1.119852133, Sport: ,Soccer, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Partizan Belgrade v FK Spartak, Favorite: ,Partizan Belgrade, 46980   size:67.2,Price: ,1.19,The Draw, 58805   size:23.5,Price: ,5.7,FK Spartak, 4104730   size:15.12,Price: ,46.0,ok
1.119940379, Sport: ,Tennis, Time: ,Sat Aug 08 23:00:00 CEST 2015, Time: ,Sat Aug 08 23:00:00 CEST 2015, Event: ,Baughman v F Wolmarans, Favorite: ,Fritz Wolmarans, 4489928   size:8.82,Price: ,1.63,Deiton Baughman, 7137489   size:6.13,Price: ,1.98,x
1.119831014, Sport: ,Soccer, Time: ,Sat Aug 08 19:00:00 CEST 2015, Time: ,Sat Aug 08 19:00:00 CEST 2015, Event: ,Atletico CP v Freamunde, Favorite: ,Atletico CP, 5037331   size:10.11,Price: ,2.78,Freamunde, 616891   size:5.31,Price: ,2.96,The Draw, 58805   size:2.0,Price: ,3.05,ok
1.119940138, Sport: ,Tennis, Time: ,Sat Aug 08 19:30:00 CEST 2015, Time: ,Sat Aug 08 19:30:00 CEST 2015, Event: ,Hy Chung v K Stevenson, Favorite: ,Hyeon Chung, 7690576   size:20.17,Price: ,1.03,Kelsey Stevenson, 7689565   size:2.1,Price: ,14.0,ok
