1.122092998, Sport: ,Darts, Time: ,Wed Dec 23 22:00:00 CET 2015, Time: ,Wed Dec 23 22:00:00 CET 2015, Event: ,Adrian Lewis v Jan Dekker, Favorite: ,Adrian Lewis, 2271003   size:32238.75,Price: ,1.1,Jan Dekker, 5154028   size:120.71,Price: ,10.5,ok
1.122301570, Sport: ,Soccer, Time: ,Thu Dec 24 13:00:00 CET 2015, Time: ,Thu Dec 24 13:00:00 CET 2015, Event: ,Salernitana v Cagliari, Favorite: ,Cagliari, 60297   size:638.81,Price: ,2.08,Salernitana, 60303   size:519.74,Price: ,4.4,The Draw, 58805   size:194.61,Price: ,3.3,ok
1.122371438, Sport: ,Soccer, Time: ,Wed Dec 23 20:00:00 CET 2015, Time: ,Wed Dec 23 20:00:00 CET 2015, Event: ,Arcos CF v Ecija Balompie, Favorite: ,Arcos CF, 6540001   size:17.9,Price: ,2.28,Ecija Balompie, 9301056   size:8.33,Price: ,3.3,The Draw, 58805   size:8.21,Price: ,3.35,x
1.122364063, Sport: ,Basketball, Time: ,Thu Dec 24 11:00:00 CET 2015, Time: ,Thu Dec 24 11:00:00 CET 2015, Event: ,Woori Bank Hansae v Samsung Life Blue Minx, Favorite: ,Woori Bank Hansae, 5154535   size:2.57,Price: ,1.17,Samsung Life Blue Minx, 7894748   size:75.16,Price: ,1.27,ok
1.122372378, Sport: ,Soccer, Time: ,Thu Dec 24 14:00:00 CET 2015, Time: ,Thu Dec 24 14:00:00 CET 2015, Event: ,Etoile du Sahel v Esperance Tunis, Favorite: ,Etoile du Sahel, 6488670   size:3.98,Price: ,2.34,Esperance Tunis, 9329230   size:2.55,Price: ,2.78,The Draw, 58805   size:2.73,Price: ,3.1,ok
1.122371325, Sport: ,Soccer, Time: ,Wed Dec 23 20:00:00 CET 2015, Time: ,Wed Dec 23 20:00:00 CET 2015, Event: ,SCD Durango v SD Zamudio, Favorite: ,SD Zamudio, 6883553   size:9.83,Price: ,2.08,SCD Durango, 7717203   size:5.73,Price: ,4.0,The Draw, 58805   size:3.5,Price: ,3.45,x
1.122357776, Sport: ,Basketball, Time: ,Wed Dec 23 18:30:00 CET 2015, Time: ,Wed Dec 23 18:30:00 CET 2015, Event: ,Braunschweig v Bayern Munchen, Favorite: ,Bayern Munchen, 5859175   size:1998.0,Price: ,1.14,Braunschweig, 1280524   size:58.0,Price: ,5.3,ok
1.122360416, Sport: ,Basketball, Time: ,Thu Dec 24 02:05:00 CET 2015, Time: ,Thu Dec 24 02:05:00 CET 2015, Event: ,Portland @ New Orleans, Favorite: ,New Orleans, 6860646   size:11.0,Price: ,1.28,Portland, 13129   size:23.61,Price: ,4.3,ok
1.122357532, Sport: ,Basketball, Time: ,Wed Dec 23 18:30:00 CET 2015, Time: ,Wed Dec 23 18:30:00 CET 2015, Event: ,Tubingen v Bonn, Favorite: ,Bonn, 2293349   size:111.15,Price: ,1.46,Tubingen, 1371897   size:130.0,Price: ,2.92,ok
1.122357653, Sport: ,Basketball, Time: ,Wed Dec 23 20:30:00 CET 2015, Time: ,Wed Dec 23 20:30:00 CET 2015, Event: ,Ratiopharm Ulm v Oldenburg, Favorite: ,Ratiopharm Ulm, 2114275   size:7.55,Price: ,1.69,Oldenburg, 1285952   size:55.9,Price: ,2.28,ok
1.122302826, Sport: ,Soccer, Time: ,Wed Dec 23 20:30:00 CET 2015, Time: ,Wed Dec 23 20:30:00 CET 2015, Event: ,Crotone v Trapani, Favorite: ,Crotone, 60300   size:3275.23,Price: ,1.77,Trapani, 4893594   size:153.47,Price: ,6.2,The Draw, 58805   size:43.37,Price: ,3.6,x
1.122371440, Sport: ,Soccer, Time: ,Wed Dec 23 20:30:00 CET 2015, Time: ,Wed Dec 23 20:30:00 CET 2015, Event: ,Martos CD v Malaga CF II, Favorite: ,Malaga CF II, 9217078   size:32.72,Price: ,2.16,Martos CD, 7534642   size:5.0,Price: ,3.3,The Draw, 58805   size:2.55,Price: ,3.65,ok
1.122386764, Sport: ,Tennis, Time: ,Thu Dec 24 10:00:00 CET 2015, Time: ,Thu Dec 24 10:00:00 CET 2015, Event: ,Gleb Alekseenko v Christopher Heyman, Favorite: ,Gleb Alekseenko, 8713712   size:6.89,Price: ,1.08,Christopher Heyman, 9629967   size:6.89,Price: ,1.08,x
1.122360436, Sport: ,Basketball, Time: ,Thu Dec 24 02:05:00 CET 2015, Time: ,Thu Dec 24 02:05:00 CET 2015, Event: ,Philadelphia @ Milwaukee, Favorite: ,Milwaukee, 13115   size:11.12,Price: ,1.17,Philadelphia, 13103   size:126.23,Price: ,6.2,ok
1.122092986, Sport: ,Darts, Time: ,Wed Dec 23 21:00:00 CET 2015, Time: ,Wed Dec 23 21:00:00 CET 2015, Event: ,Benito van de Pas v Max Hopp, Favorite: ,Benito van de Pas, 6062761   size:131.45,Price: ,1.68,Max Hopp, 6889335   size:15.15,Price: ,2.44,ok
1.122323192, Sport: ,Handball, Time: ,Wed Dec 23 20:15:00 CET 2015, Time: ,Wed Dec 23 20:15:00 CET 2015, Event: ,Balingen Weilstetten v Lemgo, Favorite: ,Balingen Weilstetten, 4551481   size:3.76,Price: ,1.71,Lemgo, 2201967   size:13.25,Price: ,2.84,Draw, 330157   size:15.37,Price: ,9.0,ok
1.122360396, Sport: ,Basketball, Time: ,Thu Dec 24 02:05:00 CET 2015, Time: ,Thu Dec 24 02:05:00 CET 2015, Event: ,San Antonio @ Minnesota, Favorite: ,San Antonio, 13121   size:1500.39,Price: ,1.15,Minnesota, 13118   size:262.82,Price: ,6.4,ok
