1.121910153, Sport: ,Handball, Time: ,Fri Nov 20 21:00:00 CET 2015, Time: ,Fri Nov 20 21:00:00 CET 2015, Event: ,Huesca v Ciudad Encantada, Favorite: ,Ciudad Encantada, 5798700   size:19.46,Price: ,1.04,Huesca, 5798698   size:10.99,Price: ,1.34,Draw, 330157   size:18.62,Price: ,1.65,x
1.121774246, Sport: ,Soccer, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Stuttgart II v Holstein Kiel, Favorite: ,Holstein Kiel, 247830   size:149.03,Price: ,1.37,Stuttgart II, 6507690   size:11.18,Price: ,10.5,The Draw, 58805   size:7.86,Price: ,5.2,ok
1.121920995, Sport: ,Tennis, Time: ,Sat Nov 21 02:30:00 CET 2015, Time: ,Sat Nov 21 02:30:00 CET 2015, Event: ,Soeda v Ebden, Favorite: ,Matthew Ebden, 4423910   size:31.91,Price: ,1.61,Go Soeda, 2249835   size:2.33,Price: ,2.5,x
1.121772629, Sport: ,Soccer, Time: ,Fri Nov 20 19:30:00 CET 2015, Time: ,Fri Nov 20 19:30:00 CET 2015, Event: ,OH Leuven (W) v Gent (W), Favorite: ,Gent (W), 10397983   size:12.6,Price: ,1.12,OH Leuven (W), 6743192   size:10.92,Price: ,7.0,The Draw, 58805   size:5.22,Price: ,5.7,ok
1.121774926, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Fortuna Sittard v Sparta Rotterdam, Favorite: ,Sparta Rotterdam, 111703   size:115.99,Price: ,1.46,Fortuna Sittard, 49058   size:6.17,Price: ,7.4,The Draw, 58805   size:55.15,Price: ,5.3,ok
1.121920999, Sport: ,Tennis, Time: ,Sat Nov 21 04:15:00 CET 2015, Time: ,Sat Nov 21 04:15:00 CET 2015, Event: ,T Daniel v T Ito, Favorite: ,Taro Daniel, 8173434   size:2.55,Price: ,1.64,Tatsuma Ito, 3374118   size:80.22,Price: ,2.34,ok
1.121880652, Sport: ,Soccer, Time: ,Fri Nov 20 20:15:00 CET 2015, Time: ,Fri Nov 20 20:15:00 CET 2015, Event: ,Valletta v St. Andrews FC, Favorite: ,Valletta, 166888   size:7.67,Price: ,1.13,St. Andrews FC, 8222576   size:3.08,Price: ,10.5,The Draw, 58805   size:2.0,Price: ,7.2,ok
1.121882390, Sport: ,Basketball, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Provence v Poitiers, Favorite: ,Provence, 8874536   size:2.45,Price: ,1.34,Poitiers, 2989482   size:26.99,Price: ,3.8,x
1.121820477, Sport: ,Soccer, Time: ,Sat Nov 21 00:30:00 CET 2015, Time: ,Sat Nov 21 00:30:00 CET 2015, Event: ,ABC v Botafogo RJ, Favorite: ,Botafogo RJ, 786906   size:32.04,Price: ,1.42,abc, 3794139   size:10.96,Price: ,9.6,The Draw, 58805   size:123.96,Price: ,4.9,ok
1.121852748, Sport: ,Soccer, Time: ,Sat Nov 21 02:00:00 CET 2015, Time: ,Sat Nov 21 02:00:00 CET 2015, Event: ,Deportivo Cuenca v LDU Loja, Favorite: ,Deportivo Cuenca, 1067928   size:5.0,Price: ,2.0,LDU Loja, 6001716   size:2.55,Price: ,4.3,The Draw, 58805   size:2.55,Price: ,3.45,x
1.121872113, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Mora v Bjorkloven, Favorite: ,Mora, 247115   size:2.85,Price: ,1.03,Bjorkloven, 247108   size:2.85,Price: ,1.03,Tie, 60104   size:2.85,Price: ,1.03,ok
1.121875988, Sport: ,Basketball, Time: ,Sat Nov 21 01:05:00 CET 2015, Time: ,Sat Nov 21 01:05:00 CET 2015, Event: ,Philadelphia @ Charlotte, Favorite: ,Charlotte, 13110   size:5.0,Price: ,1.18,Philadelphia, 13103   size:47.97,Price: ,6.4,ok
1.121872116, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Tingsryd v Pantern, Favorite: ,Tingsryd, 5877522   size:2.85,Price: ,1.03,Pantern, 9322154   size:2.85,Price: ,1.03,Tie, 60104   size:2.85,Price: ,1.03,ok
1.121856414, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Arsenal U21 v Stoke U21, Favorite: ,Arsenal U21, 6667763   size:2.79,Price: ,1.13,Stoke U21, 6630666   size:5.02,Price: ,2.14,The Draw, 58805   size:5.31,Price: ,5.7,x
1.121855448, Sport: ,Soccer, Time: ,Fri Nov 20 20:30:00 CET 2015, Time: ,Fri Nov 20 20:30:00 CET 2015, Event: ,Zawisza Bydgoszcz v Arka Gdynia, Favorite: ,Arka Gdynia, 1209553   size:47.92,Price: ,2.72,Zawisza Bydgoszcz, 4936018   size:13.5,Price: ,2.92,The Draw, 58805   size:10.15,Price: ,3.4,x
1.121872120, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Hasten v Karlskoga, Favorite: ,Hasten, 5427573   size:2.85,Price: ,1.03,Karlskoga, 6267380   size:2.85,Price: ,1.03,Tie, 60104   size:2.85,Price: ,1.03,x
1.121856418, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Wolves U21 v Brighton U21, Favorite: ,Wolves U21, 6667755   size:39.87,Price: ,1.1,Brighton U21, 6865403   size:158.86,Price: ,1.17,The Draw, 58805   size:9.58,Price: ,2.94,x
1.121810535, Sport: ,Tennis, Time: ,Fri Nov 20 18:38:00 CET 2015, Time: ,Fri Nov 20 18:38:00 CET 2015, Event: ,Rojer/Tecau v Herbert/Mahut, Favorite: ,Rojer/Tecau, 8176467   size:237.22,Price: ,1.55,Herbert/Mahut, 8942538   size:5002.97,Price: ,2.42,ok
1.121775104, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Breda v Den Bosch, Favorite: ,Breda, 48448   size:158.0,Price: ,1.57,Den Bosch, 48452   size:44.23,Price: ,6.2,The Draw, 58805   size:41.06,Price: ,4.7,ok
1.121773726, Sport: ,Soccer, Time: ,Fri Nov 20 18:30:00 CET 2015, Time: ,Fri Nov 20 18:30:00 CET 2015, Event: ,St Polten v FAC Team fur Wien, Favorite: ,St Polten, 1088499   size:2.85,Price: ,1.95,FAC Team fur Wien, 3258138   size:3.44,Price: ,6.4,The Draw, 58805   size:20.1,Price: ,2.92,ok
1.121866697, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Chabab Rif Hoceima v KAC Kenitra, Favorite: ,Chabab Rif Hoceima, 6666954   size:17.25,Price: ,2.26,KAC Kenitra, 6356907   size:3.23,Price: ,3.65,The Draw, 58805   size:4.03,Price: ,3.0,x
1.121920981, Sport: ,Tennis, Time: ,Fri Nov 20 22:45:00 CET 2015, Time: ,Fri Nov 20 22:45:00 CET 2015, Event: ,Demoliner/Elias v Peralta/Zeballos, Favorite: ,Peralta/Zeballos, 10409109   size:7.24,Price: ,1.62,Demoliner/Elias, 8462580   size:5.11,Price: ,2.34,x
1.121875998, Sport: ,Basketball, Time: ,Sat Nov 21 03:05:00 CET 2015, Time: ,Sat Nov 21 03:05:00 CET 2015, Event: ,Phoenix @ Denver, Favorite: ,Phoenix, 13128   size:9.69,Price: ,1.81,Denver, 13124   size:4.11,Price: ,2.16,ok
1.121740101, Sport: ,Soccer, Time: ,Fri Nov 20 20:30:00 CET 2015, Time: ,Fri Nov 20 20:30:00 CET 2015, Event: ,Nice v Lyon, Favorite: ,Lyon, 55271   size:410.44,Price: ,2.2,Nice, 189829   size:875.81,Price: ,3.7,The Draw, 58805   size:1246.55,Price: ,3.55,x
1.121765548, Sport: ,Soccer, Time: ,Fri Nov 20 21:30:00 CET 2015, Time: ,Fri Nov 20 21:30:00 CET 2015, Event: ,Leon de Huanuco v UTC Cajamarca, Favorite: ,Leon de Huanuco, 5176230   size:27.56,Price: ,1.67,UTC Cajamarca, 7028659   size:17.11,Price: ,5.9,The Draw, 58805   size:37.71,Price: ,4.1,ok
