1.121910153, Sport: ,Handball, Time: ,Fri Nov 20 21:00:00 CET 2015, Time: ,Fri Nov 20 21:00:00 CET 2015, Event: ,Huesca v Ciudad Encantada, Favorite: ,Ciudad Encantada, 5798700   size:19.46,Price: ,1.04,Huesca, 5798698   size:10.99,Price: ,1.34,Draw, 330157   size:18.62,Price: ,1.65,x
1.121878227, Sport: ,Ice Hockey, Time: ,Sat Nov 21 03:00:00 CET 2015, Time: ,Sat Nov 21 03:00:00 CET 2015, Event: ,New Jersey @ Edmonton, Favorite: ,Edmonton, 2109967   size:6.2,Price: ,2.4,New Jersey, 2112200   size:460.0,Price: ,2.72,Tie, 60104   size:95.6,Price: ,4.1,ok
1.121934103, Sport: ,Tennis, Time: ,Sat Nov 21 03:15:00 CET 2015, Time: ,Sat Nov 21 03:15:00 CET 2015, Event: ,Longhi v Imina, Favorite: ,Tadayuki Longhi, 8347757   size:2.55,Price: ,1.34,Itsuki Imina, 10548025   size:2.55,Price: ,3.1,x
1.121799204, Sport: ,Soccer, Time: ,Sat Nov 21 04:30:00 CET 2015, Time: ,Sat Nov 21 04:30:00 CET 2015, Event: ,Tijuana v Atlas, Favorite: ,Tijuana, 5687741   size:10.81,Price: ,2.22,Atlas, 328950   size:146.63,Price: ,3.5,The Draw, 58805   size:115.52,Price: ,3.6,ok
1.121773179, Sport: ,Soccer, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Wacker Nordhausen v Optik Rathenow, Favorite: ,Wacker Nordhausen, 7535729   size:225.0,Price: ,1.06,Optik Rathenow, 6561505   size:2.86,Price: ,38.0,The Draw, 58805   size:4.29,Price: ,12.0,ok
1.121882495, Sport: ,Basketball, Time: ,Fri Nov 20 19:04:00 CET 2015, Time: ,Fri Nov 20 19:04:00 CET 2015, Event: ,Orebro v Sodertalje, Favorite: ,Orebro, 7723717   size:74.15,Price: ,1.03,Sodertalje, 6718429   size:71.3,Price: ,1.03,x
1.121882494, Sport: ,Basketball, Time: ,Fri Nov 20 18:34:00 CET 2015, Time: ,Fri Nov 20 18:34:00 CET 2015, Event: ,Norrkoping v Umea, Favorite: ,Norrkoping, 5866167   size:0.0,Price: ,0.0,Umea, 8781147   size:2.85,Price: ,1.03,ok
1.121920411, Sport: ,Tennis, Time: ,Fri Nov 20 18:24:00 CET 2015, Time: ,Fri Nov 20 18:24:00 CET 2015, Event: ,Du Brown v Mi Basic, Favorite: ,Mirza Basic, 5499167   size:1334.74,Price: ,1.55,Dustin Brown, 4486603   size:18.53,Price: ,2.8,ok
1.121861359, Sport: ,Basketball, Time: ,Sat Nov 21 02:00:00 CET 2015, Time: ,Sat Nov 21 02:00:00 CET 2015, Event: ,McNeese State @ Oklahoma, Favorite: ,McNeese State, 739711   size:8.44,Price: ,1.04,Oklahoma, 332191   size:8.44,Price: ,1.04,x
1.121882499, Sport: ,Basketball, Time: ,Fri Nov 20 20:30:00 CET 2015, Time: ,Fri Nov 20 20:30:00 CET 2015, Event: ,Leeds v Cheshire, Favorite: ,Cheshire, 6719053   size:2.55,Price: ,1.37,Leeds, 8862089   size:2.55,Price: ,3.3,ok
1.121774704, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Dordrecht v Telstar, Favorite: ,Dordrecht, 507804   size:242.1,Price: ,2.06,Telstar, 67163   size:57.55,Price: ,3.75,The Draw, 58805   size:2.85,Price: ,3.85,x
1.121861354, Sport: ,Basketball, Time: ,Sat Nov 21 02:00:00 CET 2015, Time: ,Sat Nov 21 02:00:00 CET 2015, Event: ,Wright State @ Kentucky, Favorite: ,Kentucky, 332189   size:2.85,Price: ,1.02,Wright State, 705249   size:14.26,Price: ,4.0,ok
1.121933939, Sport: ,Tennis, Time: ,Fri Nov 20 19:10:00 CET 2015, Time: ,Fri Nov 20 19:10:00 CET 2015, Event: ,Hocevar, Ricardo v Romboli, Fernando, Favorite: ,Ricardo Hocevar, 3674212   size:18.01,Price: ,1.03,Fernando Romboli, 5304143   size:18.01,Price: ,1.03,ok
1.121882493, Sport: ,Basketball, Time: ,Fri Nov 20 19:04:00 CET 2015, Time: ,Fri Nov 20 19:04:00 CET 2015, Event: ,Lulea v Jamtland, Favorite: ,Lulea, 10362456   size:74.5,Price: ,1.03,Jamtland, 7037208   size:74.15,Price: ,1.03,ok
1.121934107, Sport: ,Tennis, Time: ,Sat Nov 21 07:30:00 CET 2015, Time: ,Sat Nov 21 07:30:00 CET 2015, Event: ,Doi v Rodina, Favorite: ,Misaki Doi, 4729711   size:172.54,Price: ,1.46,Evgeniya Rodina, 2415530   size:24.55,Price: ,2.88,ok
1.121879655, Sport: ,Soccer, Time: ,Fri Nov 20 18:30:00 CET 2015, Time: ,Fri Nov 20 18:30:00 CET 2015, Event: ,Schalke II v Fortuna Dusseldorf II, Favorite: ,Schalke II, 5340425   size:30.03,Price: ,2.26,Fortuna Dusseldorf II, 5545121   size:13.54,Price: ,3.4,The Draw, 58805   size:12.12,Price: ,3.55,x
1.121775925, Sport: ,Soccer, Time: ,Fri Nov 20 20:30:00 CET 2015, Time: ,Fri Nov 20 20:30:00 CET 2015, Event: ,Gent v Westerlo, Favorite: ,Gent, 350594   size:968.01,Price: ,1.33,Westerlo, 51406   size:709.95,Price: ,11.0,The Draw, 58805   size:51.95,Price: ,6.0,ok
1.121861349, Sport: ,Basketball, Time: ,Sat Nov 21 01:00:00 CET 2015, Time: ,Sat Nov 21 01:00:00 CET 2015, Event: ,Arkansas-Pine Bluff @ Michigan State, Favorite: ,Arkansas-Pine Bluff, 4389426   size:8.44,Price: ,1.04,Michigan State, 29834   size:8.44,Price: ,1.04,x
1.121934115, Sport: ,Tennis, Time: ,Sat Nov 21 03:15:00 CET 2015, Time: ,Sat Nov 21 03:15:00 CET 2015, Event: ,Shiga v Kikuchi, Favorite: ,Masato Shiga, 8505205   size:137.99,Price: ,1.31,Gengo Kikuchi, 8349507   size:71.3,Price: ,3.0,ok
1.121861345, Sport: ,Basketball, Time: ,Sat Nov 21 01:00:00 CET 2015, Time: ,Sat Nov 21 01:00:00 CET 2015, Event: ,East Tennessee State @ Villanova, Favorite: ,Villanova, 675919   size:2.85,Price: ,1.03,East Tennessee State, 728325   size:7.88,Price: ,12.5,ok
1.121882387, Sport: ,Basketball, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Evreux v Charleville Mezieres, Favorite: ,Evreux, 6718998   size:3.97,Price: ,1.26,Charleville Mezieres, 6719001   size:21.58,Price: ,4.5,ok
1.121776214, Sport: ,Soccer, Time: ,Fri Nov 20 18:30:00 CET 2015, Time: ,Fri Nov 20 18:30:00 CET 2015, Event: ,Bochum v Union Berlin, Favorite: ,Bochum, 67143   size:42.78,Price: ,2.3,Union Berlin, 50347   size:142.65,Price: ,4.6,The Draw, 58805   size:35.59,Price: ,2.84,x
1.121882389, Sport: ,Basketball, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Nantes v Le Portel, Favorite: ,Le Portel, 6719000   size:57.02,Price: ,1.75,Nantes, 6719007   size:11.14,Price: ,2.02,x
1.121882388, Sport: ,Basketball, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Hyeres Toulon v Saint Quentin, Favorite: ,Hyeres Toulon, 1293965   size:228.76,Price: ,1.44,Saint Quentin, 6719006   size:2.55,Price: ,2.9,ok
1.121869731, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:30:00 CET 2015, Time: ,Fri Nov 20 19:30:00 CET 2015, Event: ,Eisbaren Berlin v Nurnberg, Favorite: ,Eisbaren Berlin, 233923   size:66.0,Price: ,1.99,Nurnberg, 1032175   size:57.86,Price: ,3.05,Tie, 60104   size:67.34,Price: ,4.8,x
1.121861340, Sport: ,Basketball, Time: ,Sat Nov 21 01:00:00 CET 2015, Time: ,Sat Nov 21 01:00:00 CET 2015, Event: ,Rider @ Maryland, Favorite: ,Maryland, 29832   size:8.44,Price: ,1.04,Rider, 697753   size:26.39,Price: ,2.62,ok
1.121775001, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,MVV Maastricht v Achilles 29, Favorite: ,MVV Maastricht, 8704630   size:3.02,Price: ,1.41,Achilles 29, 4189472   size:57.37,Price: ,8.6,The Draw, 58805   size:27.0,Price: ,5.6,x
1.121875978, Sport: ,Basketball, Time: ,Sat Nov 21 02:05:00 CET 2015, Time: ,Sat Nov 21 02:05:00 CET 2015, Event: ,New York @ Oklahoma City, Favorite: ,Oklahoma City, 3363394   size:100.0,Price: ,1.41,New York, 13106   size:32.04,Price: ,3.3,x
1.121876028, Sport: ,Basketball, Time: ,Sat Nov 21 04:35:00 CET 2015, Time: ,Sat Nov 21 04:35:00 CET 2015, Event: ,Toronto @ LA Lakers, Favorite: ,Toronto, 13113   size:150.14,Price: ,1.33,LA Lakers, 2120881   size:67.68,Price: ,3.85,ok
1.121881942, Sport: ,Soccer, Time: ,Fri Nov 20 21:00:00 CET 2015, Time: ,Fri Nov 20 21:00:00 CET 2015, Event: ,CD Tenerife II v Atletico Granadilla, Favorite: ,CD Tenerife II, 9320413   size:6.0,Price: ,1.37,Atletico Granadilla, 9315702   size:5.93,Price: ,7.0,The Draw, 58805   size:6.67,Price: ,4.4,ok
1.121773874, Sport: ,Soccer, Time: ,Fri Nov 20 18:30:00 CET 2015, Time: ,Fri Nov 20 18:30:00 CET 2015, Event: ,KSV Superfund v Austria Salzburg, Favorite: ,Austria Salzburg, 65363   size:159.87,Price: ,1.31,KSV Superfund, 4840627   size:4.94,Price: ,12.5,The Draw, 58805   size:33.61,Price: ,6.0,ok
1.121868290, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:30:00 CET 2015, Time: ,Fri Nov 20 19:30:00 CET 2015, Event: ,Odense v Gentofte, Favorite: ,Odense, 70624   size:7.75,Price: ,1.81,Gentofte, 8834861   size:12.4,Price: ,3.5,Tie, 60104   size:94.93,Price: ,4.8,ok
1.121917944, Sport: ,Soccer, Time: ,Sat Nov 21 03:00:00 CET 2015, Time: ,Sat Nov 21 03:00:00 CET 2015, Event: ,Belle Yunogo (W) v AS Elfen Sayama (W), Favorite: ,AS Elfen Sayama (W), 8489718   size:16.88,Price: ,1.02,Belle Yunogo (W), 7420938   size:5.0,Price: ,1.2,The Draw, 58805   size:10.19,Price: ,2.88,ok
1.121868293, Sport: ,Ice Hockey, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Herlev v Esbjerg, Favorite: ,Esbjerg, 70633   size:4.46,Price: ,1.47,Herlev, 227439   size:8.48,Price: ,5.1,Tie, 60104   size:78.42,Price: ,5.6,ok
1.121736175, Sport: ,Soccer, Time: ,Fri Nov 20 20:45:00 CET 2015, Time: ,Fri Nov 20 20:45:00 CET 2015, Event: ,Middlesbrough v QPR, Favorite: ,Middlesbrough, 63907   size:1389.86,Price: ,1.73,QPR, 62684   size:283.15,Price: ,5.8,The Draw, 58805   size:569.73,Price: ,3.95,ok
1.121775252, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,VVV v FC Eindhoven, Favorite: ,VVV, 503419   size:160.35,Price: ,1.71,FC Eindhoven, 503439   size:9.77,Price: ,5.5,The Draw, 58805   size:143.41,Price: ,4.2,ok
1.121920310, Sport: ,Tennis, Time: ,Fri Nov 20 21:30:00 CET 2015, Time: ,Fri Nov 20 21:30:00 CET 2015, Event: ,Moser/Sancic v Basic/Mektic, Favorite: ,Moser/Sancic, 10483069   size:7.25,Price: ,1.64,Basic/Mektic, 10530697   size:53.37,Price: ,2.34,x
1.121875948, Sport: ,Basketball, Time: ,Sat Nov 21 02:05:00 CET 2015, Time: ,Sat Nov 21 02:05:00 CET 2015, Event: ,Detroit @ Minnesota, Favorite: ,Detroit, 13111   size:2.85,Price: ,1.77,Minnesota, 13118   size:5.0,Price: ,2.2,ok
1.121869708, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:30:00 CET 2015, Time: ,Fri Nov 20 19:30:00 CET 2015, Event: ,ERC Ingolstadt v Schwenninger, Favorite: ,ERC Ingolstadt, 233927   size:68.86,Price: ,1.75,Schwenninger, 348569   size:10.99,Price: ,3.95,Tie, 60104   size:13.09,Price: ,5.5,ok
1.121879986, Sport: ,Soccer, Time: ,Fri Nov 20 21:10:00 CET 2015, Time: ,Fri Nov 20 21:10:00 CET 2015, Event: ,Ecuador U20 (W) v Colombia U20 (W), Favorite: ,Colombia U20 (W), 4835198   size:5.0,Price: ,1.27,Ecuador U20 (W), 8060041   size:6.03,Price: ,6.2,The Draw, 58805   size:9.66,Price: ,4.6,x
1.121774852, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Almere City v Helmond Sport, Favorite: ,Helmond Sport, 419129   size:82.18,Price: ,2.36,Almere City, 4835124   size:35.06,Price: ,3.05,The Draw, 58805   size:274.05,Price: ,3.85,x
1.121772794, Sport: ,Soccer, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Epinal v Sedan, Favorite: ,Sedan, 44792   size:21.25,Price: ,2.1,Epinal, 2740568   size:12.83,Price: ,3.95,The Draw, 58805   size:92.07,Price: ,3.4,ok
1.121882001, Sport: ,Soccer, Time: ,Fri Nov 20 22:00:00 CET 2015, Time: ,Fri Nov 20 22:00:00 CET 2015, Event: ,CF Union Viera v Real Sporting San Jose, Favorite: ,CF Union Viera, 7313631   size:5.0,Price: ,1.15,Real Sporting San Jose, 6117117   size:8.77,Price: ,2.14,The Draw, 58805   size:6.17,Price: ,2.92,ok
1.121773529, Sport: ,Soccer, Time: ,Sat Nov 21 00:30:00 CET 2015, Time: ,Sat Nov 21 00:30:00 CET 2015, Event: ,Defensor Sporting v El Tanque Sisley, Favorite: ,Defensor Sporting, 1222679   size:15.42,Price: ,1.7,El Tanque Sisley, 5593448   size:5.46,Price: ,5.5,The Draw, 58805   size:7.3,Price: ,4.0,x
1.121920547, Sport: ,Volleyball, Time: ,Sat Nov 21 06:00:00 CET 2015, Time: ,Sat Nov 21 06:00:00 CET 2015, Event: ,KB Star Insurance v Suwon Kepco, Favorite: ,Suwon Kepco, 10389011   size:2.85,Price: ,1.03,KB Star Insurance, 10411665   size:14.0,Price: ,2.5,ok
1.121851607, Sport: ,Soccer, Time: ,Sat Nov 21 01:30:00 CET 2015, Time: ,Sat Nov 21 01:30:00 CET 2015, Event: ,Racing Club v Estudiantes, Favorite: ,Racing Club, 198558   size:20.4,Price: ,2.08,Estudiantes, 194509   size:48.88,Price: ,4.5,The Draw, 58805   size:42.32,Price: ,3.2,ok
1.121875958, Sport: ,Basketball, Time: ,Sat Nov 21 02:05:00 CET 2015, Time: ,Sat Nov 21 02:05:00 CET 2015, Event: ,Houston @ Memphis, Favorite: ,Memphis, 119812   size:100.0,Price: ,1.58,Houston, 13123   size:3.55,Price: ,2.6,ok
1.121799333, Sport: ,Soccer, Time: ,Sat Nov 21 02:30:00 CET 2015, Time: ,Sat Nov 21 02:30:00 CET 2015, Event: ,Queretaro v Puebla, Favorite: ,Queretaro, 328926   size:54.75,Price: ,2.28,Puebla, 328956   size:33.23,Price: ,3.5,The Draw, 58805   size:20.77,Price: ,3.55,x
1.121773652, Sport: ,Soccer, Time: ,Fri Nov 20 18:30:00 CET 2015, Time: ,Fri Nov 20 18:30:00 CET 2015, Event: ,Austria Lustenau v Austria Klagenfurt, Favorite: ,Austria Lustenau, 453564   size:0.0,Price: ,0.0,Austria Klagenfurt, 4902204   size:8.55,Price: ,110.0,The Draw, 58805   size:42.06,Price: ,1.01,ok
1.121773419, Sport: ,Soccer, Time: ,Fri Nov 20 19:30:00 CET 2015, Time: ,Fri Nov 20 19:30:00 CET 2015, Event: ,ADO Den Haag (W) v Telstar (W), Favorite: ,ADO Den Haag (W), 5291062   size:2.55,Price: ,2.0,Telstar (W), 5943510   size:9.29,Price: ,3.8,The Draw, 58805   size:4.15,Price: ,4.0,ok
1.121604234, Sport: ,Cricket, Time: ,Sat Nov 21 06:30:00 CET 2015, Time: ,Sat Nov 21 06:30:00 CET 2015, Event: ,Afghanistan v Papua New Guinea, Favorite: ,Afghanistan, 3786094   size:2217.43,Price: ,1.07,Papua New Guinea, 2857977   size:2217.43,Price: ,1.07,The Draw, 60443   size:2217.43,Price: ,1.07,ok
1.121861794, Sport: ,Basketball, Time: ,Fri Nov 20 20:00:00 CET 2015, Time: ,Fri Nov 20 20:00:00 CET 2015, Event: ,Brose Baskets v Unicaja Malaga, Favorite: ,Brose Baskets, 2158509   size:102.52,Price: ,1.8,Unicaja Malaga, 266279   size:603.06,Price: ,2.1,ok
1.121851511, Sport: ,Soccer, Time: ,Fri Nov 20 21:00:00 CET 2015, Time: ,Fri Nov 20 21:00:00 CET 2015, Event: ,Gimnasia La Plata v San Martin de San Juan, Favorite: ,Gimnasia La Plata, 1213581   size:9.82,Price: ,1.9,San Martin de San Juan, 5637011   size:39.2,Price: ,5.2,The Draw, 58805   size:40.32,Price: ,3.4,ok
1.121881816, Sport: ,Basketball, Time: ,Fri Nov 20 20:10:00 CET 2015, Time: ,Fri Nov 20 20:10:00 CET 2015, Event: ,Svitavy v Opava, Favorite: ,Opava, 7758596   size:332.99,Price: ,1.49,Svitavy, 7758631   size:2.55,Price: ,2.86,x
1.121868284, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Rodovre v Aalborg, Favorite: ,Rodovre, 70628   size:2.85,Price: ,1.03,Aalborg, 70634   size:2.85,Price: ,1.03,Tie, 60104   size:2.85,Price: ,1.03,ok
1.121861786, Sport: ,Basketball, Time: ,Fri Nov 20 19:00:00 CET 2015, Time: ,Fri Nov 20 19:00:00 CET 2015, Event: ,Anadolu Efes v Limoges, Favorite: ,Anadolu Efes, 5832279   size:2119.65,Price: ,1.05,Limoges, 3817200   size:33.0,Price: ,8.4,ok
1.121868287, Sport: ,Ice Hockey, Time: ,Fri Nov 20 19:30:00 CET 2015, Time: ,Fri Nov 20 19:30:00 CET 2015, Event: ,Sonderjyske v Rungsted, Favorite: ,SonderjyskE, 2719119   size:2.85,Price: ,1.26,Rungsted, 70625   size:27.31,Price: ,8.6,Tie, 60104   size:2.85,Price: ,7.4,x
1.121875938, Sport: ,Basketball, Time: ,Sat Nov 21 04:35:00 CET 2015, Time: ,Sat Nov 21 04:35:00 CET 2015, Event: ,Chicago @ Golden State, Favorite: ,Golden State, 13126   size:36.11,Price: ,1.3,Chicago, 13117   size:516.61,Price: ,4.3,ok
