1.121073747, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Grantham Town v Buxton, Favorite: ,Grantham Town, 6770558   size:5.0,Price: ,2.36,Buxton, 2662204   size:5.9,Price: ,2.48,The Draw, 58805   size:2.69,Price: ,3.8,x
1.121044988, Sport: ,Basketball, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,Lyon v Cholet, Favorite: ,Lyon, 1297016   size:493.31,Price: ,1.09,Cholet, 678099   size:15.85,Price: ,3.8,x
1.121044982, Sport: ,Basketball, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,Dijon v Le Havre, Favorite: ,Dijon, 1292705   size:2.1,Price: ,1.28,Le Havre, 1292696   size:25.51,Price: ,2.74,ok
1.120975493, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Wrexham v Tranmere, Favorite: ,Wrexham, 63604   size:114.23,Price: ,2.32,Tranmere, 54004   size:59.33,Price: ,3.35,The Draw, 58805   size:617.23,Price: ,3.55,x
1.120976467, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Plymouth v Exeter, Favorite: ,Plymouth, 148733   size:130.81,Price: ,1.96,Exeter, 66243   size:15.22,Price: ,4.6,The Draw, 58805   size:496.14,Price: ,3.65,ok
1.120975499, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Airbus UK v Newtown, Favorite: ,Airbus UK, 3667303   size:50.02,Price: ,1.58,Newtown, 3667299   size:39.07,Price: ,6.2,The Draw, 58805   size:64.88,Price: ,4.5,x
1.121073634, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Gresley v Romulus FC, Favorite: ,Romulus FC, 7693014   size:2.55,Price: ,2.36,Gresley, 8077169   size:2.38,Price: ,2.6,The Draw, 58805   size:2.55,Price: ,4.1,x
1.120975491, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Welling Utd v Bromley, Favorite: ,Bromley, 1282856   size:10.65,Price: ,2.7,Welling Utd, 1222695   size:110.62,Price: ,2.84,The Draw, 58805   size:73.0,Price: ,3.5,ok
1.121073354, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Corinthian-Casuals FC v Carshalton Athletic FC, Favorite: ,Corinthian-Casuals FC, 8350680   size:2.55,Price: ,1.29,Carshalton Athletic FC, 7642538   size:5.0,Price: ,2.44,The Draw, 58805   size:10.0,Price: ,3.65,ok
1.121044975, Sport: ,Basketball, Time: ,Tue Oct 06 20:00:00 CEST 2015, Time: ,Tue Oct 06 20:00:00 CEST 2015, Event: ,Chalons Reims v Strasbourg, Favorite: ,Strasbourg, 1193143   size:201.8,Price: ,1.22,Chalons Reims, 6736111   size:24.66,Price: ,2.8,ok
1.120975949, Sport: ,Soccer, Time: ,Tue Oct 06 20:45:00 CEST 2015, Time: ,Tue Oct 06 20:45:00 CEST 2015, Event: ,Fleetwood Town v Shrewsbury, Favorite: ,Shrewsbury, 148735   size:182.94,Price: ,2.72,Fleetwood Town, 3396710   size:84.54,Price: ,2.88,The Draw, 58805   size:981.22,Price: ,3.35,x
